effect,component,term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,experiment,experiment_num,analysis_branch
fixed,cond,(Intercept),-0.28052001247503566,0.22912115375596975,-1.224330481391558,0.2208275826509191,-0.7295892219330005,0.16854919698292908,interaction_betabinomial,Experiment 3,11.2,day4
fixed,cond,particle_size_classBWF,0.43418674138860025,0.32409402758742184,1.3396937444997556,0.1803449321198751,-0.20102588028727708,1.0693993630644776,interaction_betabinomial,Experiment 3,11.2,day4
fixed,cond,log10_bw_ug_l_plus1,0.059006908600404515,0.12307070549880168,0.47945535341860096,0.6316147227934239,-0.1822072417291823,0.30022105892999135,interaction_betabinomial,Experiment 3,11.2,day4
fixed,cond,particle_size_classBWF:log10_bw_ug_l_plus1,-0.38029924519644226,0.17309811775830228,-2.197015485329863,0.028019340285015234,-0.7195653217943878,-0.041033168598496705,interaction_betabinomial,Experiment 3,11.2,day4
