effect,component,term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,experiment,experiment_num,analysis_branch
fixed,cond,(Intercept),-0.9275009350239855,0.12414642834909788,-7.471023913920962,7.957319068758142e-14,-1.1708234633974997,-0.6841784066504712,nonlinear_betabinomial,Experiment 4,8.2,day4
fixed,cond,log10_ntu_plus1,0.454963539901268,0.17719739385105057,2.567552095510521,0.010241939850178816,0.10766302979884973,0.8022640500036862,nonlinear_betabinomial,Experiment 4,8.2,day4
fixed,cond,I(log10_ntu_plus1^2),-0.12652384954563817,0.05089004341866405,-2.486220113917907,0.012910808225798183,-0.22626650181789928,-0.02678119727337705,nonlinear_betabinomial,Experiment 4,8.2,day4
