experiment,experiment_num,experiment_label,analysis_branch,model,response,contrast_label,reference_condition,treatment_condition,particle_size_class,particle_size_plot,bw_ug_l,bw_load_f,fit_control,fit_treatment,percent_change,conf_low_percent,conf_high_percent,absolute_change,fit_response,conf_low_response,conf_high_response
Experiment 3,11.2,Brake-wear size comparison,day4,interaction_betabinomial,motile_fraction,Coarse at 45 ug/L vs BWC at 4.5 ug/L,BWC at 4.5 ug/L,Coarse at 45 ug/L,BWC,Coarse,45,45 ug/L,0.44106683206953173,0.45452456463809,3.0511776424931263,-7.451189851185548,13.735095215927906,0.013457732568558256,0.45452456463809,0.4082021050414212,0.5016477814201588
Experiment 3,11.2,Brake-wear size comparison,day4,interaction_betabinomial,motile_fraction,Coarse at 450 ug/L vs BWC at 4.5 ug/L,BWC at 4.5 ug/L,Coarse at 450 ug/L,BWC,Coarse,450,450 ug/L,0.44106683206953173,0.4690632546446397,6.347433209553717,-10.301678091942117,23.30593964565185,0.027996422575107982,0.4690632546446397,0.39562954685940166,0.5438616017486454
Experiment 3,11.2,Brake-wear size comparison,day4,interaction_betabinomial,motile_fraction,Fine at 4.5 ug/L vs BWC at 4.5 ug/L,BWC at 4.5 ug/L,Fine at 4.5 ug/L,BWF,Fine,4.5,4.5 ug/L,0.44106683206953173,0.4789608979318764,8.591456692524748,-8.130222586408543,25.52370070173983,0.03789406586234467,0.4789608979318764,0.40520711686745803,0.5536434101816045
Experiment 3,11.2,Brake-wear size comparison,day4,interaction_betabinomial,motile_fraction,Fine at 45 ug/L vs BWC at 4.5 ug/L,BWC at 4.5 ug/L,Fine at 45 ug/L,BWF,Fine,45,45 ug/L,0.44106683206953173,0.40599072480342524,-7.952560636111704,-18.31382376360573,2.7915071411665218,-0.03507610726610649,0.40599072480342524,0.36029062976459886,0.45337924418406966
Experiment 3,11.2,Brake-wear size comparison,day4,interaction_betabinomial,motile_fraction,Fine at 450 ug/L vs BWC at 4.5 ug/L,BWC at 4.5 ug/L,Fine at 450 ug/L,BWF,Fine,450,450 ug/L,0.44106683206953173,0.33201183200098966,-24.725277925987907,-38.925557487525694,-9.036392427275738,-0.10905500006854207,0.33201183200098966,0.26937910879389776,0.4012103022571756
