video_file,camera_file,frame_count,mobile_cell_count,stationary_cell_count,total_cells,motility_ratio,count_date_yyyy_mm_dd,start_date_yyyy_mm_dd,species,site,culture,experiment,well,days_from_start,toxin_exposure,cu_ug_l,ntu,tile,tile_count,lux_exposure,comment,collection_date,year,season,collection_site,preparation,release,non_mobile_count,video_file_name,experiment_chr,experiment_block,experiment_suffix,species_std,spm_material,brake_type,brake_class,log_ntu,lux_f
C1842,20241231_C1842_clip.MP4,504,31830,49894,81724,0.3894816700112574,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24255,8,PLASTER OF PARIS,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,49894,C1842,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1843,20241231_C1843_clip.MP4,504,36748,58129,94877,0.38732253338533046,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24256,8,PLASTER OF PARIS,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,58129,C1843,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1844,20241231_C1844_clip.MP4,504,36070,55607,91677,0.39344655693358205,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24261,8,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,55607,C1844,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1845,20241231_C1845_clip.MP4,504,791,1789,2580,0.3065891472868217,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24262,8,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1789,C1845,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1846,20241231_C1846_clip.MP4,504,10517,15974,26491,0.39700275565286325,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24263,8,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,15974,C1846,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1848,20241231_C1848_clip.MP4,504,46988,68054,115042,0.40844213417708314,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24264,8,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,68054,C1848,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1849,20241231_C1849_clip.MP4,504,38018,59711,97729,0.389014519743372,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24265,8,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,59711,C1849,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1850,20241231_C1850_clip.MP4,504,30101,53643,83744,0.3594406763469622,2024-12-31,2024-12-23,L. digitata,BR,52,10.2,24266,8,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,53643,C1850,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1851,20241231_C1851_clip.MP4,504,44283,67106,111389,0.3975527206456652,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24271,8,none,0,0,none,NA,70,Time check before this tray started 11:21,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,67106,C1851,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1852,20241231_C1852_clip.MP4,504,46714,67618,114332,0.40858202428016654,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24272,8,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,67618,C1852,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1854,20241231_C1854_clip.MP4,504,39968,60673,100641,0.39713436869665447,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24273,8,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,60673,C1854,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1855,20241231_C1855_clip.MP4,504,37686,56156,93842,0.4015899064384817,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24274,8,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,56156,C1855,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1856,20241231_C1856_clip.MP4,504,3417,5800,9217,0.3707280026038841,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24275,8,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,5800,C1856,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1857,20241231_C1857_clip.MP4,504,2014,3293,5307,0.37949877520256264,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24276,8,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3293,C1857,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1858,20241231_C1858_clip.MP4,504,36973,58614,95587,0.3867994601776392,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24281,8,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,58614,C1858,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1859,20241231_C1859_clip.MP4,504,40446,61167,101613,0.39803962091464673,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24282,8,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,61167,C1859,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1860,20241231_C1860_clip.MP4,504,17209,31860,49069,0.3507102243779168,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24283,8,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,31860,C1860,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1861,20241231_C1861_clip.MP4,504,3032,5504,8536,0.35520149953139646,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24284,8,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,5504,C1861,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1862,20241231_C1862_clip.MP4,504,36471,54754,91225,0.3997917237599342,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24285,8,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,54754,C1862,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1863,20241231_C1863_clip.MP4,504,3260,5614,8874,0.36736533693937345,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24286,8,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,5614,C1863,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1864,20241231_C1864_clip.MP4,504,3509,5684,9193,0.38170347003154576,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24291,8,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,5684,C1864,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1865,20241231_C1865_clip.MP4,504,1179,2328,3507,0.3361847733105218,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24292,8,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2328,C1865,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1866,20241231_C1866_clip.MP4,504,32988,52351,85339,0.38655245550100187,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24293,8,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,52351,C1866,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1867,20241231_C1867_clip.MP4,504,1620,10725,12345,0.13122721749696234,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24294,8,none,0,0,none,NA,4,looks green,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,10725,C1867,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1868,20241231_C1868_clip.MP4,504,40082,61219,101301,0.39567230333362946,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24295,8,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,61219,C1868,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1869,20241231_C1869_clip.MP4,504,1349,2653,4002,0.3370814592703648,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24296,8,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2653,C1869,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1870,20241231_C1870_clip.MP4,504,36511,58563,95074,0.3840271788291226,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24301,8,none,0,0,none,NA,0,Time check before starting this tray 11:40,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,58563,C1870,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1871,20241231_C1871_clip.MP4,504,1697,2564,4261,0.39826331846984275,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24302,8,none,0,0,none,NA,0,agitators,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2564,C1871,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1872,20241231_C1872_clip.MP4,504,40831,62153,102984,0.396479064709081,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24303,8,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,62153,C1872,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1873,20241231_C1873_clip.MP4,504,1778,3783,5561,0.3197266678654918,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24304,8,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3783,C1873,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1874,20241231_C1874_clip.MP4,504,4346,6713,11059,0.39298309069536125,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24305,8,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,6713,C1874,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1875,20241231_C1875_clip.MP4,504,45232,65508,110740,0.408452230449702,2024-12-31,2024-12-23,L. digitata,BR,52,9.2,24306,8,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,65508,C1875,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1876,20241231_C1876_clip.MP4,504,37179,59288,96467,0.38540640840909324,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24311,4,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,59288,C1876,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1878,20241231_C1878_clip.MP4,504,45596,70612,116208,0.3923654137408784,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24312,4,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,70612,C1878,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1879,20241231_C1879_clip.MP4,504,33069,552988,586057,0.0564262520539811,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24313,4,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,552988,C1879,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1880,20241231_C1880_clip.MP4,504,200,1129,1329,0.1504890895410083,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24314,4,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1129,C1880,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1881,20241231_C1881_clip.MP4,504,41923,66613,108536,0.38625893712685194,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24315,4,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,66613,C1881,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1882,20241231_C1882_clip.MP4,504,1620,3525,5145,0.31486880466472306,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24316,4,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3525,C1882,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1883,20241231_C1883_clip.MP4,504,39888,61769,101657,0.3923782917064245,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24321,4,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,61769,C1883,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C1884,20241231_C1884_clip.MP4,504,36421,54687,91108,0.39975633314308295,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24322,4,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,54687,C1884,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C1885,20241231_C1885_clip.MP4,504,40860,66882,107742,0.3792392938686863,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24323,4,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,66882,C1885,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C1886,20241231_C1886_clip.MP4,504,40361,60593,100954,0.3997959466687798,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24324,4,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,60593,C1886,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C1887,20241231_C1887_clip.MP4,504,47929,76762,124691,0.3843821927805535,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24325,4,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,76762,C1887,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C1888,20241231_C1888_clip.MP4,504,40217,59892,100109,0.40173211199792225,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24326,4,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,59892,C1888,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C1889,20241231_C1889_clip.MP4,504,36343,55796,92139,0.39443666634107166,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24331,4,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,55796,C1889,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C1890,20241231_C1890_clip.MP4,504,4840,7312,12152,0.39828834759710335,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24332,4,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,7312,C1890,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C1891,20241231_C1891_clip.MP4,504,38654,57868,96522,0.4004682870226477,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24333,4,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,57868,C1891,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C1892,20241231_C1892_clip.MP4,504,8752,17110,25862,0.3384115690975176,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24334,4,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,17110,C1892,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C1894,20241231_C1894_clip.MP4,504,38321,61670,99991,0.3832444920042804,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24335,4,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,61670,C1894,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C1896,20241231_C1896_clip.MP4,504,45254,68572,113826,0.3975717322931492,2024-12-31,2024-12-27,L. digitata,BR,52,8.2,24336,4,SPM,0,1727,none,NA,0,Refocused,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,68572,C1896,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C1870i,20250104_C1870_clip.MP4,504,241,622,863,0.27925840092699883,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24221,12,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,622,C1870i,10.2,10,2,L. digitata,Control,Control,NA,0,0
C1872i,20250104_C1872_clip.MP4,504,773,1376,2149,0.35970218706375057,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24222,12,CONTROL,0,0,none,NA,0,Refocused,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1376,C1872i,10.2,10,2,L. digitata,Control,Control,NA,0,0
C1873i,20250104_C1873_clip.MP4,504,447,1029,1476,0.30284552845528456,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24223,12,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1029,C1873i,10.2,10,2,L. digitata,Control,Control,NA,0,0
C1874i,20250104_C1874_clip.MP4,504,359,912,1271,0.2824547600314713,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24224,12,SPM,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,912,C1874i,10.2,10,2,L. digitata,Field SPM,NA,NA,2.0043213737826426,0
C1875i,20250104_C1875_clip.MP4,504,376,882,1258,0.2988871224165342,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24225,12,SPM,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,882,C1875i,10.2,10,2,L. digitata,Field SPM,NA,NA,2.0043213737826426,0
C1876i,20250104_C1876_clip.MP4,504,242,589,831,0.29121540312876054,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24226,12,SPM,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,589,C1876i,10.2,10,2,L. digitata,Field SPM,NA,NA,2.0043213737826426,0
C1877i,20250104_C1877_clip.MP4,504,2653,3331,5984,0.44334893048128343,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24231,12,PEAT,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3331,C1877i,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1878i,20250104_C1878_clip.MP4,504,556,1312,1868,0.29764453961456105,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24232,12,PEAT,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1312,C1878i,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1879i,20250104_C1879_clip.MP4,504,228,639,867,0.2629757785467128,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24233,12,PEAT,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,639,C1879i,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1880i,20250104_C1880_clip.MP4,504,248,622,870,0.2850574712643678,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24234,12,COIR,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,622,C1880i,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1881i,20250104_C1881_clip.MP4,504,246,759,1005,0.24477611940298508,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24235,12,COIR,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,759,C1881i,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1882i,20250104_C1882_clip.MP4,504,2157,3629,5786,0.37279640511579676,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24236,12,COIR,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3629,C1882i,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1883i,20250104_C1883_clip.MP4,504,232,685,917,0.2529989094874591,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24241,12,KAOLINITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,685,C1883i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1884i,20250104_C1884_clip.MP4,504,457,1118,1575,0.29015873015873017,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24242,12,KAOLINITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1118,C1884i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1885i,20250104_C1885_clip.MP4,504,44626,90055,134681,0.3313459211024569,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24243,12,KAOLINITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,90055,C1885i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1886i,20250104_C1886_clip.MP4,504,576,1222,1798,0.3203559510567297,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24244,12,GRAPHITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1222,C1886i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1887i,20250104_C1887_clip.MP4,504,981,1228,2209,0.44409234947940246,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24245,12,GRAPHITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1228,C1887i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1888i,20250104_C1888_clip.MP4,504,1603,3085,4688,0.3419368600682594,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24246,12,GRAPHITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3085,C1888i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1889i,20250104_C1889_clip.MP4,504,303,785,1088,0.27849264705882354,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24251,12,SAND,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,785,C1889i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1890i,20250104_C1890_clip.MP4,504,500,1055,1555,0.3215434083601286,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24252,12,SAND,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1055,C1890i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1892i,20250104_C1892_clip.MP4,504,280,650,930,0.3010752688172043,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24253,12,SAND,0,100,none,NA,0,Refocused/ fewer but those that are there are fewer,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,650,C1892i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1893i,20250104_C1893_clip.MP4,504,215,656,871,0.2468427095292767,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24254,12,PLASTER OF PARIS,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,656,C1893i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1895i,20250104_C1895_clip.MP4,504,5804,9070,14874,0.3902111066290171,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24255,12,PLASTER OF PARIS,0,100,none,NA,0,Refocused,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,9070,C1895i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1896i,20250104_C1896_clip.MP4,504,285,669,954,0.29874213836477986,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24256,12,PLASTER OF PARIS,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,669,C1896i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1897i,20250104_C1897_clip.MP4,504,257,842,1099,0.2338489535941765,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24261,12,CLAY CLOGGED,0,100,none,NA,0,Didn't switch  off video and so moved slide (first 11 seconds though should be ok),13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,842,C1897i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1899i,20250104_C1899_clip.MP4,504,239,639,878,0.2722095671981777,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24262,12,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,639,C1899i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1900i,20250104_C1900_clip.MP4,504,236,631,867,0.2722029988465975,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24263,12,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,631,C1900i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1901i,20250104_C1901_clip.MP4,504,496,1144,1640,0.3024390243902439,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24264,12,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1144,C1901i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1902i,20250104_C1902_clip.MP4,504,237,612,849,0.2791519434628975,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24265,12,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,612,C1902i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1903i,20250104_C1903_clip.MP4,504,1317,2543,3860,0.3411917098445596,2025-01-04,2024-12-23,L. digitata,BR,52,10.2,24266,12,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2543,C1903i,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1904i,20250104_C1904_clip.MP4,504,476,852,1328,0.35843373493975905,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24271,12,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,852,C1904i,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1905i,20250104_C1905_clip.MP4,504,332,939,1271,0.2612116443745083,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24272,12,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,939,C1905i,9.2,9,2,L. digitata,NA,Control,NA,0,70
