video_file,camera_file,frame_count,mobile_cell_count,stationary_cell_count,total_cells,motility_ratio,count_date_yyyy_mm_dd,start_date_yyyy_mm_dd,species,site,culture,experiment,well,days_from_start,toxin_exposure,cu_ug_l,ntu,tile,tile_count,lux_exposure,comment,collection_date,year,season,collection_site,preparation,release,non_mobile_count,video_file_name,experiment_chr,experiment_block,experiment_suffix,species_std,spm_material,brake_type,brake_class,log_ntu,lux_f
C1993,20250108_C1993_clip.MP4,504,274,714,988,0.2773279352226721,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24263,16,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,714,C1993,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1994,20250108_C1994_clip.MP4,504,290,840,1130,0.25663716814159293,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24264,16,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,840,C1994,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1995,20250108_C1995_clip.MP4,504,280,899,1179,0.23748939779474132,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24265,16,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,899,C1995,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1996,20250108_C1996_clip.MP4,504,286,796,1082,0.2643253234750462,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24266,16,CLAY SCHOOL,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,796,C1996,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1997,20250108_C1997_clip.MP4,504,282,791,1073,0.26281453867660765,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24271,16,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,791,C1997,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1998,20250108_C1998_clip.MP4,504,277,761,1038,0.26685934489402696,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24272,16,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,761,C1998,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1999,20250108_C1999_clip.MP4,504,275,696,971,0.28321318228630277,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24273,16,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,696,C1999,9.2,9,2,L. digitata,NA,Control,NA,0,70
C2000,20250108_C2000_clip.MP4,504,11552,20386,31938,0.36170079529087606,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24274,16,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,20386,C2000,9.2,9,2,L. digitata,NA,Control,NA,0,70
C2001,20250108_C2001_clip.MP4,504,303,912,1215,0.24938271604938272,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24275,16,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,912,C2001,9.2,9,2,L. digitata,NA,Control,NA,0,70
C2002,20250108_C2002_clip.MP4,504,334,836,1170,0.28547008547008546,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24276,16,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,836,C2002,9.2,9,2,L. digitata,NA,Control,NA,0,117
C2003,20250108_C2003_clip.MP4,504,530,1279,1809,0.29297954671089,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24281,16,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1279,C2003,9.2,9,2,L. digitata,NA,Control,NA,0,117
C2004,20250108_C2004_clip.MP4,504,268,772,1040,0.25769230769230766,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24282,16,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,772,C2004,9.2,9,2,L. digitata,NA,Control,NA,0,117
C2005,20250108_C2005_clip.MP4,504,297,834,1131,0.2625994694960212,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24283,16,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,834,C2005,9.2,9,2,L. digitata,NA,Control,NA,0,117
C2006,20250108_C2006_clip.MP4,504,305,949,1254,0.24322169059011164,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24284,16,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,949,C2006,9.2,9,2,L. digitata,NA,Control,NA,0,117
C2007,20250108_C2007_clip.MP4,504,345,1221,1566,0.22030651340996169,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24285,16,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1221,C2007,9.2,9,2,L. digitata,NA,Control,NA,0,117
C2008,20250108_C2008_clip.MP4,504,317,832,1149,0.2758920800696258,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24286,16,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,832,C2008,9.2,9,2,L. digitata,NA,Control,NA,0,117
C2009,20250108_C2009_clip.MP4,504,420,1147,1567,0.26802807913209953,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24291,16,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1147,C2009,9.2,9,2,L. digitata,NA,Control,NA,0,4
C2010,20250108_C2010_clip.MP4,504,284,713,997,0.2848545636910732,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24292,16,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,713,C2010,9.2,9,2,L. digitata,NA,Control,NA,0,4
C2011,20250108_C2011_clip.MP4,504,309,755,1064,0.29041353383458646,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24293,16,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,755,C2011,9.2,9,2,L. digitata,NA,Control,NA,0,4
C2012,20250108_C2012_clip.MP4,504,310,946,1256,0.24681528662420382,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24294,16,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,946,C2012,9.2,9,2,L. digitata,NA,Control,NA,0,4
C2014,20250108_C2014_clip.MP4,504,294,915,1209,0.24317617866004962,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24295,16,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,915,C2014,9.2,9,2,L. digitata,NA,Control,NA,0,4
C2015,20250108_C2015_clip.MP4,504,524,1594,2118,0.2474032105760151,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24296,16,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1594,C2015,9.2,9,2,L. digitata,NA,Control,NA,0,4
C2016,20250108_C2016_clip.MP4,504,291,1170,1461,0.19917864476386038,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24301,16,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1170,C2016,9.2,9,2,L. digitata,NA,Control,NA,0,0
C2017,20250108_C2017_clip.MP4,504,313,900,1213,0.258037922506183,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24302,16,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,900,C2017,9.2,9,2,L. digitata,NA,Control,NA,0,0
C2018,20250108_C2018_clip.MP4,504,750,2224,2974,0.25218560860793543,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24303,16,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2224,C2018,9.2,9,2,L. digitata,NA,Control,NA,0,0
C2019,20250108_C2019_clip.MP4,504,540,2120,2660,0.20300751879699247,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24304,16,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2120,C2019,9.2,9,2,L. digitata,NA,Control,NA,0,0
C2020,20250108_C2020_clip.MP4,504,439,1188,1627,0.2698217578365089,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24305,16,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1188,C2020,9.2,9,2,L. digitata,NA,Control,NA,0,0
C2021,20250108_C2021_clip.MP4,504,264,852,1116,0.23655913978494625,2025-01-08,2024-12-23,L. digitata,BR,52,9.2,24306,16,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,852,C2021,9.2,9,2,L. digitata,NA,Control,NA,0,0
C2022,20250108_C2022_clip.MP4,504,753,1411,2164,0.3479667282809612,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24311,12,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1411,C2022,8.2,8,2,L. digitata,Control,Control,NA,0,0
C2023,20250108_C2023_clip.MP4,504,463,904,1367,0.33869787856620337,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24312,12,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,904,C2023,8.2,8,2,L. digitata,Control,Control,NA,0,0
C2024,20250108_C2024_clip.MP4,504,464,1115,1579,0.29385687143761874,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24313,12,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1115,C2024,8.2,8,2,L. digitata,Control,Control,NA,0,0
C2025,20250108_C2025_clip.MP4,504,306,896,1202,0.2545757071547421,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24314,12,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,896,C2025,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C2026,20250108_C2026_clip.MP4,504,315,826,1141,0.27607361963190186,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24315,12,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,826,C2026,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C2027,20250108_C2027_clip.MP4,504,314,854,1168,0.2688356164383562,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24316,12,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,854,C2027,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C2028,20250108_C2028_clip.MP4,504,599,1046,1645,0.3641337386018237,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24321,12,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1046,C2028,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C2029,20250108_C2029_clip.MP4,504,378,877,1255,0.301195219123506,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24322,12,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,877,C2029,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C2030,20250108_C2030_clip.MP4,504,287,723,1010,0.28415841584158413,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24323,12,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,723,C2030,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C2031,20250108_C2031_clip.MP4,504,416,971,1387,0.2999279019466474,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24324,12,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,971,C2031,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C2032,20250108_C2032_clip.MP4,504,464,1697,2161,0.21471540953262377,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24325,12,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1697,C2032,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C2033,20250108_C2033_clip.MP4,504,417,1094,1511,0.2759761747187293,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24326,12,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1094,C2033,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C2034,20250108_C2034_clip.MP4,504,309,727,1036,0.2982625482625483,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24331,12,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,727,C2034,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C2035,20250108_C2035_clip.MP4,504,612,1506,2118,0.28895184135977336,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24332,12,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1506,C2035,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C2036,20250108_C2036_clip.MP4,504,636,1651,2287,0.2780935723655444,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24333,12,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1651,C2036,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C2037,20250108_C2037_clip.MP4,504,376,987,1363,0.27586206896551724,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24334,12,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,987,C2037,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C2038,20250108_C2038_clip.MP4,504,504,406,910,0.5538461538461539,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24335,12,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,406,C2038,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C2039,20250108_C2039_clip.MP4,504,287,777,1064,0.26973684210526316,2025-01-08,2024-12-23,L. digitata,BR,52,8.2,24336,12,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,777,C2039,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C2194,20250415_C2194_clip.MP4,504,2716,4190,6906,0.3932812047494932,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25571,4,none,0,0,ceramic,276,0,control,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,4190,C2194,11.2,11,2,L. digitata,NA,Control,NA,0,0
C2196,20250415_C2196_clip.MP4,504,22467,20483,42950,0.5230966239813737,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25572,4,none,0,0,ceramic,365,0,control,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,20483,C2196,11.2,11,2,L. digitata,NA,Control,NA,0,0
C2197,20250415_C2197_clip.MP4,504,8348,10105,18453,0.45239256489459706,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25573,4,none,0,0,ceramic,690,0,control,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,10105,C2197,11.2,11,2,L. digitata,NA,Control,NA,0,0
C2198,20250415_C2198_clip.MP4,504,2790,2632,5422,0.5145702692733308,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25574,4,none,0,0,ceramic,1340,0,control,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,2632,C2198,11.2,11,2,L. digitata,NA,Control,NA,0,0
C2199,20250415_C2199_clip.MP4,504,2078,2349,4427,0.46939236503275356,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25575,4,none,0,0,ceramic,1391,0,control,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,2349,C2199,11.2,11,2,L. digitata,NA,Control,NA,0,0
C2200,20250415_C2200_clip.MP4,504,38581,28721,67302,0.5732519093043298,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25576,4,none,0,0,ceramic,241,0,control,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,28721,C2200,11.2,11,2,L. digitata,NA,Control,NA,0,0
C2201,20250415_C2201_clip.MP4,504,31012,30055,61067,0.5078356559189088,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25581,4,BDS,4.5,NA,ceramic,179,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,30055,C2201,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2202,20250415_C2202_clip.MP4,504,30164,27384,57548,0.524153749913116,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25582,4,BDS,4.5,NA,ceramic,267,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,27384,C2202,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2203,20250415_C2203_clip.MP4,504,31562,27995,59557,0.529946102053495,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25583,4,BDS,4.5,NA,ceramic,2409,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,27995,C2203,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2204,20250415_C2204_clip.MP4,504,25476,25818,51294,0.4966662767575155,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25584,4,BDS,4.5,NA,ceramic,478,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,25818,C2204,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2205,20250415_C2205_clip.MP4,504,3441,4857,8298,0.41467823571945045,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25585,4,BDS,4.5,NA,ceramic,318,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,4857,C2205,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2206,20250415_C2206_clip.MP4,504,2316,3287,5603,0.4133499910762092,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25586,4,BDS,4.5,NA,ceramic,2634,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,3287,C2206,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2207,20250415_C2207_clip.MP4,504,1251,1954,3205,0.3903276131045242,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25591,4,BDS,45,NA,ceramic,858,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,1954,C2207,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2208,20250415_C2208_clip.MP4,504,2214,4110,6324,0.35009487666034156,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25592,4,BDS,45,NA,ceramic,199,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,4110,C2208,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2209,20250415_C2209_clip.MP4,504,226,672,898,0.2516703786191537,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25593,4,BDS,45,NA,ceramic,296,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,672,C2209,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2210,20250415_C2210_clip.MP4,504,27311,29487,56798,0.4808443959294341,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25594,4,BDS,45,NA,ceramic,334,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,29487,C2210,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2211,20250415_C2211_clip.MP4,504,31262,28755,60017,0.5208857490377726,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25595,4,BDS,45,NA,ceramic,106,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,28755,C2211,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2212,20250415_C2212_clip.MP4,504,1827,2703,4530,0.4033112582781457,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25596,4,BDS,450,NA,ceramic,64,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,2703,C2212,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2213,20250415_C2213_clip.MP4,504,30102,31004,61106,0.4926193827120086,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25601,4,BDS,450,NA,ceramic,75,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,31004,C2213,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2214,20250415_C2214_clip.MP4,504,118,1959,2077,0.05681271064034665,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,26502,4,BDS,450,NA,ceramic,1041,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,1959,C2214,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2215,20250415_C2215_clip.MP4,504,1903,7764,9667,0.1968552808523844,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25603,4,BDS,450,NA,ceramic,266,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,7764,C2215,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2216,20250415_C2216_clip.MP4,504,9672,9679,19351,0.4998191307942742,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25604,4,BDS,450,NA,ceramic,434,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,9679,C2216,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2217,20250415_C2217_clip.MP4,504,10896,11333,22229,0.4901704979981106,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25605,4,BDS,450,NA,ceramic,2001,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,11333,C2217,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2218,20250415_C2218_clip.MP4,504,1947,2992,4939,0.39420935412026725,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25606,4,BDS,450,NA,ceramic,738,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,2992,C2218,11.2,11,2,L. digitata,NA,Brake dust (coarse),coarse,NA,0
C2219,20250415_C2219_clip.MP4,504,1820,3330,5150,0.3533980582524272,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25611,4,BDC,4.5,NA,ceramic,221,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,3330,C2219,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2220,20250415_C2220_clip.MP4,504,4896,5502,10398,0.4708597807270629,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25612,4,BDC,4.5,NA,ceramic,1487,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,5502,C2220,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2221,20250415_C2221_clip.MP4,504,1590,2382,3972,0.4003021148036254,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25613,4,BDC,4.5,NA,ceramic,100,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,2382,C2221,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2222,20250415_C2222_clip.MP4,504,492,836,1328,0.3704819277108434,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25614,4,BDC,4.5,NA,ceramic,586,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,836,C2222,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2223,20250415_C2223_clip.MP4,504,18254,18317,36571,0.49913866178119276,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25615,4,BDC,4.5,NA,ceramic,1069,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,18317,C2223,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2224,20250415_C2224_clip.MP4,504,26195,30377,56572,0.4630382521388673,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25616,4,BDC,4.5,NA,ceramic,223,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,30377,C2224,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2225,20250415_C2225_clip.MP4,504,19243,22449,41692,0.4615513767629281,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25621,4,BDC,45,NA,ceramic,901,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,22449,C2225,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2226,20250415_C2226_clip.MP4,504,1147,1548,2695,0.4256029684601113,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25622,4,BDC,45,NA,ceramic,1234,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,1548,C2226,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2227,20250415_C2227_clip.MP4,504,18421,20942,39363,0.4679775423621167,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25623,4,BDC,45,NA,ceramic,216,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,20942,C2227,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2228,20250415_C2228_clip.MP4,504,17582,18085,35667,0.49294866403117726,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25624,4,BDC,45,NA,ceramic,457,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,18085,C2228,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2229,20250415_C2229_clip.MP4,504,17485,16246,33731,0.5183658948741514,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25625,4,BDC,45,NA,ceramic,201,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,16246,C2229,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2230,20250415_C2230_clip.MP4,504,21295,21334,42629,0.49954256492059396,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25626,4,BDC,45,NA,ceramic,4469,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,21334,C2230,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2231,20250415_C2231_clip.MP4,504,1164,2017,3181,0.36592266582835586,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25631,4,BDC,450,NA,ceramic,1743,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,2017,C2231,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2232,20250415_C2232_clip.MP4,504,23098,25646,48744,0.47386344986049567,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25632,4,BDC,450,NA,ceramic,556,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,25646,C2232,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
