Time,Temp,Lux1,Lux2,IR1,IR2,Accel_X,Accel_Y,Accel_Z,VBAT
18/01/2023 17:37,17.75,0,140.25,65535,14519.25,-0.212804,0.617819,9.668866,3.692
18/01/2023 17:37,17.75,0,139.49,65535,14478.65,-0.223101,0.534462,9.696324,3.692
18/01/2023 17:37,17.75,0,139.25,65535,14461.35,-0.229476,0.672736,9.666416,3.69
18/01/2023 17:46,18.12,0,139.08,65535,14428.2,-0.181423,0.1471,9.725744,3.678
18/01/2023 17:46,18.12,0,138.38,65535,14379.75,-0.172107,-0.227514,9.759579,3.678
25/04/2023 07:33,22.5,0,155.22,65535,16320.75,9.309943,0.714905,3.386727,3.824
25/04/2023 08:03,15.44,0,153.16,65535,16149.05,-1.832373,-0.268212,-9.412422,3.824
25/04/2023 08:33,15.88,0,152.68,65535,16162.75,-1.756861,-0.174068,-9.412422,3.824
25/04/2023 09:03,14,0,152.16,65535,16149.95,-1.791675,-0.178481,-9.434486,3.822
25/04/2023 09:33,14,0,151.32,65535,16132.4,-1.864244,0.774725,-9.164804,3.822
25/04/2023 10:03,12.94,0,151.17,65535,16129.3,-1.773042,0.200546,-9.432035,3.822
25/04/2023 10:33,12.12,0,151.51,65535,16132.6,9.914525,-0.92918,0.228985,3.822
25/04/2023 11:03,12.12,0,152.95,65535,16163.4,10.078295,-0.809049,0.165242,3.822
25/04/2023 11:33,13.19,0,152.64,65535,16155.75,-0.966446,2.945918,-9.130974,3.822
25/04/2023 12:03,14.06,477.89,141.11,40827.55,16108.3,9.383493,-1.839237,3.103315,3.82
25/04/2023 12:33,14.06,476.19,141.35,40657.8,16095.75,9.4237,-2.44872,2.46343,3.82
25/04/2023 13:03,11.62,476.86,141.27,41137.8,16028.5,9.837542,-1.318014,-0.598696,3.82
25/04/2023 13:33,11.12,471.58,140.97,40488.9,16120.15,9.991016,-1.213083,-0.241244,3.82
25/04/2023 14:03,10.81,461.02,141.47,39543.05,16133.05,9.759088,-0.356472,-1.875522,3.816
25/04/2023 14:33,10.81,472.26,137.92,40424.9,15858.65,8.838735,-4.837621,0.524656,3.816
25/04/2023 15:03,10.81,475.75,139.66,40744.1,16100.7,8.781857,-1.776475,4.24726,3.816
25/04/2023 15:33,10.81,474.73,139.15,40592.35,16001.1,8.643093,-2.620337,4.279622,3.818
25/04/2023 16:04,10.81,474.13,140.28,40701.1,16168.25,8.9368,-2.268768,3.70054,3.818
25/04/2023 16:34,10.75,479.18,140.12,40955,16147.75,9.016233,-2.621808,3.387707,3.818
25/04/2023 17:04,10.69,470.38,139.36,40279.85,16058,9.242768,-3.468612,1.981924,3.816
25/04/2023 17:34,10.69,474.7,139.34,40678.6,16103.15,9.739964,-1.977021,2.188354,3.816
25/04/2023 18:04,10.75,470.46,139.96,40320.4,16143.35,9.566878,-2.054003,-1.604368,3.814
25/04/2023 18:34,10.75,478.07,139.39,41151,16086.45,9.420267,-2.808625,-1.63722,3.816
25/04/2023 19:04,10.75,470.92,138.57,40640.3,16004.1,9.712018,-1.758823,-1.743622,3.816
25/04/2023 19:34,10.75,475.32,139.55,41396.65,16147.7,9.827243,-0.824249,-1.234657,3.814
25/04/2023 20:04,10.75,471.43,139.06,40388.75,16092.45,10.020434,0.098557,0.759035,3.814
25/04/2023 20:34,10.75,477.83,138.49,40906.3,16032.15,10.044951,0.065705,1.524444,3.812
25/04/2023 21:04,10.75,474.05,138.7,40581.55,16045.6,9.844404,-0.078944,0.715886,3.814
25/04/2023 21:34,10.81,466.4,139.47,40377.8,16138.6,9.741436,-1.014008,2.015267,3.812
25/04/2023 22:04,10.75,476.44,138.91,40758.45,16081.3,9.209424,-3.682397,1.053724,3.81
25/04/2023 22:34,10.75,467.8,139.51,40204.9,16137.65,8.848539,-4.624816,-0.924277,3.814
25/04/2023 23:04,10.81,465.86,139.72,40028.9,16160.2,9.164315,-3.4946,-0.749718,3.814
25/04/2023 23:34,10.75,474.34,139.25,40724.65,16115.65,8.543064,-5.205861,1.28271,3.812
26/04/2023 00:04,10.75,463.26,139.04,39739.75,16096.25,9.349659,-3.395063,-0.772764,3.812
26/04/2023 00:34,10.75,466.99,139.48,40057.65,16147.3,9.755164,-2.709087,-0.780609,3.812
26/04/2023 01:04,10.75,462.51,139.55,39744.1,16148.15,9.769876,-2.317802,-0.643807,3.812
26/04/2023 01:34,10.75,473.53,139.76,40605.75,16156.4,10.088591,-0.818855,0.715395,3.81
26/04/2023 02:04,10.75,471.69,136.36,40427.85,15784.6,9.743887,-0.424138,-0.979684,3.81
26/04/2023 02:34,10.81,473.39,140.47,40751.85,16248.05,9.52667,-2.057926,-1.950543,3.81
26/04/2023 03:04,10.69,473.37,140.58,40701.6,16248.65,9.122635,-4.219312,-1.066473,3.812
26/04/2023 03:34,10.69,472.24,139.36,40417.25,16101.1,8.097351,-4.395832,3.728488,3.808
26/04/2023 04:04,10.69,467.37,139.68,40106.9,16136.35,8.827947,-4.607654,0.607032,3.808
26/04/2023 04:34,10.62,471.5,140.39,40364.25,16195.25,8.796075,-4.869002,0.823759,3.808
26/04/2023 05:04,10.69,477.94,139.24,40933.1,16092.25,8.667608,-3.660332,3.663764,3.806
26/04/2023 05:34,10.69,459.55,139.53,40179.5,16100.95,9.165786,-4.166846,0.483958,3.806
26/04/2023 06:05,10.62,477.03,139.59,40930.7,16135.55,8.862761,-4.303157,-2.09372,3.806
26/04/2023 06:35,10.69,471.67,139.94,40485.75,16178.5,9.186378,-3.679946,-1.920632,3.804
26/04/2023 07:05,10.69,477.22,139.08,40924.25,16059.6,9.476164,-2.612492,-1.693608,3.806
26/04/2023 07:35,10.69,476.14,140.57,40747.45,16211.25,9.85078,-0.902212,-1.788733,3.804
26/04/2023 08:05,10.62,467.84,137.82,40252.45,15903.1,9.948357,0.128467,0.063253,3.804
26/04/2023 08:35,10.62,470.78,139.56,40962.9,16074.4,9.862059,0.231927,0.76737,3.804
26/04/2023 09:05,10.81,478.11,140.36,41018.9,16129.5,9.914034,-0.157397,0.672736,3.804
26/04/2023 09:35,10.75,467.66,140.87,40051.1,16140.3,9.880199,-0.601638,2.524722,3.804
26/04/2023 10:05,10.75,475.04,138.91,40727.95,15870.55,9.874317,-0.601638,-0.247618,3.804
26/04/2023 10:35,10.81,467.77,141.14,40095.4,16110.85,9.393301,-1.963291,-0.721769,3.804
26/04/2023 11:05,10.81,467.56,143.61,40067.45,16432.25,9.855683,-1.108151,-0.046091,3.804
26/04/2023 11:35,10.81,465.51,140.15,39923.6,16092.9,9.83852,-1.671053,-1.876502,3.804
26/04/2023 12:05,10.81,449,141.96,38555.9,16202.25,9.891968,-1.301833,-0.808068,3.802
26/04/2023 12:35,10.81,473.01,140.78,40428.25,16175.25,10.139096,-0.550643,0.474152,3.802
26/04/2023 13:05,10.81,468.55,136.02,40139.25,15577.75,9.629148,0.54525,-1.469036,3.802
26/04/2023 13:35,10.81,467.71,140.77,40100.65,16166.75,9.920897,-0.004903,-0.592322,3.802
26/04/2023 14:05,10.81,479.11,136.07,40963.85,15583.1,9.931194,-0.262818,-0.006374,3.802
26/04/2023 14:35,10.75,468.65,140.79,40165.4,16167.6,9.356525,-2.168741,-2.726249,3.802
26/04/2023 15:05,10.75,476.24,141.93,40838.7,16283.75,8.80392,-4.967559,-0.69382,3.802
26/04/2023 15:35,10.81,368.57,138.61,32851.4,15967.15,8.485694,-4.589022,3.084682,3.802
26/04/2023 16:05,10.81,468.62,134.26,40174.5,15493,7.750688,-1.911806,6.087969,3.8
26/04/2023 16:35,10.88,469.81,137.35,40202.8,15820.5,7.977708,-2.78705,5.233809,3.8
26/04/2023 17:05,10.88,467.26,137.74,40023.05,15852.1,8.457254,-4.551267,2.665938,3.8
26/04/2023 17:35,10.88,464.74,140.02,40202.6,16129.3,9.010841,-4.36543,-0.287335,3.8
26/04/2023 18:05,10.88,467.47,139.71,40046.35,16103.75,9.596787,-2.459017,-1.241032,3.8
26/04/2023 18:35,10.88,465,138.66,39900.75,16007.3,9.564425,-2.826766,-1.806385,3.8
26/04/2023 19:05,10.88,474.25,139.49,40572.05,16098.45,9.773308,-0.316755,-1.292516,3.8
26/04/2023 19:35,10.81,469.29,139.54,40192.4,16125.2,10.10085,0.474152,-0.156416,3.798
26/04/2023 20:05,10.81,475.39,139.27,40633.1,16088.35,9.854703,0.286845,-1.009595,3.8
26/04/2023 20:36,10.81,465.41,138.82,39894.15,16014.9,9.735062,0.329503,-0.240263,3.8
26/04/2023 21:06,10.75,461.91,131.59,41077.75,15207.85,9.76105,0.11866,-0.13337,3.8
26/04/2023 21:36,10.81,463.24,136.1,39729.85,15662.65,10.181754,-0.801694,0.842391,3.8
26/04/2023 22:06,10.81,469.8,136.84,40197.75,15777.6,9.611499,-1.001749,0.023536,3.8
26/04/2023 22:36,10.75,465.07,139.96,39842.05,16153.05,9.687009,-0.451596,-1.562199,3.798
26/04/2023 23:06,10.75,472.29,140.63,40394.75,16228.05,9.444295,-0.152003,-2.764985,3.8
26/04/2023 23:36,10.75,476.87,139.79,40737.25,16137.9,9.197166,-3.544614,-1.370479,3.798
27/04/2023 00:06,10.81,472.25,138.6,40435.4,15988.15,9.88265,-1.645556,-0.979684,3.798
27/04/2023 00:36,10.75,465.69,136.74,39924.65,15776.15,9.80469,-0.89927,-1.055686,3.798
27/04/2023 01:06,10.75,463.16,138.53,39978.2,16023.45,9.458513,-0.400602,-2.429107,3.798
27/04/2023 01:36,10.88,463.66,138.88,39708.9,16055,9.679164,-0.595754,-0.972329,3.798
27/04/2023 02:06,10.75,474.08,139.63,40531.05,16123.45,9.943453,0.145138,-0.492294,3.798
27/04/2023 02:36,10.81,469.64,138.99,40167,16064.4,9.736531,-0.266251,-0.181423,3.796
27/04/2023 03:06,10.81,463.75,138.65,39796.4,16013,9.882161,-0.396189,-0.72324,3.798
27/04/2023 03:36,10.69,467.73,139.3,40077.2,16077.75,9.540399,-0.408937,-2.076068,3.796
27/04/2023 04:06,10.75,471.36,139.26,40382,16072.25,9.554128,-3.079288,-0.293219,3.796
27/04/2023 04:36,10.75,466.35,139.67,39974.5,16134.55,8.399885,-5.036695,2.21189,3.798
27/04/2023 05:06,10.69,470.63,138.8,40316.1,16029.25,8.223857,-3.92315,4.245298,3.796
27/04/2023 05:36,10.69,466.89,139.39,40064.25,16097.85,8.734294,-4.759168,1.360183,3.796
27/04/2023 06:06,10.69,473.85,139.39,40534.4,16117.45,8.848051,-4.843015,0.915941,3.796
27/04/2023 06:36,10.69,464.11,139.43,39836.7,16097.7,9.175593,-4.275699,0.541817,3.798
27/04/2023 07:06,10.62,475.95,139.64,40751.2,16104.65,9.610025,-2.74292,-0.321168,3.796
27/04/2023 07:36,10.62,469.66,139.91,40262.55,16128.55,9.666903,-1.938774,-1.845121,3.796
27/04/2023 08:06,10.62,465.04,139.93,39827.75,16123.8,9.276602,-2.968473,-0.963013,3.796
27/04/2023 08:36,10.62,468.95,141.04,40124.1,16142.55,9.595316,0.978213,-1.96084,3.796
27/04/2023 09:06,10.69,473.79,133.66,40466,15370,9.68799,0.717357,-2.01968,3.794
27/04/2023 09:36,10.69,472.22,133.67,40345.5,15403.15,9.989055,-0.831114,2.213361,3.796
27/04/2023 10:06,10.69,463.21,137.99,39694.8,15796.5,10.017003,-0.931632,1.144926,3.796
27/04/2023 10:36,10.69,473.83,138.67,40642.6,15860.95,9.85176,-0.047562,0.179952,3.796
27/04/2023 11:07,10.69,470.51,135,40230.3,15473.9,9.77772,-1.420493,0.302535,3.794
27/04/2023 11:37,10.69,475.3,140.61,40590.45,16059.7,9.960123,-1.115506,-0.470229,3.792
27/04/2023 12:07,10.75,470.73,142.67,40130.1,16092.35,9.522748,-1.251819,-1.656343,3.792
27/04/2023 12:37,10.75,468.93,138.95,40115.9,15986.75,9.859607,-2.164328,1.069906,3.792
27/04/2023 13:07,10.81,470.39,140.24,40215.15,15997.25,9.948847,-0.216727,-0.925258,3.792
27/04/2023 13:37,10.75,471,140.18,40330.85,16023.65,9.62866,-1.505811,-0.656065,3.79
27/04/2023 14:07,10.81,475.27,139.01,40595.3,16014.15,10.074862,-1.036072,0.976252,3.792
27/04/2023 14:37,10.81,471.87,139.89,40311.6,16104.35,9.71643,1.337627,-0.555547,3.79
27/04/2023 15:07,10.75,467.36,139.25,40060.6,16067.7,9.690932,-0.939967,-2.009873,3.79
27/04/2023 15:37,10.75,480.66,139.85,41015.15,16151.5,9.040261,-4.350229,-1.416571,3.786
27/04/2023 16:07,10.75,475.59,139.44,40667.5,16090.7,8.991717,-4.08398,-2.207477,3.788
27/04/2023 16:37,10.81,460.94,139.12,39477.35,16029.05,9.11479,-3.422031,-2.328589,3.79
27/04/2023 17:07,10.75,462.58,132.45,39863,15318.85,9.214819,-3.900105,1.436184,3.788
27/04/2023 17:37,10.75,470.72,132.59,40267.35,15302.65,8.338104,-0.283412,5.20488,3.786
27/04/2023 18:07,10.75,472.85,133.11,40417.35,15390.4,9.237373,-3.498032,0.603109,3.786
27/04/2023 18:37,10.75,461.71,132.17,39677.65,15309.6,8.286128,-3.592667,4.33454,3.786
27/04/2023 19:07,10.75,467.51,133.36,40009.75,15392.7,8.963278,-3.954531,1.602407,3.786
27/04/2023 19:37,10.75,463.16,137.83,39667.25,15914.8,9.507547,-2.558065,-1.653401,3.786
27/04/2023 20:07,10.75,469.48,139.07,40203.95,16063.2,9.784586,-1.833353,-0.952226,3.786
27/04/2023 20:37,10.69,475.43,138.85,40578.85,16037.15,9.651213,-0.070608,-2.032919,3.786
27/04/2023 21:07,10.69,452.58,138.85,38939.9,15997.55,10.048385,0.372162,-0.025497,3.788
27/04/2023 21:37,10.75,463.47,137.06,40443.1,15844.05,9.831656,0.977723,-0.871811,3.784
27/04/2023 22:07,10.75,453.48,137.86,38925.7,15915.7,9.931195,-0.827681,1.316543,3.784
27/04/2023 22:37,10.75,460.14,136.26,39439.7,15760.85,9.872355,-0.366769,1.181211,3.784
27/04/2023 23:07,10.75,457.63,137.75,39239.45,15835.4,9.749771,-0.98802,-0.186817,3.786
27/04/2023 23:37,10.69,459.16,129.41,39318.55,14913.55,9.267285,0.447674,-2.069203,3.786
28/04/2023 00:07,10.75,468.04,134.82,40007.3,15571.25,10.125857,0.894366,0.44228,3.784
28/04/2023 00:37,10.75,451.99,137.69,38874.2,15930.6,9.46391,1.098345,-1.500417,3.786
