sensor,site,datetime,temp,turbidity,depth,ssc,turbidity_std
AQL,calibration,30/09/2024 20:06,18.470922,115.57715,0.766238,231.154297,100
AQL,calibration,30/09/2024 20:06,18.471025,115.57715,0.766012,231.154297,100
AQL,calibration,30/09/2024 20:06,18.470363,115.585369,0.765987,231.170731,100
AQL,calibration,30/09/2024 20:06,18.470945,115.57715,0.76569,231.154297,100
AQL,calibration,30/09/2024 20:06,18.471424,115.560712,0.76567,231.121429,100
AQL,calibration,30/09/2024 20:06,18.471492,115.585369,0.76574,231.170731,100
AQL,calibration,30/09/2024 20:06,18.471527,115.57715,0.76577,231.154297,100
AQL,calibration,30/09/2024 20:06,18.470751,115.560712,0.765906,231.121429,100
AQL,calibration,30/09/2024 20:06,18.471413,115.560712,0.766324,231.121429,100
AQL,calibration,30/09/2024 20:06,18.471732,115.55248,0.766248,231.104965,100
AQL,calibration,30/09/2024 20:06,18.471971,115.568931,0.765901,231.137863,100
AQL,calibration,30/09/2024 20:06,18.472006,115.57715,0.766278,231.154297,100
AQL,calibration,30/09/2024 20:06,18.471219,115.585369,0.766349,231.170731,100
AQL,calibration,30/09/2024 20:06,18.471846,115.585369,0.767154,231.170731,100
AQL,calibration,30/09/2024 20:06,18.472222,115.5936,0.766787,231.187195,100
AQL,calibration,30/09/2024 20:06,18.472348,115.5936,0.766802,231.187195,100
AQL,calibration,30/09/2024 20:06,18.472439,115.610051,0.766963,231.220108,100
AQL,calibration,30/09/2024 20:06,18.471549,115.626488,0.767033,231.252975,100
AQL,calibration,30/09/2024 20:06,18.472291,115.626488,0.767305,231.252975,100
AQL,calibration,30/09/2024 20:06,18.472815,115.618269,0.766807,231.236542,100
AQL,calibration,30/09/2024 20:06,18.472781,115.63472,0.766968,231.26944,100
AQL,calibration,30/09/2024 20:06,18.472929,115.626488,0.767033,231.252975,100
AQL,calibration,30/09/2024 20:07,18.472108,115.642939,0.767632,231.285873,100
AQL,calibration,30/09/2024 20:07,18.472907,115.642939,0.767727,231.285873,100
AQL,calibration,30/09/2024 20:07,18.473135,115.651158,0.7674,231.302322,100
AQL,calibration,30/09/2024 20:07,18.47334,115.667608,0.767582,231.33522,100
AQL,calibration,30/09/2024 20:07,18.473317,115.659389,0.767169,231.318771,100
AQL,calibration,30/09/2024 20:07,18.47245,115.642939,0.767506,231.285873,100
AQL,calibration,30/09/2024 20:07,18.473283,115.63472,0.767637,231.26944,100
AQL,calibration,30/09/2024 20:07,18.473431,115.618269,0.767466,231.236542,100
AQL,calibration,30/09/2024 20:07,18.473625,115.610051,0.767476,231.220108,100
AQL,calibration,30/09/2024 20:07,18.473614,115.601819,0.767355,231.203644,100
AQL,calibration,30/09/2024 20:07,18.472952,115.57715,0.767521,231.154297,100
AQL,calibration,30/09/2024 20:07,18.473454,115.585369,0.767426,231.170731,100
AQL,calibration,30/09/2024 20:07,18.473956,115.585369,0.76732,231.170731,100
AQL,calibration,30/09/2024 20:07,18.474024,115.57715,0.767149,231.154297,100
AQL,calibration,30/09/2024 20:07,18.47423,115.585369,0.766988,231.170731,100
AQL,calibration,30/09/2024 20:07,18.473306,115.585369,0.767094,231.170731,100
AQL,calibration,30/09/2024 20:07,18.474002,115.585369,0.76734,231.170731,100
AQL,calibration,30/09/2024 20:07,18.474218,115.57715,0.766907,231.154297,100
AQL,calibration,30/09/2024 20:07,18.474218,115.57715,0.766792,231.154297,100
AQL,calibration,30/09/2024 20:07,18.474458,115.57715,0.766777,231.154297,100
AQL,calibration,30/09/2024 20:07,18.473751,115.55248,0.767421,231.104965,100
AQL,calibration,30/09/2024 20:07,18.474492,115.560712,0.767199,231.121429,100
AQL,calibration,30/09/2024 20:07,18.474686,115.568931,0.767546,231.137863,100
AQL,calibration,30/09/2024 20:07,18.474743,115.560712,0.767305,231.121429,100
AQL,calibration,30/09/2024 20:07,18.474914,115.55248,0.76726,231.104965,100
AQL,calibration,30/09/2024 20:07,18.47391,115.53603,0.767632,231.072067,100
AQL,calibration,30/09/2024 20:07,18.4748,115.53603,0.767783,231.072067,100
AQL,calibration,30/09/2024 20:07,18.475017,115.544249,0.767566,231.088501,100
AQL,calibration,30/09/2024 20:07,18.475268,115.544249,0.767285,231.088501,100
AQL,calibration,30/09/2024 20:07,18.475439,115.53603,0.767436,231.072067,100
AQL,calibration,30/09/2024 20:08,18.47431,115.544249,0.768426,231.088501,100
AQL,calibration,30/09/2024 20:08,18.475279,115.544249,0.768487,231.088501,100
AQL,calibration,30/09/2024 20:08,18.475427,115.53603,0.76816,231.072067,100
AQL,calibration,30/09/2024 20:08,18.475496,115.544249,0.768552,231.088501,100
AQL,calibration,30/09/2024 20:08,18.475598,115.527811,0.768406,231.055618,100
AQL,calibration,30/09/2024 20:08,18.474868,115.53603,0.768653,231.072067,100
AQL,calibration,30/09/2024 20:08,18.475416,115.527811,0.768512,231.055618,100
AQL,calibration,30/09/2024 20:08,18.475975,115.53603,0.767969,231.072067,100
AQL,calibration,30/09/2024 20:08,18.475952,115.544249,0.768401,231.088501,100
AQL,calibration,30/09/2024 20:08,18.476066,115.53603,0.768165,231.072067,100
AQL,calibration,30/09/2024 20:08,18.475051,115.560712,0.768215,231.121429,100
AQL,calibration,30/09/2024 20:08,18.475769,115.560712,0.767919,231.121429,100
AQL,calibration,30/09/2024 20:08,18.476112,115.55248,0.76822,231.104965,100
AQL,calibration,30/09/2024 20:08,18.47634,115.55248,0.767788,231.104965,100
AQL,calibration,30/09/2024 20:08,18.476385,115.544249,0.767818,231.088501,100
AQL,calibration,30/09/2024 20:08,18.475564,115.55248,0.76821,231.104965,100
AQL,calibration,30/09/2024 20:08,18.476351,115.544249,0.767441,231.088501,100
AQL,calibration,30/09/2024 20:08,18.476385,115.53603,0.767471,231.072067,100
AQL,calibration,30/09/2024 20:08,18.476659,115.544249,0.767783,231.088501,100
AQL,calibration,30/09/2024 20:08,18.476773,115.519592,0.767964,231.039185,100
AQL,calibration,30/09/2024 20:08,18.475838,115.503142,0.768366,231.006287,100
AQL,calibration,30/09/2024 20:08,18.476499,115.49491,0.768542,230.989822,100
AQL,calibration,30/09/2024 20:08,18.476807,115.49491,0.76812,230.989822,100
AQL,calibration,30/09/2024 20:08,18.477058,115.49491,0.76822,230.989822,100
AQL,calibration,30/09/2024 20:08,18.476967,115.503142,0.768019,231.006287,100
AQL,calibration,30/09/2024 20:08,18.47618,115.503142,0.769035,231.006287,100
AQL,calibration,30/09/2024 20:08,18.47691,115.511373,0.768512,231.022751,100
AQL,calibration,30/09/2024 20:08,18.477127,115.486691,0.769452,230.973389,100
AQL,calibration,30/09/2024 20:08,18.477286,115.470254,0.769065,230.940506,100
AQL,calibration,30/09/2024 20:08,18.477343,115.462022,0.769035,230.924042,100
AQL,calibration,30/09/2024 20:09,18.476602,115.420902,0.769115,230.841812,100
AQL,calibration,30/09/2024 20:09,18.477252,115.445572,0.76896,230.891144,100
AQL,calibration,30/09/2024 20:09,18.477412,115.437353,0.768864,230.87471,100
AQL,calibration,30/09/2024 20:09,18.477423,115.412683,0.769146,230.825363,100
AQL,calibration,30/09/2024 20:09,18.477514,115.429134,0.768809,230.858261,100
AQL,calibration,30/09/2024 20:09,18.476693,115.404465,0.768844,230.808929,100
AQL,calibration,30/09/2024 20:09,18.477469,115.404465,0.76904,230.808929,100
AQL,calibration,30/09/2024 20:09,18.47756,115.404465,0.766998,230.808929,100
AQL,calibration,30/09/2024 20:09,18.477948,115.412683,0.766661,230.825363,100
AQL,calibration,30/09/2024 20:09,18.477914,115.396233,0.766228,230.792465,100
AQL,calibration,30/09/2024 20:09,18.476819,115.412683,0.76646,230.825363,100
AQL,calibration,30/09/2024 20:09,18.47772,115.412683,0.7666,230.825363,100
AQL,calibration,30/09/2024 20:09,18.477879,115.420902,0.766138,230.841812,100
AQL,calibration,30/09/2024 20:09,18.478028,115.412683,0.766294,230.825363,100
AQL,calibration,30/09/2024 20:09,18.478142,115.412683,0.765554,230.825363,100
AQL,calibration,30/09/2024 20:09,18.477309,115.437353,0.766424,230.87471,100
AQL,calibration,30/09/2024 20:09,18.477936,115.437353,0.765619,230.87471,100
AQL,calibration,30/09/2024 20:09,18.478495,115.420902,0.765695,230.841812,100
AQL,calibration,30/09/2024 20:09,18.478279,115.429134,0.765473,230.858261,100
AQL,calibration,30/09/2024 20:09,18.478427,115.445572,0.76569,230.891144,100
AQL,calibration,30/09/2024 20:09,18.477332,115.462022,0.766057,230.924042,100
AQL,calibration,30/09/2024 20:09,18.47837,115.470254,0.766138,230.940506,100
AQL,calibration,30/09/2024 20:09,18.47845,115.478473,0.766746,230.95694,100
AQL,calibration,30/09/2024 20:09,18.478621,115.478473,0.766042,230.95694,100
AQL,calibration,30/09/2024 20:09,18.478678,115.470254,0.766917,230.940506,100
AQL,calibration,30/09/2024 20:09,18.477777,115.486691,0.766897,230.973389,100
AQL,calibration,30/09/2024 20:09,18.478404,115.503142,0.766872,231.006287,100
AQL,calibration,30/09/2024 20:09,18.478621,115.503142,0.767244,231.006287,100
AQL,calibration,30/09/2024 20:09,18.478951,115.49491,0.767335,230.989822,100
AQL,calibration,30/09/2024 20:09,18.478894,115.486691,0.767164,230.973389,100
AQL,calibration,30/09/2024 20:10,18.477857,115.453803,0.767742,230.907608,100
AQL,calibration,30/09/2024 20:10,18.478598,115.445572,0.767149,230.891144,100
AQL,calibration,30/09/2024 20:10,18.478872,115.437353,0.767506,230.87471,100
AQL,calibration,30/09/2024 20:10,18.479191,115.420902,0.767159,230.841812,100
AQL,calibration,30/09/2024 20:10,18.479043,115.412683,0.767717,230.825363,100
AQL,calibration,30/09/2024 20:10,18.478244,115.396233,0.767878,230.792465,100
AQL,calibration,30/09/2024 20:10,18.478929,115.388014,0.767486,230.776031,100
AQL,calibration,30/09/2024 20:10,18.479191,115.379783,0.767446,230.759567,100
AQL,calibration,30/09/2024 20:10,18.479305,115.388014,0.767828,230.776031,100
AQL,calibration,30/09/2024 20:10,18.479339,115.388014,0.767466,230.776031,100
AQL,calibration,30/09/2024 20:10,18.478393,115.404465,0.766822,230.808929,100
AQL,calibration,30/09/2024 20:10,18.479123,115.412683,0.767355,230.825363,100
AQL,calibration,30/09/2024 20:10,18.479453,115.404465,0.767677,230.808929,100
AQL,calibration,30/09/2024 20:10,18.479556,115.404465,0.767607,230.808929,100
AQL,calibration,30/09/2024 20:10,18.479659,115.412683,0.767722,230.825363,100
AQL,calibration,30/09/2024 20:10,18.478723,115.445572,0.767526,230.891144,100
AQL,calibration,30/09/2024 20:10,18.479373,115.437353,0.767637,230.87471,100
AQL,calibration,30/09/2024 20:10,18.479636,115.429134,0.767974,230.858261,100
AQL,calibration,30/09/2024 20:10,18.479636,115.437353,0.767229,230.87471,100
AQL,calibration,30/09/2024 20:10,18.479864,115.453803,0.767627,230.907608,100
AQL,calibration,30/09/2024 20:10,18.478883,115.470254,0.766907,230.940506,100
AQL,calibration,30/09/2024 20:10,18.479636,115.470254,0.766379,230.940506,100
AQL,calibration,30/09/2024 20:10,18.479898,115.462022,0.765725,230.924042,100
AQL,calibration,30/09/2024 20:10,18.479784,115.453803,0.765629,230.907608,100
AQL,calibration,30/09/2024 20:10,18.480172,115.453803,0.765614,230.907608,100
AQL,calibration,30/09/2024 20:10,18.47918,115.462022,0.766228,230.924042,100
AQL,calibration,30/09/2024 20:10,18.479853,115.429134,0.766148,230.858261,100
AQL,calibration,30/09/2024 20:10,18.480035,115.437353,0.766716,230.87471,100
AQL,calibration,30/09/2024 20:10,18.480434,115.445572,0.766787,230.891144,100
AQL,calibration,30/09/2024 20:10,18.480195,115.445572,0.766686,230.891144,100
AQL,calibration,30/09/2024 20:11,18.479419,115.429134,0.767702,230.858261,100
AQL,calibration,30/09/2024 20:11,18.479989,115.429134,0.76738,230.858261,100
AQL,calibration,30/09/2024 20:11,18.48048,115.445572,0.76729,230.891144,100
AQL,calibration,30/09/2024 20:11,18.4804,115.445572,0.767642,230.891144,100
AQL,calibration,30/09/2024 20:11,18.480537,115.437353,0.766988,230.87471,100
AQL,calibration,30/09/2024 20:11,18.479453,115.429134,0.766505,230.858261,100
AQL,calibration,30/09/2024 20:11,18.4804,115.437353,0.76656,230.87471,100
AQL,calibration,30/09/2024 20:11,18.480457,115.420902,0.76648,230.841812,100
AQL,calibration,30/09/2024 20:11,18.480605,115.420902,0.767013,230.841812,100
AQL,calibration,30/09/2024 20:11,18.480719,115.429134,0.767068,230.858261,100
AQL,calibration,30/09/2024 20:11,18.47983,115.429134,0.76657,230.858261,100
AQL,calibration,30/09/2024 20:11,18.480503,115.420902,0.766938,230.841812,100
AQL,calibration,30/09/2024 20:11,18.480697,115.420902,0.7674,230.841812,100
AQL,calibration,30/09/2024 20:11,18.480959,115.412683,0.767003,230.825363,100
AQL,calibration,30/09/2024 20:11,18.48097,115.404465,0.766419,230.808929,100
AQL,calibration,30/09/2024 20:11,18.480024,115.429134,0.767335,230.858261,100
AQL,calibration,30/09/2024 20:11,18.480902,115.429134,0.766641,230.858261,100
AQL,calibration,30/09/2024 20:11,18.481016,115.420902,0.766917,230.841812,100
AQL,calibration,30/09/2024 20:11,18.481119,115.429134,0.766595,230.858261,100
AQL,calibration,30/09/2024 20:11,18.48113,115.429134,0.766746,230.858261,100
AQL,calibration,30/09/2024 20:11,18.480332,115.388014,0.766676,230.776031,100
AQL,calibration,30/09/2024 20:11,18.480913,115.396233,0.766213,230.792465,100
AQL,calibration,30/09/2024 20:11,18.481335,115.396233,0.766183,230.792465,100
AQL,calibration,30/09/2024 20:11,18.481347,115.388014,0.766595,230.776031,100
AQL,calibration,30/09/2024 20:11,18.481472,115.388014,0.766565,230.776031,100
AQL,calibration,30/09/2024 20:11,18.480366,115.371564,0.767018,230.743134,100
AQL,calibration,30/09/2024 20:11,18.481244,115.371564,0.766691,230.743134,100
AQL,calibration,30/09/2024 20:11,18.481484,115.371564,0.766857,230.743134,100
AQL,calibration,30/09/2024 20:11,18.481632,115.379783,0.766636,230.759567,100
AQL,calibration,30/09/2024 20:11,18.481746,115.49491,0.807561,230.989822,100
