site,datetime,date,time,temp,lux1,lux2,IR1,IR2,Accel_X,Accel_Y,Accel_Z,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,315.26,88.12,24240,9601,9.277091,-2.16727,2.314369,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,315.26,88.12,24240,9601,9.277091,-2.16727,2.314369,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,315.26,88.12,24240,9601,9.306511,-2.22611,2.245723,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,307.73,88.17,23732,9613,9.306511,-2.22611,2.245723,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,307.73,88.17,23732,9613,9.316318,-2.294756,2.177076,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,307.73,88.17,23732,9613,9.316318,-2.294756,2.177076,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,307.73,88.17,23732,9613,9.306511,-2.412436,2.07901,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,307.73,88.17,23732,9613,9.306511,-2.412436,2.07901,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,307.73,88.17,23732,9613,9.296704,-2.481082,2.059397,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,310.92,87.94,23969,9592,9.306511,-2.520309,2.098623,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,310.92,87.94,23969,9592,9.306511,-2.520309,2.098623,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,310.92,87.94,23969,9592,9.237864,-2.539922,2.098623,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,310.92,87.94,23969,9592,9.237864,-2.539922,2.098623,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,310.92,87.94,23969,9592,9.208445,-2.549729,2.147656,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,314.51,88.11,24199,9618,9.208445,-2.549729,2.147656,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,314.51,88.11,24199,9618,9.218251,-2.559536,2.19669,,,,,,,,
6,07/04/2023 21:17,07/04/2023,21:17:00,10.12,314.51,88.11,24199,9618,9.237864,-2.569342,2.25553,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.37,86.75,23284,9434,9.649744,-1.863263,0.794339,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.37,86.75,23284,9434,9.649744,-1.863263,0.794339,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.37,86.75,23284,9434,9.649744,-1.78481,0.784532,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.7,86.48,23453,9408,9.649744,-1.78481,0.784532,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.7,86.48,23453,9408,9.639936,-1.745584,0.794339,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.7,86.48,23453,9408,9.639936,-1.745584,0.794339,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.7,86.48,23453,9408,9.649744,-1.686744,0.804145,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.7,86.48,23453,9408,9.669357,-1.667131,0.755112,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.92,86.17,23355,9379,9.669357,-1.667131,0.755112,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.92,86.17,23355,9379,9.708584,-1.627904,0.696272,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.92,86.17,23355,9379,9.708584,-1.627904,0.696272,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.92,86.17,23355,9379,9.698777,-1.578871,0.666852,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.92,86.17,23355,9379,9.698777,-1.578871,0.666852,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.92,86.17,23355,9379,9.728197,-1.549451,0.627626,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.62,86.51,23479,9408,9.728197,-1.461191,0.666852,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.62,86.51,23479,9408,9.728197,-1.461191,0.666852,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.62,86.51,23479,9408,9.738004,-1.382738,0.686466,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.62,86.51,23479,9408,9.738004,-1.382738,0.686466,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,304.62,86.51,23479,9408,9.757617,-1.333704,0.725692,,,,,,,,
6,07/04/2023 21:47,07/04/2023,21:47:00,10.06,302.13,86.51,23340,9377,9.757617,-1.333704,0.725692,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.33,86.95,22762,9411,9.855683,-0.872792,0.107873,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.33,86.95,22762,9411,9.865491,-0.843372,0.11768,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.04,86.95,22898,9411,9.865491,-0.843372,0.11768,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.04,85.5,22898,9296,9.845877,-0.764919,0.11768,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.04,85.5,22898,9296,9.845877,-0.764919,0.11768,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.04,85.5,22898,9296,9.865491,-0.715885,0.137293,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.04,85.5,22898,9296,9.865491,-0.715885,0.137293,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.46,85.5,22939,9296,9.855683,-0.666852,0.196133,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.46,85.5,22939,9296,9.855683,-0.666852,0.196133,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.46,84.85,22939,9237,9.855683,-0.657046,0.215746,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.46,84.85,22939,9237,9.89491,-0.588399,0.20594,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.46,84.85,22939,9237,9.89491,-0.588399,0.20594,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,298.46,84.85,22939,9237,9.914524,-0.529559,0.225553,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.83,84.85,22818,9237,9.914524,-0.529559,0.225553,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.83,84.59,22818,9220,9.89491,-0.509946,0.254973,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.83,84.59,22818,9220,9.89491,-0.509946,0.254973,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.83,84.59,22818,9220,9.865491,-0.480526,0.196133,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.83,84.59,22818,9220,9.875297,-0.509946,0.078453,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.5,84.59,22821,9220,9.875297,-0.509946,0.078453,,,,,,,,
6,07/04/2023 22:17,07/04/2023,22:17:00,10,296.5,84.59,22821,9220,9.865491,-0.490333,0.049033,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,296.02,81.49,22641,8804,9.89491,-0.372653,0.333426,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.68,82.38,22434,8936,9.89491,-0.372653,0.333426,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.68,82.38,22434,8936,9.885103,-0.382459,0.274586,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.68,82.38,22434,8936,9.885103,-0.382459,0.274586,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.68,82.38,22434,8936,9.875297,-0.411879,0.186326,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.68,82.38,22434,8936,9.875297,-0.411879,0.186326,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.68,82.78,22434,8975,9.875297,-0.431493,0.078453,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.72,82.78,22430,8975,9.875297,-0.431493,0.078453,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.72,82.78,22430,8975,9.92433,-0.441299,0.02942,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.72,82.78,22430,8975,9.914524,-0.480526,0.02942,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.72,82.78,22430,8975,9.914524,-0.480526,0.02942,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,292.72,82.78,22430,8975,9.89491,-0.470719,-0.02942,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,294.35,81.45,22559,8851,9.89491,-0.470719,-0.02942,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,294.35,81.45,22559,8851,9.914524,-0.500139,-0.078453,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,294.35,81.45,22559,8851,9.904716,-0.500139,-0.11768,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,294.35,81.45,22559,8851,9.904716,-0.500139,-0.11768,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,294.35,81.45,22559,8851,9.904716,-0.509946,-0.20594,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,294.35,81.61,22703,8869,9.904716,-0.509946,-0.20594,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,297.28,81.61,22703,8869,9.89491,-0.500139,-0.254973,,,,,,,,
6,07/04/2023 22:47,07/04/2023,22:47:00,10,297.28,81.61,22703,8869,9.89491,-0.500139,-0.254973,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,281.72,80.24,21570,8676,9.767424,0.715885,-0.862985,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,281.72,80.24,21570,8676,9.80665,0.647239,-0.970858,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,281.72,80.23,21570,8692,9.80665,0.647239,-0.970858,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,281.72,80.23,21570,8692,9.80665,0.588399,-1.108151,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,281.72,80.23,21570,8692,9.80665,0.588399,-1.108151,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.9,80.23,21983,8692,9.767424,0.568786,-1.216025,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.9,80.23,21983,8692,9.74781,0.598206,-1.304284,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.9,80.23,21983,8692,9.74781,0.598206,-1.304284,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.9,79.69,21983,8642,9.71839,0.657046,-1.392544,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.9,79.69,21983,8642,9.71839,0.657046,-1.392544,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.9,79.69,21983,8642,9.74781,0.657046,-1.461191,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,286.27,79.69,21857,8642,9.74781,0.657046,-1.461191,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,286.27,79.69,21857,8642,9.74781,0.696272,-1.598484,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,286.27,79.68,21857,8643,9.74781,0.696272,-1.598484,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,286.27,79.68,21857,8643,9.787037,0.715885,-1.706357,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,286.27,79.68,21857,8643,9.757617,0.715885,-1.81423,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.01,79.68,21925,8643,9.757617,0.715885,-1.81423,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.01,79.68,21925,8643,9.767424,0.637432,-1.922103,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.01,79.68,21925,8643,9.767424,0.637432,-1.922103,,,,,,,,
6,07/04/2023 23:17,07/04/2023,23:17:00,9.94,287.01,79.89,21925,8669,9.767424,0.558979,-2.04959,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,292.24,77.69,22216,8408,8.982892,-1.382738,3.765754,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,292.24,77.44,22216,8389,8.953471,-1.216025,3.89324,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,292.24,77.44,22216,8389,8.953471,-1.059118,3.9815,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,292.24,77.44,22216,8389,8.953471,-1.059118,3.9815,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,292.24,77.44,22216,8389,8.894631,-1.029698,4.04034,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,292.24,77.44,22216,8389,8.894631,-1.029698,4.04034,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,295.22,77.44,22446,8389,8.894631,-1.019892,4.108986,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,295.22,77.12,22446,8367,8.894631,-1.019892,4.108986,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,295.22,77.12,22446,8367,8.884825,-1.137571,4.21686,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,295.22,77.12,22446,8367,8.884825,-1.137571,4.21686,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,295.22,77.12,22446,8367,8.816178,-1.274864,4.236473,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,294.86,77.12,22407,8367,8.776952,-1.382738,4.21686,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,294.86,77.01,22407,8355,8.776952,-1.382738,4.21686,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,294.86,77.01,22407,8355,8.757339,-1.510224,4.236473,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,294.86,77.01,22407,8355,8.757339,-1.510224,4.236473,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,294.86,77.01,22407,8355,8.688692,-1.647517,4.167827,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,294.86,77.01,22407,8355,8.688692,-1.647517,4.167827,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,293.32,77.01,22325,8355,8.678885,-1.706357,4.226666,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,293.32,77,22325,8356,8.688692,-1.78481,4.236473,,,,,,,,
6,07/04/2023 23:48,07/04/2023,23:48:00,9.94,293.32,77,22325,8356,8.688692,-1.78481,4.236473,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,284.46,74.15,21587,8018,7.78648,-1.539644,5.76631,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,284.46,74.15,21587,8018,7.708027,-1.676937,5.73689,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,284.46,74.15,21587,8018,7.708027,-1.676937,5.73689,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,282.31,74.15,21451,8018,7.658994,-1.90249,5.629017,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,282.31,74.16,21451,8027,7.658994,-1.90249,5.629017,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,282.31,74.16,21451,8027,7.658994,-2.118237,5.56037,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,282.31,74.16,21451,8027,7.619767,-2.373209,5.501531,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,282.31,74.16,21451,8027,7.619767,-2.373209,5.501531,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,281.82,74.16,21415,8027,7.649187,-2.549729,5.481917,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,281.82,74.16,21415,8027,7.649187,-2.549729,5.481917,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,281.82,73.96,21415,8010,7.600153,-2.608569,5.481917,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,281.82,73.96,21415,8010,7.600153,-2.608569,5.481917,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,281.82,73.96,21415,8010,7.580541,-2.628182,5.530951,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,281.82,73.96,21415,8010,7.511894,-2.559536,5.658437,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,285.5,73.96,21672,8010,7.511894,-2.559536,5.658437,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,285.5,73.95,21672,8007,7.423635,-2.481082,5.795731,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,285.5,73.95,21672,8007,7.423635,-2.481082,5.795731,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,285.5,73.95,21672,8007,7.364794,-2.373209,5.933023,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,285.5,73.95,21672,8007,7.364794,-2.373209,5.933023,,,,,,,,
6,08/04/2023 00:18,08/04/2023,00:18:00,9.94,275.01,73.95,20985,8007,7.325567,-2.28495,6.08993,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,273.28,71.81,20713,7740,6.952915,-2.059397,6.550842,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,273.28,71.81,20713,7740,6.952915,-2.059397,6.550842,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,273.28,71.81,20713,7740,6.903882,-2.029977,6.570456,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,273.28,71.42,20713,7715,6.903882,-2.029977,6.570456,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,271.88,71.42,20622,7715,6.796009,-1.951523,6.658716,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,271.88,71.42,20622,7715,6.796009,-1.951523,6.658716,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,271.88,71.42,20622,7715,6.766589,-1.980943,6.776395,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,271.88,71.42,20622,7715,6.766589,-1.980943,6.776395,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,271.88,71.42,20622,7715,6.756782,-2.039783,6.805815,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,269.9,71.35,20490,7702,6.746975,-2.098623,6.805815,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,269.9,71.35,20490,7702,6.746975,-2.098623,6.805815,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,269.9,71.35,20490,7702,6.746975,-2.25553,6.746975,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,269.9,71.35,20490,7702,6.746975,-2.25553,6.746975,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,269.9,71.35,20490,7702,6.805815,-2.471276,6.619489,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,269.9,71.11,20641,7686,6.805815,-2.471276,6.619489,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,272.03,71.11,20641,7686,6.845042,-2.677216,6.462582,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,272.03,71.11,20641,7686,6.903882,-2.834122,6.364516,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,272.03,71.11,20641,7686,6.903882,-2.834122,6.364516,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,272.03,71.11,20641,7686,7.050982,-2.941995,6.237029,,,,,,,,
6,08/04/2023 00:48,08/04/2023,00:48:00,9.88,272.03,71.11,20641,7686,7.050982,-2.941995,6.237029,,,,,,,,
