UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,02/06/2023 10:04,0,,,12481533,15.059347,3211894,1.048014,0.0448,2690.399902,2360.99868,,0.618383,,4721.997559,
Sample,02/06/2023 10:04,0,,,12482160,15.052314,3213551,1.048558,0.1757,2698.600098,2367.929976,,0.627091,,4735.859863,
Sample,02/06/2023 10:04,0,,,12490327,14.96072,3212912,1.048348,0.0169,2734.300049,2398.105713,,0.623735,,4796.211426,
Sample,02/06/2023 10:04,0,,,12500296,14.848946,3213235,1.048454,0.0076,2743.5,2405.882063,,0.625432,,4811.76416,
Sample,02/06/2023 10:04,0,,,12508671,14.755069,3212939,1.048357,0.0078,2744.399902,2406.642715,,0.623877,,4813.285645,
Sample,02/06/2023 10:05,0,,,12511358,14.724954,3213287,1.048471,0.0225,2739,2402.078394,,0.625705,,4804.156738,
Sample,02/06/2023 10:05,0,,,12510328,14.736497,3213089,1.048406,0.0143,2734.800049,2398.528343,,0.624665,,4797.056641,
Sample,02/06/2023 10:05,0,,,12512761,14.70923,3213023,1.048385,2.1226,2729.5,2394.048425,,0.624318,,4788.09668,
Sample,02/06/2023 10:05,0,,,12522957,14.59498,3213036,1.048389,1.1859,2719.699951,2385.764836,,0.624387,,4771.529785,
Sample,02/06/2023 10:05,0,,,12527283,14.546514,3212684,1.048273,0.015,2733.699951,2397.598475,,0.622537,,4795.196777,
Sample,02/06/2023 10:05,0,,,12531388,14.500528,3212857,1.04833,0.0044,2738.899902,2401.993785,,0.623446,,4803.987793,
Sample,02/06/2023 10:05,0,,,12535909,14.449888,3212732,1.048289,2.235,2735.800049,2399.373603,,0.62279,,4798.74707,
Sample,02/06/2023 10:05,0,,,12537903,14.427554,3212799,1.048311,1.3799,2736.300049,2399.796233,,0.623142,,4799.592285,
Sample,02/06/2023 10:05,0,,,12539595,14.408604,3212616,1.048251,2.0715,2735.800049,2399.373603,,0.62218,,4798.74707,
Sample,02/06/2023 10:05,0,,,12539499,14.409679,3212358,1.048166,1.1237,2734,2397.852094,,0.620824,,4795.704102,
Sample,02/06/2023 10:05,0,,,12540790,14.39522,3212262,1.048134,1.228,2734.5,2398.274724,,0.620319,,4796.549316,
Sample,02/06/2023 10:05,0,,,12541022,14.392622,3212088,1.048077,1.5996,2734.399902,2398.190116,,0.619404,,4796.380371,
Sample,02/06/2023 10:06,0,,,12540175,14.402108,3212273,1.048138,2.1431,2734.899902,2398.612746,,0.620377,,4797.225586,
Sample,02/06/2023 10:06,0,9408683,5.637803,12539477,14.409925,3212533,1.048224,1.5388,2735.600098,2399.204593,,0.621744,,4798.40918,
Sample,02/06/2023 10:06,0,,,12539808,14.406218,3212416,1.048185,0.6288,2738.600098,2401.740372,,0.621129,,4803.480957,
Sample,02/06/2023 10:06,0,,,12540912,14.393854,3212265,1.048135,1.8208,2736.399902,2399.880635,,0.620335,,4799.76123,
Sample,02/06/2023 10:06,0,,,12545140,14.346505,3212487,1.048208,0.0014,2744.100098,2406.389302,,0.621502,,4812.778809,
Sample,02/06/2023 10:06,0,,,12546848,14.327378,3212325,1.048155,0.0065,2738.399902,2401.571155,,0.62065,,4803.14209,
Sample,02/06/2023 10:06,0,,,12545371,14.343918,3212087,1.048077,0.0094,2738.899902,2401.993785,,0.619398,,4803.987793,
Sample,02/06/2023 10:06,0,,,12544283,14.356102,3212299,1.048147,1.1908,2734.100098,2397.936703,,0.620513,,4795.873535,
Sample,02/06/2023 10:06,0,,,12541626,14.385858,3212088,1.048077,0.0023,2732.199951,2396.330585,,0.619404,,4792.661133,
Sample,02/06/2023 10:06,0,,,12541809,14.383808,3212005,1.04805,0.0112,2731.199951,2395.485325,,0.618967,,4790.970703,
Sample,02/06/2023 10:06,0,,,12541623,14.385891,3212203,1.048115,0.4321,2730.699951,2395.062695,,0.620009,,4790.125488,
Sample,02/06/2023 10:06,0,,,12540077,14.403206,3212484,1.048207,0.4853,2732,2396.161574,,0.621486,,4792.323242,
Sample,02/06/2023 10:07,0,,,12539662,14.407853,3212272,1.048138,0.5031,2729.5,2394.048425,,0.620371,,4788.09668,
Sample,02/06/2023 10:07,0,,,12541537,14.386854,3212268,1.048136,0.0131,2732,2396.161574,,0.62035,,4792.323242,
Sample,02/06/2023 10:07,0,,,12547981,14.314691,3212593,1.048243,0.0137,2730,2394.471055,,0.622059,,4788.941895,
Sample,02/06/2023 10:07,0,,,12552208,14.26736,3212382,1.048174,0.0096,2727.199951,2392.104286,,0.62095,,4784.208496,
Sample,02/06/2023 10:07,0,,,12555963,14.225317,3212370,1.04817,0.005,2728.800049,2393.456784,,0.620887,,4786.913574,
Sample,02/06/2023 10:07,0,,,12557046,14.213192,3212401,1.04818,0.0153,2733.5,2397.429464,,0.62105,,4794.858887,
Sample,02/06/2023 10:07,0,,,12567790,14.092915,3211950,1.048032,0.074,2744.899902,2407.065345,,0.618678,,4814.130859,
Sample,02/06/2023 10:07,0,,,12574053,14.022813,3212757,1.048297,0.0007,2715.800049,2382.468405,,0.622921,,4764.937012,
Sample,02/06/2023 10:07,0,,,12575315,14.008688,3213626,1.048583,0.0045,2740.800049,2403.599903,,0.627484,,4807.199707,
Sample,02/06/2023 10:07,0,9408633,5.637528,12579001,13.967434,3213283,1.04847,0.0013,2740.199951,2403.092664,,0.625684,,4806.185547,
Sample,02/06/2023 10:07,0,,,12583611,13.915842,3212861,1.048331,0.0037,2733.5,2397.429464,,0.623467,,4794.858887,
Sample,02/06/2023 10:07,0,,,12583101,13.92155,3212982,1.048371,0.0117,2728.100098,2392.865143,,0.624103,,4785.730469,
Sample,02/06/2023 10:08,0,,,12582331,13.930167,3212977,1.04837,0.0311,2731.100098,2395.400923,,0.624077,,4790.801758,
Sample,02/06/2023 10:08,0,,,12585491,13.894804,3212581,1.048239,0.1146,2050.699951,1820.28596,,0.621996,,3640.572021,
Sample,02/06/2023 10:08,0,,,12584751,13.903085,3212778,1.048304,0.0896,2273.800049,2008.863527,,0.623031,,4017.727051,
Sample,02/06/2023 10:08,0,,,12579408,13.962879,3213120,1.048417,0.0013,2755.300049,2415.856171,,0.624828,,4831.712402,
Sample,02/06/2023 10:08,0,,,12579304,13.964043,3213182,1.048437,0.1526,2718.800049,2385.004185,,0.625153,,4770.008301,
Sample,02/06/2023 10:08,0,,,12580276,13.953165,3213393,1.048506,0.0664,2790.699951,2445.77829,,0.626261,,4891.556641,
Sample,02/06/2023 10:08,0,,,12586916,13.878857,3212702,1.048279,0.0942,3287.100098,2865.36543,,0.622632,,5730.730957,
Sample,02/06/2023 10:08,0,,,12601054,13.720661,3213012,1.048381,0.0449,2712.899902,2380.017028,,0.624261,,4760.03418,
Sample,02/06/2023 10:08,0,,,12599006,13.743576,3213493,1.048539,0.0023,2773.300049,2431.07085,,0.626786,,4862.141602,
Sample,02/06/2023 10:08,0,,,12590428,13.839557,3213585,1.048569,0.0809,2813.199951,2464.796637,,0.627269,,4929.593262,
Sample,02/06/2023 10:08,0,,,12594149,13.797921,3214199,1.048771,0.3714,2687.300049,2358.378498,,0.630489,,4716.756836,
Sample,02/06/2023 10:08,0,,,12601530,13.715336,3213264,1.048464,0.3991,2726,2391.090015,,0.625584,,4782.180176,
Sample,02/06/2023 10:09,0,,,12568535,14.084576,3235077,1.055634,2.4789,-55.109997,2.026979,,0.738126,,4.053957,
Sample,02/06/2023 10:09,0,,,12550019,14.29187,3297046,1.076006,1.6614,-56.140003,1.354713,,1.039888,,2.709425,
Sample,02/06/2023 10:09,0,,,12548710,14.306528,3349143,1.093136,1.064,-57.659996,0.863444,,1.278135,,1.726888,
Sample,02/06/2023 10:09,0,,,12548219,14.312026,3401132,1.110233,0.8863,-56.509998,0.717314,,1.505733,,1.434627,
Sample,02/06/2023 10:09,0,,,12548083,14.313549,3415192,1.114857,0.7171,-56.220001,0.578173,,1.56588,,1.156346,
Sample,02/06/2023 10:09,0,9408554,5.637094,12547944,14.315105,3466180,1.131627,1.2404,-57.329998,1.008506,,1.779865,,2.017011,
Sample,02/06/2023 10:09,0,,,12547873,14.3159,3530153,1.152672,0.8334,-58.790001,0.673812,,2.040813,,1.347623,
Sample,02/06/2023 10:09,0,,,12547735,14.317446,3520274,1.149422,0.8596,-57.43,0.695357,,2.000983,,1.390714,
Sample,02/06/2023 10:09,0,,,12547671,14.318162,3575469,1.167581,0.8425,-57.390003,0.681295,,2.221641,,1.36259,
Sample,02/06/2023 10:09,0,,,12547650,14.318398,3688527,1.204787,0.7705,-58.840004,0.622086,,2.661931,,1.244172,
Sample,02/06/2023 10:09,0,,,12547716,14.317658,3763245,1.229381,1.3616,-58.370003,1.108174,,2.946483,,2.216347,
Sample,02/06/2023 10:09,0,,,12547660,14.318286,3767195,1.230682,0.9755,-58.959999,0.790667,,2.961412,,1.581333,
Sample,02/06/2023 10:10,0,,,12547739,14.317401,3824339,1.249495,0.9616,-59.57,0.779236,,3.176283,,1.558472,
Sample,02/06/2023 10:10,0,,,12547617,14.318767,3857346,1.260363,0.7772,-57.75,0.627596,,3.299538,,1.255192,
Sample,02/06/2023 10:10,0,,,12547639,14.318521,3846039,1.25664,1.5436,-58.82,1.25784,,3.257381,,2.515681,
Sample,02/06/2023 10:10,0,,,12547799,14.316729,3898496,1.273914,1.4184,-58.740002,1.154883,,3.452427,,2.309766,
Sample,02/06/2023 10:10,0,,,12547769,14.317065,3948865,1.290503,0.9011,-57.599998,0.729484,,3.638531,,1.458969,
Sample,02/06/2023 10:10,0,,,12547739,14.317401,3818623,1.247613,0.7937,-59.720001,0.641165,,3.154878,,1.282329,
Sample,02/06/2023 10:10,0,,,12547747,14.317311,3696885,1.207538,0.8024,-58.309998,0.648319,,2.69398,,1.296638,
Sample,02/06/2023 10:10,0,,,12547898,14.31562,3782907,1.235854,0.9574,-59.740002,0.775782,,3.020694,,1.551565,
Sample,02/06/2023 10:10,0,,,12548109,14.313258,3748003,1.224364,0.8322,-61.170002,0.672825,,2.888775,,1.34565,
Sample,02/06/2023 10:10,0,,,12548120,14.313135,3659617,1.195272,1.1069,-59.940002,0.898723,,2.550595,,1.797445,
Sample,02/06/2023 10:10,0,,,12548002,14.314456,3701503,1.209058,0.8756,-60.340004,0.708514,,2.711663,,1.417029,
Sample,02/06/2023 10:10,0,,,12548173,14.312541,3686577,1.204145,2.997,-61.529999,2.453035,,2.654445,,4.906071,
Sample,02/06/2023 10:11,0,,,12548037,14.314064,3643002,1.189804,1.0779,-58.779999,0.874875,,2.486251,,1.74975,
Sample,02/06/2023 10:11,0,9408493,5.636758,12548057,14.31384,3595460,1.174159,0.8398,-60.329998,0.679075,,2.300528,,1.358149,
Sample,02/06/2023 10:11,0,,,12548189,14.312362,3524625,1.150853,0.9522,-61.259998,0.771506,,2.018544,,1.543012,
Sample,02/06/2023 10:11,0,,,12548289,14.311242,3415359,1.114912,1.0912,-58,0.885812,,1.566591,,1.771624,
Sample,02/06/2023 10:11,0,,,12548370,14.310335,3363458,1.097843,1.1339,-60.75,0.920926,,1.341695,,1.841852,
Sample,02/06/2023 10:11,0,,,12548243,14.311757,3328279,1.086276,0.994,-58.75,0.80588,,1.184113,,1.61176,
Sample,02/06/2023 10:11,0,,,12551620,14.273944,3215633,1.049243,49.345001,2557.5,2248.663721,,0.637997,,4497.327637,
Sample,02/06/2023 10:11,0,,,12581212,13.94269,3215353,1.04915,0.33,2166.699951,1918.336109,,0.636533,,3836.672119,
Sample,02/06/2023 10:11,0,,,12626887,13.431669,3213818,1.048646,1.2128,2104.600098,1865.845593,,0.628491,,3731.691162,
Sample,02/06/2023 10:11,0,,,12639743,13.287872,3214179,1.048765,0.043,2662.899902,2337.754032,,0.630384,,4675.508301,
Sample,02/06/2023 10:11,0,,,12647843,13.197277,3213956,1.048691,191.149994,2643.699951,2321.525083,,0.629215,,4643.050293,
Sample,02/06/2023 10:11,0,,,12654961,13.117668,3214279,1.048797,141.259995,2637.100098,2315.946492,,0.630909,,4631.893066,
Sample,02/06/2023 10:12,0,,,12660201,13.059064,3213982,1.0487,108.610001,2632.199951,2311.804595,,0.629351,,4623.609375,
Sample,02/06/2023 10:12,0,,,12671004,12.938245,3214357,1.048823,177.059998,2652.699951,2329.132423,,0.631317,,4658.264648,
Sample,02/06/2023 10:12,0,,,12687173,12.757413,3215073,1.049058,0.0074,2646.199951,2323.638233,,0.635068,,4647.276367,
Sample,02/06/2023 10:12,0,,,12695351,12.66595,3215671,1.049255,0.0031,2643,2320.933443,,0.638196,,4641.866699,
Sample,02/06/2023 10:12,0,,,12707006,12.535595,3215736,1.049276,0.0099,2648.699951,2325.751383,,0.638536,,4651.50293,
Sample,02/06/2023 10:12,0,,,12715514,12.440432,3213614,1.048579,0.021,2642.899902,2320.848834,,0.627421,,4641.697754,
Sample,02/06/2023 10:12,0,,,12713978,12.457613,3213752,1.048624,0.0173,2650.600098,2327.357501,,0.628145,,4654.714844,
Sample,02/06/2023 10:12,0,,,12712669,12.472254,3213286,1.048471,0.0072,2656.600098,2332.42906,,0.6257,,4664.85791,
Sample,02/06/2023 10:12,0,,,12710514,12.496358,3213318,1.048482,0.0063,2653.899902,2330.146693,,0.625868,,4660.293457,
Sample,02/06/2023 10:12,0,9408460,5.636577,12708752,12.516066,3212805,1.048313,0.022,2655.899902,2331.837213,,0.623173,,4663.674316,
Sample,02/06/2023 10:12,0,,,12711936,12.480453,3213139,1.048423,0.009,2657.5,2333.189711,,0.624928,,4666.379395,
Sample,02/06/2023 10:12,0,,,12714513,12.451629,3212954,1.048362,0.2977,2646.699951,2324.060863,,0.623956,,4648.121582,
Sample,02/06/2023 10:13,0,,,12718052,12.412043,3212813,1.048316,0.3378,2645,2322.623963,,0.623215,,4645.248047,
Sample,02/06/2023 10:13,0,,,12721337,12.375298,3213055,1.048395,0.4009,2643.199951,2321.102454,,0.624487,,4642.205078,
Sample,02/06/2023 10:13,0,,,12725159,12.332545,3213087,1.048406,0.2702,2642.5,2320.510813,,0.624655,,4641.021484,
Sample,02/06/2023 10:13,0,,,12724793,12.336639,3212882,1.048338,0.3553,2641.399902,2319.580944,,0.623578,,4639.162109,
Sample,02/06/2023 10:13,0,,,12725469,12.329078,3212588,1.048242,0.2822,2641.399902,2319.580944,,0.622033,,4639.162109,
Sample,02/06/2023 10:13,0,,,12728325,12.297129,3214920,1.049008,1.1285,2631.300049,2311.043943,,0.634267,,4622.087891,
Sample,02/06/2023 10:13,0,,,12735234,12.219839,3214708,1.048938,0.7527,2631.100098,2310.874933,,0.633156,,4621.75,
Sample,02/06/2023 10:13,0,,,12738234,12.186277,3215640,1.049245,0.715,2631.899902,2311.550975,,0.638034,,4623.102051,
Sample,02/06/2023 10:13,0,,,12748373,12.07284,3215474,1.04919,0.7578,2630.600098,2310.452303,,0.637166,,4620.904785,
Sample,02/06/2023 10:13,0,,,12752627,12.025242,3215511,1.049202,1.193,2633.100098,2312.565452,,0.637359,,4625.130859,
Sample,02/06/2023 10:13,0,,,12756149,11.985832,3215147,1.049083,0.7241,2637.300049,2316.115503,,0.635455,,4632.230957,
Sample,02/06/2023 10:13,0,,,12762494,11.914829,3215565,1.04922,0.8321,2635.399902,2314.509385,,0.637642,,4629.018555,
Sample,02/06/2023 10:14,0,,,12766581,11.86909,3215317,1.049139,0.6902,2636.100098,2315.101232,,0.636344,,4630.202637,
Sample,02/06/2023 10:14,0,,,12765026,11.886493,3214693,1.048934,0.7185,2638.600098,2317.214382,,0.633078,,4634.428711,
Sample,02/06/2023 10:14,0,,,12761663,11.924128,3215734,1.049276,0.8731,2636.699951,2315.608264,,0.638526,,4631.216309,
Sample,02/06/2023 10:14,0,,,12761932,11.921118,3215136,1.049079,0.6304,2632.699951,2312.227225,,0.635397,,4624.45459,
Sample,02/06/2023 10:14,0,,,12764991,11.886885,3213906,1.048675,1.5528,2640.100098,2318.482272,,0.628953,,4636.964355,
Sample,02/06/2023 10:14,0,9408353,5.635989,12760566,11.936405,3213724,1.048615,0.1753,2631.399902,2311.128345,,0.627998,,4622.256836,
Sample,02/06/2023 10:14,0,,,12757374,11.972124,3213632,1.048585,0.1853,2635.199951,2314.340374,,0.627516,,4628.680664,
Sample,02/06/2023 10:14,0,,,12756152,11.985798,3213706,1.048609,0.2327,2635.899902,2314.932015,,0.627904,,4629.864258,
Sample,02/06/2023 10:14,0,,,12756472,11.982218,3213509,1.048544,0.2318,2638,2316.707143,,0.62687,,4633.414062,
Sample,02/06/2023 10:14,0,,,12756141,11.985921,3213461,1.048529,0.1769,2632,2311.635584,,0.626618,,4623.270996,
Sample,02/06/2023 10:14,0,,,12754137,12.008346,3213643,1.048588,0.2677,2638,2316.707143,,0.627573,,4633.414062,
Sample,02/06/2023 10:14,0,,,12754032,12.009521,3213524,1.048549,0.2174,2636.199951,2315.185634,,0.626949,,4630.371094,
Sample,02/06/2023 10:15,0,,,12753614,12.014198,3213626,1.048583,0.1707,2636.100098,2315.101232,,0.627484,,4630.202637,
Sample,02/06/2023 10:15,0,,,12752121,12.030904,3213443,1.048523,0.1296,2630.199951,2310.114075,,0.626524,,4620.228027,
Sample,02/06/2023 10:15,0,,,12751976,12.032526,3213425,1.048517,0.1581,2632.199951,2311.804595,,0.626429,,4623.609375,
Sample,02/06/2023 10:15,0,,,12750762,12.04611,3213745,1.048622,2.8296,2642.800049,2320.764432,,0.628108,,4641.528809,
Sample,02/06/2023 10:15,0,,,12750324,12.051011,3213456,1.048527,0.3463,2630.300049,2310.198683,,0.626592,,4620.397461,
Sample,02/06/2023 10:15,0,,,12752607,12.025466,3213629,1.048584,0.1476,2625.199951,2305.887775,,0.6275,,4611.775391,
Sample,02/06/2023 10:15,0,,,12751879,12.033611,3213550,1.048558,0.1726,2629.899902,2309.860456,,0.627085,,4619.720703,
Sample,02/06/2023 10:15,0,,,12748291,12.073758,3213774,1.048631,0.1565,2627.5,2307.831914,,0.628261,,4615.664062,
Sample,02/06/2023 10:15,0,,,12749271,12.062793,3213604,1.048576,0.1423,2632.899902,2312.396235,,0.627369,,4624.79248,
Sample,02/06/2023 10:15,0,,,12750155,12.052902,3213761,1.048627,0.2152,2634.800049,2314.002353,,0.628192,,4628.004883,
Sample,02/06/2023 10:15,0,,,12747463,12.083022,3213397,1.048508,0.1185,2627.699951,2308.000925,,0.626282,,4616.001953,
Sample,02/06/2023 10:15,0,,,12746763,12.090854,3213391,1.048506,0.1497,2630.199951,2310.114075,,0.626251,,4620.228027,
Sample,02/06/2023 10:16,0,,,12744561,12.115491,3213609,1.048577,0.1243,2628.699951,2308.846185,,0.627395,,4617.692383,
Sample,02/06/2023 10:16,0,9408306,5.63573,12742805,12.135138,3213395,1.048507,0.1214,2629.600098,2309.607043,,0.626272,,4619.213867,
Sample,02/06/2023 10:16,0,,,12742270,12.141123,3213491,1.048538,0.1125,2631.399902,2311.128345,,0.626776,,4622.256836,
Sample,02/06/2023 10:16,0,,,12740303,12.16313,3213448,1.048524,0.1102,2634.300049,2313.579723,,0.62655,,4627.159668,
Sample,02/06/2023 10:16,0,,,12737878,12.19026,3213377,1.048501,0.1565,2637.699951,2316.453524,,0.626177,,4632.907227,
Sample,02/06/2023 10:16,0,,,12738571,12.182507,3213462,1.048529,0.1024,2634.199951,2313.495114,,0.626623,,4626.990234,
Sample,02/06/2023 10:16,0,,,12744806,12.11275,3213839,1.048653,0.0966,2633,2312.480844,,0.628601,,4624.961914,
Sample,02/06/2023 10:16,0,,,12745972,12.099704,3214169,1.048761,0.1059,2634.199951,2313.495114,,0.630332,,4626.990234,
Sample,02/06/2023 10:16,0,,,12747975,12.077293,3214078,1.048731,0.1072,2632.899902,2312.396235,,0.629855,,4624.79248,
Sample,02/06/2023 10:16,0,,,12750156,12.05289,3214198,1.048771,0.1089,2633.100098,2312.565452,,0.630484,,4625.130859,
Sample,02/06/2023 10:16,0,,,12748565,12.070692,3214101,1.048739,0.1026,2634.800049,2314.002353,,0.629975,,4628.004883,
Sample,02/06/2023 10:16,0,,,12748410,12.072426,3214126,1.048747,0.1035,2634,2313.326104,,0.630107,,4626.652344,
Sample,02/06/2023 10:17,0,,,12745729,12.102423,3213942,1.048687,14.967,2664.800049,2339.36015,,0.629142,,4678.720215,
Sample,02/06/2023 10:17,0,,,12742024,12.143876,3214026,1.048714,0.1461,2637.5,2316.284513,,0.629582,,4632.568848,
Sample,02/06/2023 10:17,0,,,12739680,12.1701,3214267,1.048794,0.1045,2636.699951,2315.608264,,0.630846,,4631.216309,
Sample,02/06/2023 10:17,0,,,12739776,12.169026,3214453,1.048855,0.1048,2635.600098,2314.678602,,0.63182,,4629.357422,
Sample,02/06/2023 10:17,0,,,12739566,12.171375,3214492,1.048867,0.093,2634.600098,2313.833342,,0.632025,,4627.666504,
Sample,02/06/2023 10:17,0,,,12740151,12.16483,3214349,1.04882,0.1001,2632.399902,2311.973605,,0.631275,,4623.947266,
Sample,02/06/2023 10:17,0,,,12741196,12.153139,3214282,1.048798,0.0924,2635.199951,2314.340374,,0.630924,,4628.680664,
Sample,02/06/2023 10:17,0,,,12741732,12.147142,3214216,1.048777,0.1354,2636.199951,2315.185634,,0.630578,,4630.371094,
Sample,02/06/2023 10:17,0,,,12742149,12.142477,3214315,1.048809,0.1342,2640.100098,2318.482272,,0.631097,,4636.964355,
Sample,02/06/2023 10:17,0,9408236,5.635345,12740905,12.156395,3214347,1.04882,0.1185,2635,2314.171364,,0.631265,,4628.342773,
Sample,02/06/2023 10:17,0,,,12741518,12.149537,3214296,1.048803,0.1977,2636.300049,2315.270243,,0.630998,,4630.540527,
Sample,02/06/2023 10:17,0,,,12740956,12.155824,3214403,1.048838,0.1892,2635.600098,2314.678602,,0.631558,,4629.357422,
Sample,02/06/2023 10:18,0,,,12739646,12.17048,3214300,1.048804,0.1184,2634.300049,2313.579723,,0.631019,,4627.159668,
Sample,02/06/2023 10:18,0,,,12738912,12.178692,3214187,1.048767,0.1256,2632.199951,2311.804595,,0.630426,,4623.609375,
Sample,02/06/2023 10:18,0,,,12738019,12.188683,3214077,1.048731,0.167,2638.5,2317.129773,,0.62985,,4634.259766,
Sample,02/06/2023 10:18,0,,,12739579,12.17123,3214279,1.048797,0.1549,2634.100098,2313.410712,,0.630909,,4626.821289,
Sample,02/06/2023 10:18,0,,,12738258,12.186009,3214234,1.048783,0.133,2634.699951,2313.917744,,0.630673,,4627.835449,
Sample,02/06/2023 10:18,0,,,12736149,12.209603,3214161,1.048759,0.1761,2635.899902,2314.932015,,0.63029,,4629.864258,
Sample,02/06/2023 10:18,0,,,12736163,12.209446,3214316,1.04881,0.1231,2634.399902,2313.664125,,0.631102,,4627.328125,
Sample,02/06/2023 10:18,0,,,12736167,12.209402,3214251,1.048788,0.1886,2638.800049,2317.383393,,0.630762,,4634.766602,
Sample,02/06/2023 10:18,0,,,12736945,12.200698,3214435,1.048849,0.1557,2636.100098,2315.101232,,0.631726,,4630.202637,
Sample,02/06/2023 10:18,0,,,12736838,12.201895,3214357,1.048823,0.1882,2634.5,2313.748734,,0.631317,,4627.497559,
Sample,02/06/2023 10:18,0,,,12736253,12.20844,3214502,1.048871,0.1908,2634.100098,2313.410712,,0.632077,,4626.821289,
Sample,02/06/2023 10:18,0,,,12735345,12.218598,3214447,1.048853,0.1372,2632.800049,2312.311833,,0.631789,,4624.623535,
Sample,02/06/2023 10:19,0,,,12735372,12.218296,3214471,1.048861,0.1008,2631.300049,2311.043943,,0.631915,,4622.087891,
Sample,02/06/2023 10:19,0,,,12735005,12.222401,3214534,1.048881,0.1173,2629.800049,2309.776053,,0.632245,,4619.552246,
Sample,02/06/2023 10:19,0,,,12733878,12.235009,3214403,1.048838,0.1137,2633,2312.480844,,0.631558,,4624.961914,
Sample,02/06/2023 10:19,0,,,12733855,12.235266,3214275,1.048796,0.1577,2638,2316.707143,,0.630888,,4633.414062,
Sample,02/06/2023 10:19,0,,,12734609,12.226831,3214370,1.048827,0.1329,2641.399902,2319.580944,,0.631385,,4639.162109,
Sample,02/06/2023 10:19,0,9408187,5.635076,12736140,12.209704,3214542,1.048884,0.1032,2635.600098,2314.678602,,0.632287,,4629.357422,
Sample,02/06/2023 10:19,0,,,12736048,12.210733,3214521,1.048877,0.1752,2642.300049,2320.341802,,0.632177,,4640.683594,
Sample,02/06/2023 10:19,0,,,12736826,12.202029,3214511,1.048874,0.1631,2638.199951,2316.876154,,0.632124,,4633.752441,
Sample,02/06/2023 10:19,0,,,12737495,12.194545,3214503,1.048871,0.1221,2640.5,2318.820293,,0.632082,,4637.640625,
Sample,02/06/2023 10:19,0,,,12737876,12.190282,3214567,1.048892,0.1124,2636.199951,2315.185634,,0.632418,,4630.371094,
Sample,02/06/2023 10:19,0,,,12737133,12.198595,3214661,1.048923,0.1155,2633.600098,2312.988082,,0.63291,,4625.976074,
Sample,02/06/2023 10:19,0,,,12735988,12.211404,3214687,1.048932,0.142,2636.399902,2315.354645,,0.633046,,4630.709473,
Sample,02/06/2023 10:20,0,,,12735045,12.221954,3214696,1.048935,0.0944,2637.699951,2316.453524,,0.633093,,4632.907227,
Sample,02/06/2023 10:20,0,,,12733188,12.242728,3214595,1.048901,0.165,2641.100098,2319.327532,,0.632564,,4638.655273,
Sample,02/06/2023 10:20,0,,,12731860,12.257584,3214506,1.048872,0.2071,2640.300049,2318.651282,,0.632098,,4637.302734,
Sample,02/06/2023 10:20,0,,,12730177,12.276412,3214498,1.048869,0.187,2638.899902,2317.467795,,0.632056,,4634.935547,
Sample,02/06/2023 10:20,0,,,12729395,12.28516,3214540,1.048883,0.1481,2639.399902,2317.890425,,0.632276,,4635.780762,
Sample,02/06/2023 10:20,0,,,12730028,12.278079,3214537,1.048882,0.1284,2639.300049,2317.806022,,0.632261,,4635.611816,
Sample,02/06/2023 10:20,0,,,12730079,12.277508,3214653,1.04892,0.1152,2637.5,2316.284513,,0.632868,,4632.568848,
Sample,02/06/2023 10:20,0,,,12728748,12.292397,3214587,1.048899,0.1107,2634.199951,2313.495114,,0.632523,,4626.990234,
Sample,02/06/2023 10:20,0,,,12728265,12.2978,3214683,1.04893,0.09,2637.699951,2316.453524,,0.633025,,4632.907227,
Sample,02/06/2023 10:20,0,,,12729109,12.288359,3214511,1.048874,0.138,2636.899902,2315.777275,,0.632124,,4631.554688,
Sample,02/06/2023 10:20,0,,,12728913,12.290552,3214469,1.04886,0.1207,2637.800049,2316.538133,,0.631904,,4633.076172,
Sample,02/06/2023 10:20,0,,,12729944,12.279018,3214611,1.048907,0.149,2639.699951,2318.144044,,0.632648,,4636.288086,
Sample,02/06/2023 10:21,0,,,12728142,12.299176,3214558,1.048889,0.1787,2636,2315.016623,,0.632371,,4630.033203,
Sample,02/06/2023 10:21,0,9408117,5.634691,12727863,12.302297,3214631,1.048913,0.1358,2640,2318.397663,,0.632753,,4636.79541,
Sample,02/06/2023 10:21,0,,,12728610,12.293941,3216404,1.049496,0.1393,2638.300049,2316.960763,,0.642027,,4633.921387,
Sample,02/06/2023 10:21,0,,,12728734,12.292554,3214552,1.048887,0.1251,2639.100098,2317.637012,,0.632339,,4635.273926,
Sample,02/06/2023 10:21,0,,,12728775,12.292095,3214554,1.048888,0.1244,2636.600098,2315.523862,,0.63235,,4631.047852,
Sample,02/06/2023 10:21,0,,,12727657,12.304602,3214530,1.04888,0.1066,2635.300049,2314.424983,,0.632224,,4628.850098,
Sample,02/06/2023 10:21,0,,,12726011,12.323015,3214557,1.048889,0.1088,2635.100098,2314.255972,,0.632365,,4628.511719,
Sample,02/06/2023 10:21,0,,,12724918,12.335241,3214513,1.048874,0.161,2639.5,2317.975033,,0.632135,,4635.950195,
Sample,02/06/2023 10:21,0,,,12723938,12.346204,3214397,1.048836,0.1223,2631.5,2311.212954,,0.631527,,4622.425781,
