UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,02/06/2023 10:45,0,,,12546990,14.325788,4180976,1.366976,0.823,-56.23,0.665259,,4.484908,,1.330519,
Sample,02/06/2023 10:45,0,,,12546991,14.325777,4100178,1.34035,0.9655,-56.609997,0.782443,,4.192044,,1.564887,
Sample,02/06/2023 10:45,0,,,12546965,14.326068,3944231,1.288977,0.7598,-57.099998,0.613287,,3.621454,,1.226574,
Sample,02/06/2023 10:45,0,,,12546943,14.326314,3800002,1.241482,1.0157,-57.870003,0.823725,,3.085015,,1.64745,
Sample,02/06/2023 10:45,0,,,12546942,14.326326,3580178,1.169131,1.4238,-56.620003,1.159324,,2.240269,,2.318647,
Sample,02/06/2023 10:45,0,,,12546963,14.326091,3463929,1.130887,0.8681,-55.18,0.702347,,1.770542,,1.404694,
Sample,02/06/2023 10:45,0,,,12546878,14.327042,3257781,1.063098,0.9806,-52.82,0.794861,,0.851467,,1.589721,
Sample,02/06/2023 10:45,0,,,12564585,14.128792,3218294,1.050117,0.0418,2779.899902,2436.649441,,0.651883,,4873.298828,
Sample,02/06/2023 10:45,0,,,12591498,13.827584,3219292,1.050445,0.0829,2885.300049,2525.739959,,0.657076,,5051.47998,
Sample,02/06/2023 10:45,0,,,12605871,13.666768,3214461,1.048857,0.0055,2767.100098,2425.83028,,0.631862,,4851.660645,
Sample,02/06/2023 10:45,0,,,12616686,13.545779,3214634,1.048914,0.0557,2754.399902,2415.095314,,0.632769,,4830.19043,
Sample,02/06/2023 10:45,0,,,12617487,13.536818,3214775,1.048961,0.2315,2757.100098,2417.377681,,0.633507,,4834.755371,
Sample,02/06/2023 10:46,0,,,12619054,13.519289,3214860,1.048988,0.2199,2757,2417.293072,,0.633952,,4834.585938,
Sample,02/06/2023 10:46,0,9407251,5.62993,12621505,13.491872,3214850,1.048985,0.0206,2767.800049,2426.42192,,0.6339,,4852.84375,
Sample,02/06/2023 10:46,0,,,12623446,13.470159,3214775,1.048961,0.0023,2783.699951,2439.86147,,0.633507,,4879.723145,
Sample,02/06/2023 10:46,0,,,12624000,13.463962,3215022,1.049042,0.0008,2767,2425.745671,,0.634801,,4851.491211,
Sample,02/06/2023 10:46,0,,,12623494,13.469622,3214830,1.048979,0.2072,1984.900024,1764.66792,,0.633795,,3529.335938,
Sample,02/06/2023 10:46,0,,,12622378,13.482106,3214881,1.048995,0.2024,2124.100098,1882.328161,,0.634062,,3764.65625,
Sample,02/06/2023 10:46,0,,,12622588,13.479757,3214959,1.049021,0.1389,2058.199951,1826.625409,,0.634471,,3653.250732,
Sample,02/06/2023 10:46,0,,,12625467,13.447553,3214993,1.049032,0.0846,-233.600006,0.05804,,0.634649,,0.116081,
Sample,02/06/2023 10:46,0,,,12626114,13.440315,3214941,1.049015,0.364,2754.800049,2415.433541,,0.634376,,4830.867188,
Sample,02/06/2023 10:46,0,,,12625428,13.447989,3215106,1.049069,0.0046,2813.899902,2465.388278,,0.63524,,4930.776367,
Sample,02/06/2023 10:46,0,,,12628615,13.41234,3215058,1.049054,0.004,2799.5,2453.216618,,0.634989,,4906.433105,
Sample,02/06/2023 10:46,0,,,12632608,13.367677,3214971,1.049025,0.0107,2806.600098,2459.218046,,0.634534,,4918.436035,
Sample,02/06/2023 10:47,0,,,12635605,13.334155,3214934,1.049013,0.0102,2756.699951,2417.039453,,0.63434,,4834.079102,
Sample,02/06/2023 10:47,0,,,12636505,13.324089,3214939,1.049014,0.0024,2760.899902,2420.589503,,0.634366,,4841.179199,
Sample,02/06/2023 10:47,0,,,12638780,13.298643,3214827,1.048978,0.0038,2760.800049,2420.505101,,0.63378,,4841.010254,
Sample,02/06/2023 10:47,0,,,12640307,13.281564,3215134,1.049079,0.2297,2721.399902,2387.201737,,0.635387,,4774.40332,
Sample,02/06/2023 10:47,0,,,12640734,13.276788,3214862,1.048989,0.1048,2475,2178.929779,,0.633963,,4357.859375,
Sample,02/06/2023 10:47,0,,,12638269,13.304358,3215006,1.049036,0.1084,3103.399902,2710.09102,,0.634717,,5420.182129,
Sample,02/06/2023 10:47,0,,,12639190,13.294057,3214962,1.049022,0.0814,2782.199951,2438.59358,,0.634486,,4877.187012,
Sample,02/06/2023 10:47,0,,,12638123,13.305991,3214875,1.048993,0.0878,2596.600098,2281.713466,,0.634031,,4563.426758,
Sample,02/06/2023 10:47,0,,,12638450,13.302334,3215044,1.049049,0.0274,2788.800049,2444.172378,,0.634916,,4888.344727,
Sample,02/06/2023 10:47,0,9407302,5.63021,12638547,13.301249,3215023,1.049042,0.1127,3126.5,2729.616607,,0.634806,,5459.233398,
Sample,02/06/2023 10:47,0,,,12637549,13.312411,3215050,1.049051,0.1684,2796.899902,2451.01886,,0.634947,,4902.037598,
Sample,02/06/2023 10:47,0,,,12636571,13.32335,3214913,1.049006,0.0178,2781.899902,2438.339961,,0.63423,,4876.679688,
Sample,02/06/2023 10:48,0,,,12634841,13.3427,3214921,1.049008,0.0087,2784.199951,2440.2841,,0.634272,,4880.568359,
Sample,02/06/2023 10:48,0,,,12636109,13.328518,3214912,1.049006,0.0021,2782.100098,2438.509178,,0.634225,,4877.018555,
Sample,02/06/2023 10:48,0,,,12637995,13.307423,3215195,1.049099,0.0022,2781.600098,2438.086548,,0.635706,,4876.17334,
Sample,02/06/2023 10:48,0,,,12637967,13.307736,3215110,1.049071,0.0186,2788.899902,2444.25678,,0.635261,,4888.513672,
Sample,02/06/2023 10:48,0,,,12636240,13.327053,3215095,1.049066,0.0337,2788.600098,2444.003368,,0.635183,,4888.006836,
Sample,02/06/2023 10:48,0,,,12635478,13.335576,3215205,1.049102,0.0161,2787.199951,2442.81988,,0.635758,,4885.639648,
Sample,02/06/2023 10:48,0,,,12635953,13.330263,3215228,1.049109,0.0122,2781.5,2438.00194,,0.635879,,4876.003906,
Sample,02/06/2023 10:48,0,,,12637347,13.314671,3215328,1.049142,0.0031,2785.899902,2441.721001,,0.636402,,4883.441895,
Sample,02/06/2023 10:48,0,,,12638302,13.303989,3215299,1.049133,0.0016,2785,2440.960349,,0.63625,,4881.920898,
Sample,02/06/2023 10:48,0,,,12638212,13.304996,3215186,1.049096,0.0003,2766,2424.900411,,0.635659,,4849.800781,
Sample,02/06/2023 10:48,0,,,12638562,13.301081,3215679,1.049258,0.0012,2783.699951,2439.86147,,0.638238,,4879.723145,
Sample,02/06/2023 10:48,0,,,12641062,13.273119,3215397,1.049165,0.005,2791.300049,2446.285528,,0.636763,,4892.571289,
Sample,02/06/2023 10:49,0,,,12643134,13.249945,3215366,1.049155,0.0123,2789.199951,2444.5104,,0.636601,,4889.020996,
Sample,02/06/2023 10:49,0,,,12644215,13.237854,3215507,1.049201,0.0029,2790.800049,2445.862898,,0.637338,,4891.725586,
Sample,02/06/2023 10:49,0,,,12644644,13.233056,3215378,1.049159,0.0017,2790.699951,2445.77829,,0.636664,,4891.556641,
Sample,02/06/2023 10:49,0,,,12646788,13.209077,3215518,1.049205,0.0017,2785.399902,2441.298371,,0.637396,,4882.59668,
Sample,02/06/2023 10:49,0,,,12649029,13.184012,3215586,1.049227,0.0097,2785.399902,2441.298371,,0.637752,,4882.59668,
Sample,02/06/2023 10:49,0,9407107,5.629138,12649811,13.175266,3215423,1.049174,0.0119,2760,2419.828852,,0.636899,,4839.657715,
Sample,02/06/2023 10:49,0,,,12651769,13.153368,3215411,1.04917,0.0075,2782.300049,2438.678189,,0.636836,,4877.356445,
Sample,02/06/2023 10:49,0,,,12653499,13.134019,3215458,1.049185,0.0016,2790.100098,2445.271257,,0.637082,,4890.54248,
Sample,02/06/2023 10:49,0,,,12650985,13.162136,3215283,1.049127,0.0041,2783.600098,2439.777068,,0.636167,,4879.554199,
Sample,02/06/2023 10:49,0,,,12648516,13.18975,3215237,1.049112,0.0031,2785.300049,2441.213969,,0.635926,,4882.427734,
Sample,02/06/2023 10:49,0,,,12649791,13.17549,3215241,1.049114,0.0018,2798,2451.948728,,0.635947,,4903.897461,
Sample,02/06/2023 10:49,0,,,12649723,13.176251,3215578,1.049224,0.0047,2782,2438.42457,,0.63771,,4876.849121,
Sample,02/06/2023 10:50,0,,,12648376,13.191316,3215524,1.049207,0.0047,2783.199951,2439.43884,,0.637427,,4878.877441,
Sample,02/06/2023 10:50,0,,,12649332,13.180624,3215701,1.049265,0.0077,2769,2427.436191,,0.638353,,4854.872559,
Sample,02/06/2023 10:50,0,,,12649216,13.181921,3216116,1.049401,0.0085,2766.800049,2425.57666,,0.640522,,4851.15332,
Sample,02/06/2023 10:50,0,,,12653191,13.137464,3215879,1.049323,0.0028,2767.199951,2425.914682,,0.639284,,4851.82959,
Sample,02/06/2023 10:50,0,,,12657528,13.088958,3215898,1.04933,0.0092,2779,2435.88879,,0.639383,,4871.777344,
Sample,02/06/2023 10:50,0,,,12659768,13.063906,3215972,1.049354,0.0224,2788.100098,2443.580738,,0.63977,,4887.161621,
Sample,02/06/2023 10:50,0,,,12656430,13.101238,3216019,1.049369,0.022,2802,2455.329768,,0.640015,,4910.659668,
Sample,02/06/2023 10:50,0,,,12656546,13.099941,3215926,1.049339,0.0096,2791.699951,2446.623549,,0.639529,,4893.24707,
Sample,02/06/2023 10:50,0,,,12657210,13.092515,3215995,1.049362,0.0128,2789,2444.341389,,0.63989,,4888.682617,
Sample,02/06/2023 10:50,0,,,12659494,13.066971,3215850,1.049314,0.012,2783.699951,2439.86147,,0.639132,,4879.723145,
Sample,02/06/2023 10:50,0,,,12660713,13.053338,3215998,1.049363,0.0008,2777,2434.19827,,0.639906,,4868.396484,
Sample,02/06/2023 10:50,0,,,12663094,13.026709,3215994,1.049361,0.0049,2782.699951,2439.01621,,0.639885,,4878.032227,
Sample,02/06/2023 10:51,0,,,12662673,13.031417,3216097,1.049395,0.0013,2780.800049,2437.410299,,0.640423,,4874.820801,
Sample,02/06/2023 10:51,0,9407037,5.628753,12662998,13.027782,3216120,1.049403,0.0177,2781,2437.57931,,0.640543,,4875.158691,
Sample,02/06/2023 10:51,0,,,12663055,13.027145,3216155,1.049414,0.0028,2788.5,2443.918759,,0.640726,,4887.837402,
Sample,02/06/2023 10:51,0,,,12661837,13.040767,3216307,1.049464,0.0024,2793.5,2448.145059,,0.64152,,4896.290039,
Sample,02/06/2023 10:51,0,,,12659800,13.063548,3216273,1.049453,0.0312,2796.899902,2451.01886,,0.641343,,4902.037598,
Sample,02/06/2023 10:51,0,,,12659359,13.068481,3216090,1.049393,0.028,2803.399902,2456.513049,,0.640387,,4913.025879,
Sample,02/06/2023 10:51,0,,,12659595,13.065841,3216135,1.049408,0.019,2799,2452.793988,,0.640622,,4905.587891,
Sample,02/06/2023 10:51,0,,,12658844,13.07424,3216267,1.049451,0.0172,2798.699951,2452.540369,,0.641311,,4905.080566,
Sample,02/06/2023 10:51,0,,,12659766,13.063929,3216307,1.049464,0.014,2798.899902,2452.709379,,0.64152,,4905.418945,
Sample,02/06/2023 10:51,0,,,12660382,13.057039,3216515,1.049532,0.0136,2796.5,2450.680838,,0.642607,,4901.361816,
Sample,02/06/2023 10:51,0,,,12659585,13.065953,3216375,1.049486,0.0071,2793,2447.722429,,0.641876,,4895.444824,
Sample,02/06/2023 10:51,0,,,12660666,13.053863,3216217,1.049434,0.0289,2799.899902,2453.554639,,0.64105,,4907.109375,
Sample,02/06/2023 10:52,0,,,12661000,13.050128,3216269,1.049452,0.0177,2796.699951,2450.849849,,0.641322,,4901.699707,
Sample,02/06/2023 10:52,0,,,12660683,13.053673,3216209,1.049432,0.0037,2413.5,2126.946295,,0.641008,,4253.892578,
Sample,02/06/2023 10:52,0,,,12660159,13.059533,3216306,1.049464,0.0394,-536.700012,0.02087,,0.641515,,0.041741,
Sample,02/06/2023 10:52,0,,,12662008,13.038854,3216334,1.049473,0.014,2001.699951,1778.868225,,0.641661,,3557.736328,
Sample,02/06/2023 10:52,0,,,12660416,13.056659,3216167,1.049418,0.0291,1236.599976,1132.159892,,0.640789,,2264.319824,
Sample,02/06/2023 10:52,0,,,12661584,13.043596,3216291,1.049459,0.0507,2402.100098,2117.310414,,0.641437,,4234.620605,
Sample,02/06/2023 10:52,0,,,12663034,13.02738,3216139,1.049409,0.0371,2639.399902,2317.890425,,0.640643,,4635.780762,
Sample,02/06/2023 10:52,0,,,12666336,12.990451,3216364,1.049483,0.0387,2101.5,1863.225204,,0.641818,,3726.450439,
Sample,02/06/2023 10:52,0,,,12668309,12.968385,3216279,1.049455,0.0376,2804.300049,2457.273907,,0.641374,,4914.547852,
Sample,02/06/2023 10:52,0,9407067,5.628918,12665887,12.995472,3216007,1.049365,0.0429,2807.300049,2459.809686,,0.639953,,4919.619141,
Sample,02/06/2023 10:52,0,,,12665461,13.000237,3216541,1.049541,0.0252,2801.199951,2454.653519,,0.642742,,4909.307129,
Sample,02/06/2023 10:52,0,,,12665960,12.994656,3216587,1.049556,0.005,2793.600098,2448.229667,,0.642983,,4896.459473,
Sample,02/06/2023 10:53,0,,,12666152,12.992509,3216595,1.049559,0.0028,2789.199951,2444.5104,,0.643024,,4889.020996,
Sample,02/06/2023 10:53,0,,,12666131,12.992743,3216571,1.049551,0.0163,2789.899902,2445.10204,,0.642899,,4890.204102,
Sample,02/06/2023 10:53,0,,,12667696,12.975241,3216505,1.049529,0.0151,2791.899902,2446.79256,,0.642554,,4893.584961,
Sample,02/06/2023 10:53,0,,,12665776,12.996714,3216707,1.049596,0.0015,2792.800049,2447.553418,,0.643609,,4895.106934,
Sample,02/06/2023 10:53,0,,,12666680,12.986603,3216744,1.049608,0.0066,2795.5,2449.835578,,0.643802,,4899.671387,
Sample,02/06/2023 10:53,0,,,12667312,12.979535,3216672,1.049584,0.0011,2792.100098,2446.961777,,0.643426,,4893.92334,
Sample,02/06/2023 10:53,0,,,12666687,12.986525,3216446,1.04951,0.002,2794.899902,2449.32834,,0.642246,,4898.656738,
Sample,02/06/2023 10:53,0,,,12665999,12.99422,3216578,1.049553,0.014,2799.100098,2452.878597,,0.642936,,4905.757324,
Sample,02/06/2023 10:53,0,,,12665816,12.996266,3216735,1.049605,0.0001,2797.899902,2451.86412,,0.643755,,4903.728027,
Sample,02/06/2023 10:53,0,,,12666380,12.989959,3216733,1.049604,0.0302,2798.300049,2452.202347,,0.643745,,4904.404785,
Sample,02/06/2023 10:53,0,,,12669805,12.951654,3216870,1.049649,0.0024,2772.600098,2430.479209,,0.64446,,4860.958496,
Sample,02/06/2023 10:53,0,,,12676160,12.880581,3216537,1.04954,0.0094,2789.800049,2445.017638,,0.642722,,4890.035156,
Sample,02/06/2023 10:54,0,,,12678868,12.850295,3216805,1.049628,0.0018,2793.100098,2447.807037,,0.644121,,4895.614258,
Sample,02/06/2023 10:54,0,,,12679705,12.840935,3216825,1.049634,0.0076,2790.399902,2445.52467,,0.644225,,4891.049316,
Sample,02/06/2023 10:54,0,,,12679751,12.84042,3216708,1.049596,0.0163,2787.100098,2442.735478,,0.643614,,4885.471191,
Sample,02/06/2023 10:54,0,,,12682329,12.811588,3216241,1.049442,0.4841,2713.800049,2380.777885,,0.641176,,4761.555664,
Sample,02/06/2023 10:54,0,,,12682645,12.808054,3216444,1.049509,0.1045,2701.300049,2370.212137,,0.642236,,4740.424316,
Sample,02/06/2023 10:54,0,9406915,5.628083,12681948,12.815849,3216444,1.049509,0.0155,2733.199951,2397.175845,,0.642236,,4794.351562,
Sample,02/06/2023 10:54,0,,,12680349,12.833732,3216406,1.049497,0.0016,2717.5,2383.905306,,0.642037,,4767.810547,
Sample,02/06/2023 10:54,0,,,12678720,12.851951,3216518,1.049533,0.0027,2717.399902,2383.820697,,0.642622,,4767.641602,
Sample,02/06/2023 10:54,0,,,12679898,12.838776,3216305,1.049463,0.0023,2719,2385.173196,,0.64151,,4770.346191,
Sample,02/06/2023 10:54,0,,,12681010,12.82634,3216224,1.049437,0.0027,2720.100098,2386.103064,,0.641087,,4772.206055,
Sample,02/06/2023 10:54,0,,,12681527,12.820558,3216367,1.049484,0.0033,2712.100098,2379.340985,,0.641834,,4758.682129,
Sample,02/06/2023 10:54,0,,,12683047,12.803558,3216367,1.049484,0.0051,2718.800049,2385.004185,,0.641834,,4770.008301,
Sample,02/06/2023 10:55,0,,,12684082,12.791983,3216288,1.049458,0.003,2720.5,2386.441085,,0.641421,,4772.882324,
Sample,02/06/2023 10:55,0,,,12684653,12.785597,3216555,1.049546,0.0071,2719.800049,2385.849445,,0.642816,,4771.69873,
Sample,02/06/2023 10:55,0,,,12684307,12.789466,3216325,1.04947,0.0076,2717.800049,2384.158925,,0.641614,,4768.317871,
Sample,02/06/2023 10:55,0,,,12684484,12.787487,3216527,1.049536,0.0071,2718.199951,2384.496946,,0.642669,,4768.993652,
Sample,02/06/2023 10:55,0,,,12685192,12.779569,3216708,1.049596,0.0048,2718.199951,2384.496946,,0.643614,,4768.993652,
Sample,02/06/2023 10:55,0,,,12686983,12.759538,3216494,1.049526,0.0074,2719.199951,2385.342206,,0.642497,,4770.68457,
Sample,02/06/2023 10:55,0,,,12688269,12.745156,3216357,1.049481,0.0006,2725.800049,2390.921004,,0.641781,,4781.841797,
Sample,02/06/2023 10:55,0,,,12687177,12.757369,3218428,1.050161,0.113,3067.199951,2679.492653,,0.652581,,5358.985352,
Sample,02/06/2023 10:55,0,,,12688092,12.747135,3218395,1.05015,0.1043,2915.100098,2550.928745,,0.652409,,5101.857422,
Sample,02/06/2023 10:55,0,,,12689613,12.730124,3218304,1.050121,0.1016,3252.899902,2836.457376,,0.651935,,5672.914551,
Sample,02/06/2023 10:55,0,,,12686606,12.763755,3218200,1.050086,0.1077,3260,2842.458804,,0.651394,,5684.91748,
Sample,02/06/2023 10:55,0,,,12687119,12.758017,3218224,1.050094,0.1026,3247.5,2831.893055,,0.651519,,5663.786133,
Sample,02/06/2023 10:56,0,,,12686730,12.762368,3218195,1.050085,0.1036,3256.699951,2839.669405,,0.651368,,5679.338867,
Sample,02/06/2023 10:56,0,9406801,5.627456,12684434,12.788046,3218344,1.050134,0.1112,3281.600098,2860.716501,,0.652144,,5721.433105,
Sample,02/06/2023 10:56,0,,,12687382,12.755076,3218767,1.050273,0.1146,3261.100098,2843.388673,,0.654345,,5686.777344,
Sample,02/06/2023 10:56,0,,,12690311,12.722318,3218415,1.050157,0.1107,3269.600098,2850.573382,,0.652513,,5701.146973,
Sample,02/06/2023 10:56,0,,,12692280,12.700297,3218308,1.050122,0.1168,3249.100098,2833.245554,,0.651956,,5666.491211,
Sample,02/06/2023 10:56,0,,,12696985,12.647675,3218447,1.050168,0.1122,3271.899902,2852.517314,,0.65268,,5705.034668,
Sample,02/06/2023 10:56,0,,,12701307,12.599336,3218102,1.050054,0.0982,3274.100098,2854.377051,,0.650883,,5708.753906,
Sample,02/06/2023 10:56,0,,,12706281,12.543704,3218096,1.050052,0.1024,3279.699951,2859.110383,,0.650852,,5718.220703,
Sample,02/06/2023 10:56,0,,,12712224,12.477232,3218646,1.050233,0.0954,3274,2854.292443,,0.653716,,5708.584961,
Sample,02/06/2023 10:56,0,,,12712334,12.476001,3218249,1.050102,0.0888,3242.399902,2827.582147,,0.651649,,5655.164062,
Sample,02/06/2023 10:56,0,,,12715439,12.441271,3218251,1.050103,0.0836,3273,2853.447183,,0.651659,,5706.894531,
Sample,02/06/2023 10:56,0,,,12713899,12.458496,3218372,1.050143,0.1009,3284.600098,2863.25228,,0.652289,,5726.504395,
Sample,02/06/2023 10:57,0,,,12712880,12.469894,3218283,1.050114,0.0747,3277.699951,2857.419863,,0.651826,,5714.839844,
Sample,02/06/2023 10:57,0,,,12713168,12.466673,3218392,1.050149,0.0768,3240.300049,2825.807225,,0.652394,,5651.614258,
Sample,02/06/2023 10:57,0,,,12716691,12.427267,3218421,1.050159,0.1132,3273.600098,2853.954421,,0.652545,,5707.908691,
Sample,02/06/2023 10:57,0,,,12713771,12.459928,3218576,1.05021,0.1009,3281.5,2860.631892,,0.653351,,5721.263672,
Sample,02/06/2023 10:57,0,,,12713970,12.457702,3218622,1.050225,0.1277,2181.800049,1931.099616,,0.653591,,3862.199219,
Sample,02/06/2023 10:57,0,,,12714999,12.446192,3218552,1.050202,0.0087,2793.600098,2448.229667,,0.653226,,4896.459473,
Sample,02/06/2023 10:57,0,,,12715280,12.443049,3216540,1.049541,0.2863,2726.300049,2391.343634,,0.642737,,4782.6875,
Sample,02/06/2023 10:57,0,,,12711759,12.482433,3216807,1.049628,0.0391,2802,2455.329768,,0.644131,,4910.659668,
Sample,02/06/2023 10:57,0,,,12707002,12.535639,3216785,1.049621,0.0045,2785.5,2441.382979,,0.644016,,4882.766113,
Sample,02/06/2023 10:57,0,9406604,5.626373,12702771,12.582962,3216847,1.049642,0.0024,2814.100098,2465.557495,,0.64434,,4931.114746,
Sample,02/06/2023 10:57,0,,,12699523,12.619289,3216955,1.049677,0.0126,2819.699951,2470.290827,,0.644904,,4940.581543,
Sample,02/06/2023 10:57,0,,,12698059,12.635663,3216698,1.049593,0.0137,2859.199951,2503.678593,,0.643562,,5007.357422,
Sample,02/06/2023 10:58,0,,,12697942,12.636972,3217198,1.049757,0.0144,2840,2487.449644,,0.646171,,4974.899414,
Sample,02/06/2023 10:58,0,,,12703303,12.577012,3217145,1.04974,0.022,2901,2539.010498,,0.645895,,5078.020996,
Sample,02/06/2023 10:58,0,,,12707465,12.530461,3217086,1.04972,0.1267,2844.5,2491.253314,,0.645587,,4982.506836,
Sample,02/06/2023 10:58,0,,,12710261,12.499188,3217205,1.049759,0.0956,2856.399902,2501.311824,,0.646208,,5002.623535,
Sample,02/06/2023 10:58,0,,,12708645,12.517263,3217259,1.049777,0.0079,2850.300049,2496.155862,,0.64649,,4992.311523,
Sample,02/06/2023 10:58,0,,,12706168,12.544968,3217360,1.04981,0.0159,2845.100098,2491.760552,,0.647016,,4983.520996,
Sample,02/06/2023 10:58,0,,,12702873,12.581821,3217344,1.049805,0.0166,2840.300049,2487.703263,,0.646933,,4975.406738,
Sample,02/06/2023 10:58,0,,,12700139,12.612399,3217276,1.049783,0.0221,2840.800049,2488.125893,,0.646578,,4976.251953,
Sample,02/06/2023 10:58,0,,,12697596,12.640841,3217078,1.049718,0.0026,2860.699951,2504.946483,,0.645545,,5009.893066,
Sample,02/06/2023 10:58,0,,,12695846,12.660414,3217318,1.049796,0.0127,2840.5,2487.872274,,0.646797,,4975.744629,
Sample,02/06/2023 10:58,0,,,12694023,12.680803,3217389,1.04982,0.0097,2848.899902,2494.972375,,0.647168,,4989.944824,
Sample,02/06/2023 10:58,0,,,12693831,12.68295,3217379,1.049816,0.014,2871.5,2514.075331,,0.647115,,5028.150879,
Sample,02/06/2023 10:59,0,,,12695381,12.665614,3217682,1.049916,0.0282,2869.199951,2512.131192,,0.648695,,5024.262207,
Sample,02/06/2023 10:59,0,,,12696391,12.654318,3217629,1.049899,6.9728,2820.899902,2471.305097,,0.648419,,4942.610352,
Sample,02/06/2023 10:59,0,,,12696173,12.656757,3217495,1.049855,0.0174,2856.300049,2501.227422,,0.64772,,5002.455078,
Sample,02/06/2023 10:59,0,,,12693220,12.689783,3217664,1.04991,9.2004,2833.399902,2481.870846,,0.648601,,4963.741699,
Sample,02/06/2023 10:59,0,,,12693267,12.689258,3217443,1.049837,6.971601,2830,2478.997045,,0.647449,,4957.994141,
Sample,02/06/2023 10:59,0,9406542,5.626032,12691871,12.704871,3217542,1.04987,0.0043,2835,2483.223345,,0.647965,,4966.446777,
Sample,02/06/2023 10:59,0,,,12689847,12.727507,3217319,1.049797,0.0023,2749.600098,2411.038231,,0.646802,,4822.07666,
Sample,02/06/2023 10:59,0,,,12687915,12.749115,3217516,1.049861,0.0081,2759.899902,2419.744243,,0.64783,,4839.488281,
Sample,02/06/2023 10:59,0,,,12687356,12.755367,3217607,1.049891,0.0033,2749.899902,2411.291644,,0.648304,,4822.583496,
Sample,02/06/2023 10:59,0,,,12689065,12.736253,3217633,1.0499,0.011,2750.800049,2412.052502,,0.64844,,4824.10498,
Sample,02/06/2023 10:59,0,,,12691027,12.71431,3217728,1.049931,0.0066,2759.699951,2419.575232,,0.648935,,4839.150391,
Sample,02/06/2023 10:59,0,,,12689815,12.727865,3217411,1.049827,0.0033,2766.5,2425.323041,,0.647282,,4850.645996,
Sample,02/06/2023 11:00,0,,,12687088,12.758364,3217418,1.049829,0.0038,2760.699951,2420.420492,,0.647319,,4840.84082,
Sample,02/06/2023 11:00,0,,,12687342,12.755523,3217672,1.049913,0.0176,2755.600098,2416.109791,,0.648643,,4832.219727,
Sample,02/06/2023 11:00,0,,,12686347,12.766651,3217575,1.049881,0.0005,2763.800049,2423.040881,,0.648137,,4846.081543,
Sample,02/06/2023 11:00,0,,,12688938,12.737674,3217607,1.049891,0.0211,2763,2422.364631,,0.648304,,4844.729492,
Sample,02/06/2023 11:00,0,,,12686777,12.761842,3217761,1.049942,0.001,2757,2417.293072,,0.649107,,4834.585938,
Sample,02/06/2023 11:00,0,,,12683922,12.793772,3217688,1.049918,0.0042,2765.899902,2424.815803,,0.648726,,4849.631836,
Sample,02/06/2023 11:00,0,,,12686634,12.763442,3217615,1.049894,0.0065,2753.199951,2414.081043,,0.648346,,4828.162109,
Sample,02/06/2023 11:00,0,,,12686901,12.760455,3217596,1.049888,0.0092,2765.5,2424.477781,,0.648247,,4848.955566,
Sample,02/06/2023 11:00,0,,,12685639,12.77457,3217610,1.049892,0.0061,2777.600098,2434.705509,,0.64832,,4869.411133,
Sample,02/06/2023 11:00,0,,,12681799,12.817516,3217891,1.049985,0.0006,2781.199951,2437.74832,,0.649784,,4875.496582,
Sample,02/06/2023 11:00,0,,,12680258,12.83475,3217865,1.049976,0.0015,2779.800049,2436.565039,,0.649649,,4873.129883,
Sample,02/06/2023 11:00,0,,,12682139,12.813713,3217857,1.049974,0.0058,2773.5,2431.23986,,0.649607,,4862.479492,
Sample,02/06/2023 11:01,0,,,12684060,12.792229,3217970,1.050011,0.0063,2769.800049,2428.11244,,0.650196,,4856.225098,
Sample,02/06/2023 11:01,0,9406488,5.625735,12683229,12.801523,3217606,1.049891,0.0065,2770,2428.281451,,0.648299,,4856.562988,
Sample,02/06/2023 11:01,0,,,12679463,12.843641,3217498,1.049856,0.2349,2650.399902,2327.188284,,0.647736,,4654.376465,
Sample,02/06/2023 11:01,0,,,12676887,12.872451,3217371,1.049814,0.2158,2296.199951,2027.797267,,0.647074,,4055.594482,
Sample,02/06/2023 11:01,0,,,12675087,12.892581,3217448,1.049839,0.2385,2780.399902,2437.072071,,0.647475,,4874.144043,
Sample,02/06/2023 11:01,0,,,12674549,12.898598,3217499,1.049856,0.036,2784.300049,2440.368709,,0.647741,,4880.737305,
Sample,02/06/2023 11:01,0,,,12674177,12.902759,3217740,1.049935,0.0117,2777.600098,2434.705509,,0.648997,,4869.411133,
Sample,02/06/2023 11:01,0,,,12673764,12.907377,3217808,1.049957,0.0022,2772.600098,2430.479209,,0.649352,,4860.958496,
Sample,02/06/2023 11:01,0,,,12671506,12.93263,3217674,1.049913,0.0071,2770.399902,2428.619472,,0.648653,,4857.23877,
Sample,02/06/2023 11:01,0,,,12670159,12.947695,3217787,1.049951,0.0126,2761.899902,2421.434763,,0.649242,,4842.869629,
Sample,02/06/2023 11:01,0,,,12668348,12.967949,3217950,1.050004,0.1186,2323.5,2050.872903,,0.650092,,4101.745605,
Sample,02/06/2023 11:01,0,,,12668195,12.96966,3217846,1.04997,0.1527,2064.399902,1831.865979,,0.64955,,3663.731934,
Sample,02/06/2023 11:02,0,,,12666722,12.986134,3217784,1.04995,0.1334,2219.800049,1963.219492,,0.649227,,3926.438965,
