Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,VBAT
07/09/2023 08:38,25.47,3934,5544,75,0.36,8.72,0.6,4,3.72
07/09/2023 08:38,25.66,3903,5477,73,-0.21,7.3,1.57,12,3.72
07/09/2023 08:38,25.92,3903,5483,73,0.23,10,0.18,1,3.72
07/09/2023 08:38,26.12,3897,5473,73,0.23,10.01,0.19,1,3.72
07/09/2023 08:39,26.3,3880,5440,72,0.23,10.02,0.18,1,3.72
07/09/2023 08:39,26.48,3888,5456,73,0.23,10.01,0.19,1,3.72
07/09/2023 08:39,26.6,3891,5461,73,0.23,10,0.2,1,3.72
07/09/2023 08:39,26.69,3942,5496,71,-0.92,-7.55,4.96,33,3.76
07/09/2023 09:00,25.94,3971,5629,79,0.23,10,0.32,2,3.73
07/09/2023 09:00,26.16,3954,5594,78,0.23,10.01,0.31,2,3.73
07/09/2023 09:00,26.39,3949,5586,78,0.23,10,0.31,2,3.73
07/09/2023 09:00,26.59,3957,5604,78,0.23,9.99,0.31,2,3.73
07/09/2023 09:01,26.74,3984,5661,80,0.22,10.01,0.3,2,3.73
07/09/2023 09:01,26.92,3996,5686,81,0.22,10,0.3,2,3.73
07/09/2023 09:01,27,3976,5646,80,0.22,10,0.31,2,3.73
07/09/2023 09:01,27.12,3968,5629,79,0.24,10,0.32,2,3.73
07/09/2023 09:02,27.19,3984,5662,80,0.23,9.99,0.31,2,3.73
07/09/2023 09:02,27.26,3993,5683,81,0.23,10,0.31,2,3.73
07/09/2023 09:02,27.34,4000,5698,82,0.22,10,0.3,2,3.73
07/09/2023 09:02,27.38,4001,5700,82,0.22,10,0.31,2,3.73
07/09/2023 09:03,27.43,4000,5698,82,0.2,9.98,0.31,2,3.73
07/09/2023 09:03,27.46,3998,5693,81,0.22,10.01,0.3,2,3.73
07/09/2023 09:03,27.5,3997,5692,81,0.21,9.99,0.31,2,3.73
07/09/2023 09:03,27.5,3996,5690,81,0.23,10,0.31,2,3.73
07/09/2023 09:04,27.56,3992,5681,81,0.22,10,0.31,2,3.73
07/09/2023 09:04,27.56,3970,5637,79,0.22,10,0.32,2,3.73
07/09/2023 09:04,27.56,3955,5604,78,0.23,10,0.3,2,3.73
07/09/2023 09:04,27.56,3941,5576,77,0.23,10.01,0.32,2,3.73
07/09/2023 09:05,27.62,3924,5540,76,0.22,10,0.3,2,3.73
07/09/2023 09:05,27.62,3929,5550,76,0.23,10,0.31,2,3.73
07/09/2023 09:05,27.62,3938,5568,77,0.22,10,0.31,2,3.72
07/09/2023 09:05,27.62,3945,5583,78,0.22,10,0.32,2,3.73
07/09/2023 09:05,27.62,3953,5600,78,0.23,10.01,0.31,2,3.72
07/09/2023 09:06,27.62,3964,5625,79,0.22,10,0.32,2,3.73
07/09/2023 09:06,27.62,3973,5642,80,0.22,10,0.31,2,3.73
07/09/2023 09:06,27.62,3980,5657,80,0.23,10,0.31,2,3.73
07/09/2023 09:06,27.62,3971,5639,80,0.23,10,0.31,2,3.72
07/09/2023 09:07,27.62,3970,5634,79,0.23,10,0.32,2,3.72
07/09/2023 09:07,27.62,3967,5629,79,0.23,10,0.31,2,3.72
07/09/2023 09:07,27.62,3966,5629,79,0.23,10,0.32,2,3.73
07/09/2023 09:07,27.62,3947,5590,78,0.22,10.01,0.31,2,3.73
07/09/2023 09:08,27.62,3934,5563,77,0.23,10,0.31,2,3.72
07/09/2023 09:08,27.62,3932,5558,77,0.22,9.99,0.32,2,3.73
07/09/2023 09:08,27.62,3946,5585,78,0.22,10,0.32,2,3.73
07/09/2023 09:08,27.62,3944,5582,78,0.25,10,0.31,2,3.72
07/09/2023 09:09,27.62,3937,5569,77,0.23,10,0.32,2,3.73
07/09/2023 09:09,27.62,3943,5580,78,0.22,10,0.3,2,3.73
07/09/2023 09:09,27.62,3948,5590,78,0.22,10,0.3,2,3.73
07/09/2023 09:09,27.62,3951,5596,78,0.22,10,0.3,2,3.72
07/09/2023 09:10,27.62,3950,5596,78,0.22,10.01,0.31,2,3.72
07/09/2023 09:10,27.62,3954,5603,78,0.22,10,0.31,2,3.72
07/09/2023 09:10,27.62,3955,5605,79,0.22,9.99,0.31,2,3.72
07/09/2023 09:10,27.62,3947,5589,78,0.21,9.99,0.31,2,3.72
07/09/2023 09:11,27.62,3945,5583,78,0.21,10,0.31,2,3.72
07/09/2023 09:29,26.2,3867,5400,70,0.23,10,0.21,1,3.73
07/09/2023 09:29,26.42,3864,5396,70,0.21,9.99,0.22,1,3.73
07/09/2023 09:29,26.67,3865,5397,70,0.22,10,0.24,1,3.73
07/09/2023 09:29,26.89,3865,5399,70,0.22,10,0.25,1,3.73
07/09/2023 09:30,27.08,3873,5416,71,0.22,10,0.24,1,3.73
07/09/2023 09:30,27.23,3907,5482,73,0.22,10,0.23,1,3.73
07/09/2023 09:30,27.37,3912,5492,73,0.22,10,0.25,1,3.73
07/09/2023 09:30,27.48,3926,5518,74,0.25,9.99,0.32,2,3.73
07/09/2023 09:31,27.6,3928,5523,74,0.23,10,0.24,1,3.73
07/09/2023 09:31,27.68,3946,5559,75,0.22,10,0.24,1,3.73
07/09/2023 09:31,27.73,3926,5520,74,0.23,9.99,0.23,1,3.73
07/09/2023 09:31,27.81,3910,5491,73,0.21,10,0.24,1,3.73
07/09/2023 09:32,27.86,3911,5491,73,0.2,10,0.25,1,3.73
07/09/2023 09:32,27.89,3882,5434,71,0.23,10,0.24,1,3.73
07/09/2023 09:32,27.94,3878,5427,71,0.22,10,0.23,1,3.73
07/09/2023 09:32,27.98,3878,5427,71,0.22,10.01,0.24,1,3.73
07/09/2023 09:33,28.03,3881,5434,72,0.23,10,0.25,1,3.73
