Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,VBAT
26/09/2024 14:03,23.06,3309,5200,111,-2.44,0.57,-9.31,86,3.6
26/09/2024 14:03,23.06,3282,5127,107,-2.43,0.57,-9.31,86,3.6
26/09/2024 14:03,23.06,3262,5073,105,-2.44,0.57,-9.3,86,3.6
26/09/2024 14:03,23.06,3251,5039,103,-2.44,0.58,-9.32,86,3.59
26/09/2024 14:04,23.02,3263,5071,104,-2.43,0.57,-9.33,86,3.6
26/09/2024 14:04,23.02,3265,5075,104,-2.44,0.57,-9.31,86,3.6
26/09/2024 14:04,23,3272,5092,105,-2.44,0.56,-9.32,86,3.6
26/09/2024 14:04,23,3291,5139,108,-2.44,0.57,-9.32,86,3.6
26/09/2024 14:05,23,3304,5167,109,-2.43,0.57,-9.33,86,3.6
26/09/2024 14:05,23,3331,5237,112,-2.44,0.58,-9.33,86,3.6
26/09/2024 14:05,23,3357,5308,116,-2.43,0.56,-9.3,86,3.6
26/09/2024 14:05,23,3377,5361,119,-2.43,0.58,-9.32,86,3.6
26/09/2024 14:06,22.96,3347,5273,114,-2.44,0.57,-9.3,86,3.59
26/09/2024 14:06,22.96,3303,5142,106,-2.43,0.57,-9.34,86,3.59
26/09/2024 14:06,22.96,3293,5103,104,-2.43,0.58,-9.3,86,3.6
26/09/2024 14:06,22.94,3322,5167,106,-2.44,0.57,-9.33,86,3.59
26/09/2024 14:07,22.94,3413,5408,119,-2.44,0.57,-9.32,86,3.59
26/09/2024 14:07,22.94,3525,5711,136,-2.44,0.56,-9.31,86,3.6
26/09/2024 14:07,22.94,3548,5768,139,-2.44,0.57,-9.32,86,3.59
26/09/2024 14:07,22.94,3558,5777,138,-2.44,0.58,-9.31,86,3.59
26/09/2024 14:08,22.94,3501,5659,133,-2.43,0.56,-9.33,86,3.59
26/09/2024 14:08,22.89,3439,5521,127,-2.45,0.57,-9.32,86,3.59
