Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,VBAT
08/09/2023 11:30,27.95,2971,4306,66,-3.52,0.1,8.98,89,3.66
08/09/2023 12:00,27.52,2807,3998,57,-9.53,0.29,-2.54,88,3.65
08/09/2023 12:30,27.29,2805,3995,57,0.05,9.63,-0.58,3,3.65
08/09/2023 13:01,26.66,2804,3992,57,0.06,9.63,-0.57,3,3.65
08/09/2023 13:31,26.08,2801,3988,57,0.07,9.63,-0.57,3,3.65
08/09/2023 14:01,25.5,2800,3984,57,0.07,9.63,-0.57,3,3.65
08/09/2023 14:31,25.04,2804,3991,57,-2.96,8.96,-1.3,19,3.65
08/09/2023 15:01,25.56,2808,3997,57,-3.85,8.71,-1.89,26,3.65
08/09/2023 15:31,26.4,2838,4040,58,-8.04,0.11,-1.83,89,3.65
08/09/2023 16:02,27.31,2837,4039,58,-9.31,0.38,-3.2,87,3.65
08/09/2023 16:32,27.81,2837,4040,58,-9.47,0.38,-2.71,87,3.65
08/09/2023 17:02,28.2,2837,4042,58,-9.47,0.37,-2.71,87,3.65
08/09/2023 17:32,28.59,2837,4042,58,-9.47,0.37,-2.73,87,3.64
08/09/2023 18:02,28.81,2837,4043,58,-9.47,0.37,-2.7,87,3.64
08/09/2023 18:32,28.91,2838,4043,58,-9.47,0.37,-2.71,87,3.65
08/09/2023 19:03,28.83,2837,4042,58,-9.51,0.65,-2.48,86,3.65
08/09/2023 19:33,28.72,2837,4041,58,-9.61,0.35,-2.37,87,3.64
08/09/2023 20:03,28.61,2835,4038,58,-9.39,0.05,-2.25,89,3.64
08/09/2023 20:33,28.3,2833,4037,58,-9.96,-0.21,-2.23,88,3.64
08/09/2023 21:03,28.14,2832,4034,58,-9.68,0.15,-1.94,89,3.64
08/09/2023 21:33,27.94,2830,4032,58,-9.69,0.15,-1.93,89,3.64
08/09/2023 22:03,27.55,2829,4030,58,-9.56,0.15,-1.8,89,3.64
08/09/2023 22:34,27.3,2827,4026,57,-9.61,0.16,-2.22,89,3.64
08/09/2023 23:04,27,2826,4025,57,-9.65,0.36,-2.12,87,3.64
08/09/2023 23:34,26.56,2814,4007,57,-0.04,9.55,-1.27,7,3.64
09/09/2023 00:04,26.26,2811,4002,57,0.5,9.61,-0.59,4,3.64
09/09/2023 00:34,25.94,2825,4022,57,-8.95,0.77,-2.7,85,3.64
09/09/2023 01:04,25.58,2813,4006,57,-0.07,9.6,-0.85,5,3.64
09/09/2023 01:35,25.36,2814,4007,57,-0.02,9.62,-0.65,3,3.64
09/09/2023 02:05,25.2,2815,4008,57,-0.01,9.61,-0.63,3,3.64
09/09/2023 02:35,24.97,2814,4006,57,-0.02,9.61,-0.64,3,3.64
09/09/2023 03:05,24.84,2812,4003,57,-0.06,9.87,-0.21,1,3.64
09/09/2023 03:35,24.7,2811,4001,57,-0.19,9.47,-0.59,3,3.64
09/09/2023 04:05,24.44,2810,3999,57,0.37,9.64,-0.49,3,3.64
09/09/2023 04:36,24.3,2808,3997,57,0.2,9.62,-0.55,3,3.64
09/09/2023 05:06,24.12,2811,3999,57,-9.34,0.29,-0.65,88,3.64
09/09/2023 05:36,23.84,2810,3998,57,-9.83,0.28,-0.73,88,3.64
09/09/2023 06:06,23.67,2809,3997,57,-9.83,0.27,-0.73,88,3.64
09/09/2023 06:36,23.55,2808,3996,57,-9.84,0.28,-0.75,88,3.64
09/09/2023 07:06,23.32,2808,3994,57,-9.84,0.27,-0.73,88,3.64
09/09/2023 07:37,23.2,2807,3993,57,-9.84,0.27,-0.74,88,3.64
09/09/2023 08:07,23.14,2806,3992,57,-9.84,0.28,-0.73,88,3.64
09/09/2023 08:37,22.99,2806,3992,57,-9.83,0.28,-0.74,88,3.64
09/09/2023 09:07,22.98,2806,3992,57,-9.84,0.28,-0.73,88,3.64
09/09/2023 09:37,23,2806,3992,57,-9.84,0.29,-0.74,88,3.64
09/09/2023 10:07,22.95,2806,3991,57,-9.84,0.28,-0.75,88,3.64
09/09/2023 10:37,23,2806,3991,57,-9.83,0.28,-0.74,88,3.63
09/09/2023 11:08,23.04,2807,3992,57,-9.84,0.28,-0.74,88,3.64
09/09/2023 11:38,23.12,2807,3992,57,-9.83,0.27,-0.74,88,3.63
09/09/2023 12:08,23.21,2807,3994,57,-9.83,0.28,-0.75,88,3.63
09/09/2023 12:38,23.33,2808,3995,57,-9.84,0.27,-0.73,88,3.64
09/09/2023 13:08,23.43,2808,3995,57,-9.83,0.28,-0.74,88,3.63
09/09/2023 13:38,23.56,2809,3997,57,-9.84,0.27,-0.74,88,3.64
09/09/2023 14:09,23.7,2810,3998,57,-9.84,0.27,-0.72,88,3.63
09/09/2023 14:39,23.83,2811,3999,57,-9.84,0.27,-0.74,88,3.63
09/09/2023 15:09,23.98,2811,4000,57,-9.83,0.27,-0.75,88,3.63
09/09/2023 15:39,24.14,2812,4002,57,-9.84,0.28,-0.74,88,3.63
09/09/2023 16:09,24.27,2812,4002,57,-9.84,0.27,-0.76,88,3.63
09/09/2023 16:39,24.38,2813,4003,57,-9.84,0.28,-0.75,88,3.63
09/09/2023 17:10,24.54,2813,4004,57,-9.84,0.28,-0.74,88,3.63
09/09/2023 17:40,24.65,2814,4005,57,-9.83,0.29,-0.74,88,3.63
09/09/2023 18:10,24.77,2814,4006,57,-9.84,0.28,-0.74,88,3.63
09/09/2023 18:40,24.89,2814,4007,57,-9.85,0.27,-0.74,88,3.63
09/09/2023 19:10,24.97,2815,4007,57,-9.85,0.27,-0.74,88,3.63
09/09/2023 19:40,25.04,2815,4008,57,-9.84,0.27,-0.75,88,3.63
09/09/2023 20:10,25.12,2815,4008,57,-9.84,0.27,-0.75,88,3.63
09/09/2023 20:41,25.18,2815,4008,57,-9.85,0.28,-0.74,88,3.63
09/09/2023 21:11,25.23,2815,4008,57,-9.84,0.28,-0.75,88,3.63
09/09/2023 21:41,25.29,2815,4008,57,-9.83,0.28,-0.75,88,3.63
09/09/2023 22:11,25.26,2815,4008,57,-9.83,0.27,-0.74,88,3.63
09/09/2023 22:41,25.29,2815,4008,57,-9.84,0.28,-0.76,88,3.63
09/09/2023 23:11,25.27,2815,4008,57,-9.83,0.27,-0.75,88,3.63
09/09/2023 23:42,25.2,2815,4007,57,-9.84,0.27,-0.74,88,3.63
10/09/2023 00:12,25.18,2814,4006,57,-9.84,0.28,-0.75,88,3.63
10/09/2023 00:42,25.15,2814,4005,57,-9.85,0.28,-0.74,88,3.63
10/09/2023 01:12,25.05,2813,4005,57,-9.84,0.28,-0.74,88,3.63
10/09/2023 01:42,24.98,2813,4004,57,-9.85,0.27,-0.76,88,3.63
10/09/2023 02:12,24.92,2812,4002,57,-9.85,0.27,-0.76,88,3.63
10/09/2023 02:43,24.8,2811,4002,57,-9.85,0.27,-0.76,88,3.63
10/09/2023 03:13,24.74,2810,4000,57,-9.84,0.28,-0.75,88,3.63
10/09/2023 03:43,24.65,2810,3999,57,-9.83,0.28,-0.74,88,3.63
10/09/2023 04:13,24.52,2809,3998,57,-9.84,0.27,-0.75,88,3.63
10/09/2023 04:43,24.43,2808,3997,57,-9.85,0.27,-0.75,88,3.63
10/09/2023 05:13,24.34,2808,3995,57,-9.83,0.26,-0.76,88,3.63
10/09/2023 05:44,24.18,2807,3994,57,-9.84,0.28,-0.75,88,3.63
10/09/2023 06:14,24.12,2806,3994,57,-9.85,0.28,-0.74,88,3.63
10/09/2023 06:44,24.02,2806,3992,57,-9.85,0.27,-0.75,88,3.63
10/09/2023 07:14,23.87,2805,3991,57,-9.83,0.27,-0.74,88,3.63
10/09/2023 07:44,23.79,2804,3990,57,-9.85,0.27,-0.76,88,3.63
10/09/2023 08:14,23.74,2804,3990,57,-9.84,0.27,-0.75,88,3.63
10/09/2023 08:44,23.61,2803,3988,57,-9.84,0.27,-0.74,88,3.63
10/09/2023 09:15,23.56,2803,3988,57,-9.85,0.28,-0.77,88,3.63
10/09/2023 09:45,23.56,2802,3987,57,-9.84,0.27,-0.74,88,3.63
10/09/2023 10:15,23.51,2802,3987,57,-9.85,0.27,-0.75,88,3.63
10/09/2023 10:45,23.54,2802,3986,57,-9.85,0.28,-0.75,88,3.63
10/09/2023 11:15,23.59,2802,3986,57,-9.84,0.28,-0.74,88,3.62
10/09/2023 11:45,23.57,2802,3986,57,-9.84,0.27,-0.74,88,3.62
10/09/2023 12:16,23.64,2802,3987,57,-9.85,0.27,-0.75,88,3.62
10/09/2023 12:46,23.73,2802,3987,57,-9.85,0.27,-0.73,88,3.62
10/09/2023 13:16,23.78,2802,3987,57,-9.84,0.27,-0.73,88,3.62
10/09/2023 13:46,23.86,2802,3987,57,-9.85,0.27,-0.73,88,3.63
10/09/2023 14:16,23.95,2802,3988,57,-9.86,0.28,-0.73,88,3.62
10/09/2023 14:46,24.03,2802,3988,57,-9.85,0.28,-0.75,88,3.62
10/09/2023 15:17,24.11,2802,3988,57,-9.85,0.27,-0.76,88,3.62
10/09/2023 15:47,24.19,2802,3988,57,-9.86,0.27,-0.74,88,3.62
10/09/2023 16:17,24.24,2803,3989,57,-9.85,0.27,-0.72,88,3.62
10/09/2023 16:47,24.31,2803,3989,57,-9.86,0.27,-0.74,88,3.62
10/09/2023 17:17,24.38,2803,3989,57,-9.85,0.28,-0.74,88,3.62
10/09/2023 17:47,24.41,2802,3989,57,-9.86,0.27,-0.73,88,3.62
10/09/2023 18:18,24.48,2803,3989,57,-9.86,0.27,-0.74,88,3.62
10/09/2023 18:48,24.52,2802,3990,57,-9.85,0.27,-0.75,88,3.62
10/09/2023 19:18,24.5,2802,3989,57,-9.85,0.27,-0.75,88,3.62
10/09/2023 19:48,24.54,2802,3988,57,-9.85,0.27,-0.73,88,3.62
10/09/2023 20:18,24.59,2802,3988,57,-9.85,0.28,-0.75,88,3.62
10/09/2023 20:48,24.57,2802,3988,57,-9.85,0.28,-0.74,88,3.62
10/09/2023 21:18,24.58,2802,3988,57,-9.85,0.28,-0.75,88,3.62
10/09/2023 21:49,24.56,2802,3987,57,-9.86,0.27,-0.75,88,3.62
10/09/2023 22:19,24.51,2801,3986,57,-9.86,0.28,-0.75,88,3.62
26/09/2024 13:17,23.92,3275,4687,68,-2.42,-7.28,5.82,40,3.59
26/09/2024 13:17,24.09,3275,4676,68,-4.08,-6.62,5.62,46,3.61
26/09/2024 13:17,24.3,2950,4267,65,-0.61,-2.89,7.56,69,3.61
26/09/2024 13:18,24.49,2964,4244,62,-5.46,-4.5,-6.53,62,3.61
26/09/2024 13:18,24.7,3066,4369,62,-4.26,-1.52,-7.84,80,3.61
26/09/2024 13:18,24.86,3038,4333,62,2.94,-3.37,-4.99,59,3.61
26/09/2024 13:18,25.05,2791,3998,59,-0.69,-1.24,-9.55,82,3.6
26/09/2024 13:19,25.23,3205,4614,69,-0.28,-6.05,-4.27,35,3.61
26/09/2024 13:19,25.38,3727,5426,86,0.16,-9.62,0.26,1,3.6
26/09/2024 13:19,25.48,3730,5432,86,0.17,-9.63,0.27,1,3.6
26/09/2024 13:19,25.56,3733,5437,86,0.16,-9.62,0.26,1,3.6
26/09/2024 13:20,25.62,3732,5435,86,0.16,-9.62,0.25,1,3.6
26/09/2024 13:20,25.62,3734,5437,86,0.15,-9.62,0.28,1,3.6
26/09/2024 13:20,25.6,3734,5436,86,0.16,-9.62,0.27,1,3.6
26/09/2024 13:20,25.56,3734,5435,86,0.17,-9.62,0.26,1,3.6
26/09/2024 13:21,25.56,3732,5433,86,0.16,-9.62,0.25,1,3.6
26/09/2024 13:21,25.53,3730,5429,86,0.17,-9.63,0.26,1,3.6
26/09/2024 13:21,25.48,3729,5428,86,0.16,-9.62,0.27,1,3.6
26/09/2024 13:21,25.44,3727,5424,86,0.17,-9.62,0.27,1,3.6
26/09/2024 13:22,25.38,3726,5421,86,0.17,-9.63,0.26,1,3.6
26/09/2024 13:22,25.36,3723,5417,86,0.16,-9.63,0.27,1,3.6
26/09/2024 13:22,25.31,3710,5399,85,0.17,-9.62,0.26,1,3.6
26/09/2024 13:22,25.26,3705,5390,85,0.17,-9.62,0.27,1,3.6
26/09/2024 13:23,25.21,3706,5391,85,0.17,-9.61,0.26,1,3.6
26/09/2024 13:23,25.17,3706,5393,85,0.18,-9.62,0.26,1,3.6
26/09/2024 13:23,25.12,3707,5392,85,0.16,-9.62,0.27,1,3.6
26/09/2024 13:23,25.08,3706,5391,85,0.17,-9.62,0.26,1,3.6
26/09/2024 13:24,25.05,3704,5388,85,0.18,-9.63,0.26,1,3.6
26/09/2024 13:24,25,3702,5385,85,0.17,-9.62,0.27,1,3.6
26/09/2024 13:24,24.96,3701,5382,85,0.18,-9.61,0.27,1,3.6
26/09/2024 13:24,24.94,3699,5379,85,0.17,-9.63,0.26,1,3.6
26/09/2024 13:25,24.88,3696,5374,85,0.17,-9.61,0.26,1,3.6
26/09/2024 13:25,24.88,3694,5371,85,0.16,-9.62,0.27,1,3.6
26/09/2024 13:25,24.84,3691,5367,85,0.17,-9.62,0.27,1,3.6
26/09/2024 13:25,24.81,3689,5363,84,0.15,-9.62,0.25,1,3.6
26/09/2024 13:25,24.77,3686,5359,84,0.16,-9.63,0.25,1,3.6
26/09/2024 13:26,24.71,3682,5354,84,0.17,-9.62,0.25,1,3.6
26/09/2024 13:26,24.69,3680,5350,84,0.17,-9.62,0.25,1,3.6
26/09/2024 13:26,24.67,3678,5347,84,0.18,-9.62,0.26,1,3.6
26/09/2024 13:26,24.65,3677,5345,84,0.17,-9.62,0.26,1,3.6
26/09/2024 13:27,24.62,3675,5342,84,0.16,-9.62,0.26,1,3.6
26/09/2024 13:27,24.58,3672,5338,84,0.17,-9.62,0.27,1,3.6
26/09/2024 13:27,24.56,3669,5334,84,0.17,-9.62,0.27,1,3.6
26/09/2024 13:27,24.53,3667,5329,84,0.17,-9.62,0.27,1,3.6
26/09/2024 13:28,24.5,3664,5325,84,0.17,-9.62,0.26,1,3.6
26/09/2024 13:28,24.5,3662,5322,84,0.18,-9.62,0.26,1,3.6
26/09/2024 13:28,24.47,3660,5319,84,0.18,-9.63,0.26,1,3.6
26/09/2024 13:28,24.44,3658,5316,83,0.18,-9.62,0.26,1,3.6
26/09/2024 13:29,24.44,3657,5313,83,0.18,-9.61,0.26,1,3.6
26/09/2024 13:29,24.43,3655,5310,83,0.19,-9.62,0.26,1,3.6
26/09/2024 13:29,24.38,3653,5307,83,0.18,-9.62,0.27,1,3.6
26/09/2024 13:29,24.38,3651,5304,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:30,24.38,3649,5300,83,0.18,-9.62,0.26,1,3.6
26/09/2024 13:30,24.36,3647,5298,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:30,24.31,3646,5297,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:30,24.31,3645,5294,83,0.17,-9.63,0.27,1,3.6
26/09/2024 13:31,24.31,3643,5292,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:31,24.27,3642,5290,83,0.18,-9.62,0.25,1,3.6
26/09/2024 13:31,24.25,3641,5288,83,0.17,-9.63,0.25,1,3.6
26/09/2024 13:31,24.25,3640,5287,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:32,24.25,3640,5286,83,0.17,-9.61,0.25,1,3.6
26/09/2024 13:32,24.25,3640,5286,83,0.18,-9.62,0.26,1,3.6
26/09/2024 13:32,24.19,3639,5285,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:32,24.19,3639,5284,83,0.18,-9.63,0.26,1,3.6
26/09/2024 13:33,24.19,3638,5284,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:33,24.19,3638,5283,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:33,24.17,3636,5281,83,0.17,-9.62,0.25,1,3.6
26/09/2024 13:33,24.15,3636,5281,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:34,24.12,3636,5281,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:34,24.12,3638,5283,83,0.18,-9.62,0.26,1,3.6
26/09/2024 13:34,24.12,3634,5277,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:34,24.12,3636,5281,83,0.17,-9.62,0.25,1,3.6
26/09/2024 13:34,24.09,3637,5282,83,0.18,-9.63,0.25,1,3.6
26/09/2024 13:35,24.09,3624,5261,82,0.17,-9.63,0.26,1,3.6
26/09/2024 13:35,24.06,3619,5252,82,0.17,-9.63,0.26,1,3.6
26/09/2024 13:35,24.06,3625,5264,82,0.18,-9.62,0.26,1,3.6
26/09/2024 13:35,24.06,3629,5269,82,0.17,-9.63,0.27,1,3.6
26/09/2024 13:36,24.06,3627,5267,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:36,24.06,3632,5275,83,0.16,-9.63,0.26,1,3.6
26/09/2024 13:36,24.04,3631,5273,82,0.17,-9.63,0.26,1,3.6
26/09/2024 13:36,24.02,3626,5264,82,0.16,-9.63,0.26,1,3.6
26/09/2024 13:37,24.02,3629,5268,82,0.17,-9.63,0.26,1,3.6
26/09/2024 13:37,24,3632,5273,82,0.18,-9.63,0.27,1,3.6
26/09/2024 13:37,24,3628,5266,82,0.18,-9.63,0.25,1,3.6
26/09/2024 13:37,24,3622,5257,82,0.17,-9.63,0.26,1,3.6
26/09/2024 13:38,24,3626,5263,82,0.18,-9.63,0.26,1,3.6
26/09/2024 13:38,24,3633,5275,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:38,24,3635,5278,83,0.17,-9.64,0.26,1,3.6
26/09/2024 13:38,24,3634,5276,82,0.17,-9.63,0.26,1,3.6
26/09/2024 13:39,23.96,3634,5276,83,0.18,-9.61,0.26,1,3.6
26/09/2024 13:39,23.94,3634,5277,83,0.17,-9.62,0.26,1,3.6
26/09/2024 13:39,23.94,3634,5277,83,0.17,-9.63,0.27,1,3.6
26/09/2024 13:39,23.94,3635,5277,82,0.17,-9.63,0.26,1,3.6
26/09/2024 13:40,23.94,3634,5276,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:40,23.94,3634,5277,83,0.17,-9.63,0.27,1,3.6
26/09/2024 13:40,23.94,3634,5276,83,0.18,-9.63,0.26,1,3.6
26/09/2024 13:40,23.94,3634,5276,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:41,23.94,3634,5276,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:41,23.94,3634,5276,83,0.16,-9.61,0.26,1,3.6
26/09/2024 13:41,23.91,3634,5276,82,0.16,-9.63,0.26,1,3.6
26/09/2024 13:41,23.88,3633,5276,83,0.18,-9.63,0.25,1,3.6
26/09/2024 13:42,23.88,3633,5276,83,0.18,-9.62,0.26,1,3.6
26/09/2024 13:42,23.88,3634,5276,83,0.17,-9.63,0.25,1,3.6
26/09/2024 13:42,23.88,3633,5275,83,0.18,-9.63,0.26,1,3.6
26/09/2024 13:42,23.88,3633,5275,83,0.17,-9.63,0.25,1,3.6
26/09/2024 13:43,23.88,3633,5275,83,0.17,-9.63,0.25,1,3.6
26/09/2024 13:43,23.88,3633,5275,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:43,23.88,3633,5275,83,0.17,-9.63,0.27,1,3.6
26/09/2024 13:44,23.85,3633,5275,83,0.18,-9.63,0.25,1,3.6
26/09/2024 13:44,23.81,3633,5276,83,0.18,-9.62,0.26,1,3.6
26/09/2024 13:44,23.81,3633,5276,83,0.17,-9.63,0.26,1,3.6
26/09/2024 13:44,23.84,3633,5275,83,0.17,-9.63,0.27,1,3.6
26/09/2024 13:44,23.81,3632,5275,83,0.16,-9.63,0.26,1,3.6
26/09/2024 13:45,23.81,3632,5274,83,0.17,-9.62,0.27,1,3.59
26/09/2024 13:45,23.81,3632,5274,83,0.16,-9.64,0.26,1,3.6
26/09/2024 13:45,23.81,3633,5274,82,0.18,-9.63,0.26,1,3.6
26/09/2024 13:45,23.81,3633,5275,82,0.17,-9.62,0.25,1,3.6
26/09/2024 13:46,23.81,3633,5274,82,0.19,-9.63,0.26,1,3.6
26/09/2024 13:46,23.81,3635,5279,83,0.17,-9.63,0.29,2,3.6
26/09/2024 13:46,23.81,3639,5285,83,0.17,-9.63,0.3,2,3.6
26/09/2024 13:46,23.81,3638,5284,83,0.18,-9.63,0.31,2,3.6
26/09/2024 13:47,23.79,3637,5283,83,0.18,-9.62,0.33,2,3.6
26/09/2024 13:47,23.81,3637,5282,83,0.17,-9.63,0.32,2,3.6
26/09/2024 13:47,23.78,3636,5281,83,0.18,-9.62,0.32,2,3.6
26/09/2024 13:47,23.77,3636,5281,83,0.18,-9.63,0.33,2,3.6
26/09/2024 13:48,23.75,3634,5279,83,0.16,-9.62,0.32,2,3.6
26/09/2024 13:48,23.75,3634,5277,83,0.18,-9.62,0.31,2,3.6
26/09/2024 13:48,23.75,3633,5277,83,0.16,-9.63,0.31,2,3.6
26/09/2024 13:48,23.75,3633,5277,83,0.17,-9.63,0.31,2,3.6
26/09/2024 13:49,23.75,3633,5277,83,0.18,-9.63,0.31,2,3.6
26/09/2024 13:49,23.75,3633,5277,83,0.18,-9.63,0.31,2,3.6
26/09/2024 13:49,23.75,3634,5277,83,0.18,-9.61,0.32,2,3.6
26/09/2024 13:49,23.75,3633,5277,83,0.17,-9.63,0.31,2,3.6
26/09/2024 13:50,23.75,3634,5278,83,0.17,-9.64,0.3,2,3.6
26/09/2024 13:50,23.75,3635,5279,83,0.17,-9.64,0.32,2,3.6
26/09/2024 13:50,23.75,3635,5280,83,0.17,-9.62,0.32,2,3.6
26/09/2024 13:50,23.75,2890,4166,63,0.01,-9.64,0.03,0,3.6
26/09/2024 13:51,23.71,3113,4746,91,9.98,0.38,-1.6,87,3.6
26/09/2024 13:51,23.74,3127,4828,97,9.97,0.38,-1.58,87,3.6
26/09/2024 13:51,23.73,3107,4781,95,9.96,0.39,-1.58,87,3.6
26/09/2024 13:51,23.71,3083,4722,92,9.97,0.39,-1.58,87,3.6
26/09/2024 13:52,23.69,3071,4696,91,9.96,0.39,-1.56,87,3.6
26/09/2024 13:52,23.69,3056,4657,89,9.97,0.39,-1.57,87,3.6
26/09/2024 13:52,23.69,3035,4599,86,9.96,0.4,-1.56,87,3.6
26/09/2024 13:52,23.66,3023,4566,84,9.96,0.39,-1.57,87,3.6
26/09/2024 13:53,23.67,3018,4557,84,9.97,0.39,-1.58,87,3.6
26/09/2024 13:53,23.62,3019,4565,85,9.97,0.39,-1.58,87,3.6
26/09/2024 13:53,23.62,3015,4551,83,9.96,0.39,-1.58,87,3.6
26/09/2024 13:53,23.62,3006,4521,82,9.97,0.39,-1.58,87,3.6
26/09/2024 13:53,23.59,3001,4503,81,9.96,0.39,-1.58,87,3.6
26/09/2024 13:54,23.56,3000,4499,81,9.97,0.39,-1.59,87,3.6
26/09/2024 13:54,23.56,3002,4502,81,9.97,0.39,-1.57,87,3.6
26/09/2024 13:54,23.56,3005,4511,81,9.97,0.39,-1.56,87,3.6
26/09/2024 13:54,23.53,3013,4529,82,9.96,0.39,-1.57,87,3.6
26/09/2024 13:55,23.5,3018,4542,83,9.95,0.4,-1.58,87,3.6
26/09/2024 13:55,23.5,3024,4556,83,9.97,0.39,-1.59,87,3.6
26/09/2024 13:55,23.5,3033,4578,84,9.96,0.41,-1.57,87,3.6
26/09/2024 13:55,23.48,3043,4602,86,9.96,0.39,-1.57,87,3.6
26/09/2024 13:56,23.46,3054,4632,87,9.97,0.4,-1.56,87,3.6
26/09/2024 13:56,23.44,3071,4675,89,9.96,0.39,-1.58,87,3.6
26/09/2024 13:56,23.44,3088,4720,91,9.97,0.39,-1.58,87,3.6
26/09/2024 13:56,23.4,3104,4764,94,9.96,0.39,-1.58,87,3.6
26/09/2024 13:57,23.4,3116,4794,95,9.97,0.39,-1.57,87,3.6
26/09/2024 13:57,23.38,3130,4833,97,9.97,0.38,-1.57,87,3.6
26/09/2024 13:57,23.38,3145,4873,99,9.96,0.4,-1.58,87,3.6
26/09/2024 13:57,23.38,3159,4907,101,9.96,0.39,-1.58,87,3.6
26/09/2024 13:58,23.33,3169,4929,102,9.97,0.39,-1.57,87,3.6
26/09/2024 13:58,23.31,3187,4847,92,-1.8,0.57,-9.51,86,3.6
26/09/2024 13:58,23.31,3238,5060,106,-2.43,0.57,-9.32,86,3.59
26/09/2024 13:58,23.31,3249,5086,107,-2.43,0.57,-9.31,86,3.6
26/09/2024 13:59,23.27,3251,5088,107,-2.43,0.57,-9.32,86,3.6
26/09/2024 13:59,23.25,3248,5079,107,-2.43,0.58,-9.31,86,3.6
26/09/2024 13:59,23.25,3256,5098,108,-2.44,0.58,-9.31,86,3.6
26/09/2024 13:59,23.25,3257,5097,107,-2.43,0.57,-9.32,86,3.6
26/09/2024 14:00,23.25,3249,5068,106,-2.44,0.57,-9.32,86,3.6
26/09/2024 14:00,23.21,3253,5073,106,-2.43,0.57,-9.32,86,3.59
26/09/2024 14:00,23.21,3250,5062,105,-2.44,0.57,-9.32,86,3.6
26/09/2024 14:00,23.19,3243,5037,103,-2.43,0.56,-9.32,86,3.6
26/09/2024 14:01,23.19,3241,5027,103,-2.43,0.57,-9.33,86,3.59
26/09/2024 14:01,23.19,3243,5028,103,-2.44,0.57,-9.32,86,3.59
26/09/2024 14:01,23.16,3257,5065,104,-2.44,0.56,-9.31,86,3.59
26/09/2024 14:01,23.12,3279,5122,108,-2.44,0.58,-9.33,86,3.59
26/09/2024 14:02,23.12,3296,5165,110,-2.44,0.58,-9.32,86,3.6
26/09/2024 14:02,23.12,3315,5215,112,-2.43,0.57,-9.33,86,3.59
26/09/2024 14:02,23.12,3331,5260,115,-2.44,0.56,-9.32,86,3.59
26/09/2024 14:02,23.09,3343,5292,116,-2.45,0.57,-9.32,86,3.59
26/09/2024 14:02,23.09,3335,5266,115,-2.44,0.57,-9.32,86,3.59
