Channel Setup, Not Averaged, Gain x1, Keep Powered, Interval Multiplier x1,,,,,,,,,,,,
[LOGGER CHANNEL 7],Disabled,,,,,,,,,,,,,,,
Sample,25/04/2023 11:37,23,9430578,5.758179,12939546,9.929348,3203008,1.045093,326.299988,5282.100098,4551.65894,,0.571264,,9103.318359,
Sample,25/04/2023 11:38,23,,,12940044,9.923747,3204058,1.045438,0.3198,4835,4173.743154,,0.57687,,8347.486328,
Sample,25/04/2023 11:38,23,,,12940969,9.913343,3204325,1.045526,0.4313,4931.600098,4255.395344,,0.578293,,8510.791016,
Sample,25/04/2023 11:38,23,,,12941153,9.911274,3203830,1.045363,0.3744,4849.899902,4186.337444,,0.575653,,8372.674805,
Sample,25/04/2023 11:38,23,,,12941566,9.906629,3204090,1.045448,0.4246,4915.399902,4241.701968,,0.57704,,8483.404297,
Sample,25/04/2023 11:38,23,9430648,5.758564,12943012,9.890364,3203971,1.045409,0.4093,4882.799805,4214.146413,,0.576405,,8428.292969,
Sample,25/04/2023 11:38,23,,,12940484,9.918798,3203675,1.045312,0.3186,4836.899902,4175.349066,,0.574826,,8350.698242,
Sample,25/04/2023 11:38,23,,,12940562,9.917921,3203833,1.045364,0.4568,4929.700195,4253.789432,,0.575669,,8507.579102,
Sample,25/04/2023 11:38,23,,,12940771,9.91557,3203818,1.045359,0.5111,4893.399902,4223.10625,,0.575589,,8446.212891,
Sample,25/04/2023 11:38,23,,,12940930,9.913782,3203589,1.045284,0.1181,4788.600098,4134.523177,,0.574367,,8269.045898,
Sample,25/04/2023 11:38,23,9430507,5.757789,12940861,9.914558,3204524,1.045591,421.629974,5552.399902,4780.132527,,0.579354,,9560.264648,
Sample,25/04/2023 11:38,23,,,12951036,9.800094,3204740,1.045662,0.4027,-536.700012,0.319628,,0.580505,,0.639256,
Sample,25/04/2023 11:38,23,,,12949508,9.817287,3203938,1.045398,0.1557,3365.300049,2931.464713,,0.576229,,5862.929199,
Sample,25/04/2023 11:38,23,,,12949376,9.818772,3205776,1.046003,4.778,3384.199951,2947.440043,,0.586019,,5894.879883,
Sample,25/04/2023 11:38,23,,,12948924,9.823857,3204534,1.045594,1.5275,3395.899902,2957.329543,,0.579407,,5914.65918,
Sample,25/04/2023 11:38,23,9430499,5.757745,12948388,9.829888,3204497,1.045582,1.3053,3422.399902,2979.72893,,0.57921,,5959.458008,
Sample,25/04/2023 11:39,23,,,12949235,9.820358,3206207,1.046144,0.0659,3594.600098,3125.282851,,0.58831,,6250.565918,
Sample,25/04/2023 11:39,23,,,12950400,9.80725,3206532,1.046251,0.1465,2677.300049,2349.925899,,0.590037,,4699.851562,
Sample,25/04/2023 11:39,23,,,12951489,9.794997,3206101,1.046109,0.027,3459.399902,3011.003547,,0.587747,,6022.007324,
Sample,25/04/2023 11:39,23,,,12952689,9.781494,3206129,1.046119,0.0177,3677.5,3195.354814,,0.587896,,6390.709473,
Sample,25/04/2023 11:39,23,9430498,5.757739,12954212,9.764355,3205772,1.046001,0.0163,3677.399902,3195.270206,,0.585998,,6390.540527,
Sample,25/04/2023 11:39,23,,,12948282,9.83108,3204959,1.045734,0.0151,3798.699951,3297.800274,,0.581672,,6595.600586,
Sample,25/04/2023 11:39,23,,,12947741,9.837167,3204887,1.04571,0.0227,3786.300049,3287.319133,,0.581288,,6574.638184,
Sample,25/04/2023 11:39,23,,,12947644,9.838258,3204451,1.045567,1.8974,3790.399902,3290.784575,,0.578965,,6581.569336,
Sample,25/04/2023 11:39,23,,,12947282,9.842331,3204456,1.045569,0.4919,3768.600098,3272.358074,,0.578992,,6544.716309,
Sample,25/04/2023 11:39,23,9430452,5.757486,12946683,9.849069,3204416,1.045556,0.754,3776.699951,3279.204556,,0.578778,,6558.40918,
Sample,25/04/2023 11:39,23,,,12938059,9.946071,3203992,1.045416,0.027,3745.100098,3252.494467,,0.576518,,6504.98877,
Sample,25/04/2023 11:39,23,,,12936706,9.961286,3203609,1.04529,0.0295,3746.899902,3254.015769,,0.574474,,6508.031738,
Sample,25/04/2023 11:39,23,,,12935398,9.975994,3203619,1.045294,0.0432,3747.5,3254.523008,,0.574527,,6509.045898,
Sample,25/04/2023 11:39,23,,,12934184,9.989644,3203840,1.045366,0.0358,3749.399902,3256.128919,,0.575707,,6512.257812,
Sample,25/04/2023 11:39,23,9430435,5.757393,12932844,10.004711,3203295,1.045187,0.0506,3748.699951,3255.537278,,0.572797,,6511.074707,
Sample,25/04/2023 11:40,23,,,12914154,10.214772,3204965,1.045736,248.860016,4181.600098,3621.450415,,0.581704,,7242.900879,
Sample,25/04/2023 11:40,23,,,12913139,10.226175,3204669,1.045639,54.902,3864.800049,3353.672036,,0.580127,,6707.344238,
Sample,25/04/2023 11:40,23,,,12912165,10.237118,3204571,1.045606,60.934998,3861.300049,3350.713626,,0.579605,,6701.427246,
Sample,25/04/2023 11:40,23,,,12911285,10.247004,3205050,1.045764,104.530006,3924.800049,3404.38763,,0.582156,,6808.775391,
Sample,25/04/2023 11:40,23,9430438,5.757409,12910360,10.257395,3204597,1.045615,138.709991,3983.199951,3453.750726,,0.579743,,6907.501465,
Sample,25/04/2023 11:40,23,,,12893782,10.443569,3203148,1.045139,0.1718,3828.199951,3322.735441,,0.572012,,6645.470703,
Sample,25/04/2023 11:40,23,,,12893185,10.450271,3203010,1.045093,0.1913,3843.5,3335.667959,,0.571274,,6671.335938,
Sample,25/04/2023 11:40,23,,,12892862,10.453897,3202417,1.044898,0.153,3851.899902,3342.768059,,0.568104,,6685.536133,
Sample,25/04/2023 11:40,23,,,12892644,10.456345,3202206,1.044829,0.1926,3857.300049,3347.332587,,0.566975,,6694.665039,
Sample,25/04/2023 11:40,23,9426772,5.737254,12892540,10.457512,3201633,1.044641,0.0725,3897.699951,3381.481004,,0.563907,,6762.961914,
Sample,25/04/2023 11:40,23,,,12885972,10.531239,3206658,1.046292,145.25,4667.5,4032.16212,,0.590706,,8064.324219,
Sample,25/04/2023 11:40,23,,,12885577,10.535672,3204101,1.045452,150.040009,4676.700195,4039.938676,,0.577099,,8079.877441,
Sample,25/04/2023 11:40,23,,,12885147,10.540498,3203847,1.045368,132.720001,4593,3969.190257,,0.575744,,7938.380371,
Sample,25/04/2023 11:40,23,,,12884714,10.545358,3203275,1.04518,131.149994,4601.299805,3976.205749,,0.57269,,7952.411621,
Sample,25/04/2023 11:40,23,9426320,5.734769,12884231,10.550779,3202948,1.045073,130.600006,4586.299805,3963.526851,,0.570943,,7927.053711,
Sample,25/04/2023 11:41,23,,,12876025,10.642865,3201043,1.044447,152.300003,4636.100098,4005.621042,,0.560745,,8011.242188,
