HEADING, Timecode,,Battery        , , Ext Power      , , Temperature    , , Pressure       , , Turbidity, , , Depth       , , SSC         , , 
UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,09/10/2024 11:02:29,23,9366357,5.405100,8388480,0.038703,12502534,14.823858,3185523,1.039346,1253.099976,908.400024,1030.467797,,0.476315,,2060.935547,
Sample,09/10/2024 11:02:30,23,9366362,5.405127,8388482,0.038714,12502299,14.826492,3185593,1.039369,1249.099976,890.099976,1027.178421,,0.476701,,2054.356934,
Sample,09/10/2024 11:02:31,23,9366353,5.405078,8388482,0.038714,12502092,14.828813,3185472,1.039329,1247.400024,885.400024,1025.780476,,0.476033,,2051.561035,
Sample,09/10/2024 11:02:32,23,9366351,5.405067,8388479,0.038698,12501873,14.831268,3185497,1.039337,1244.500000,876.700012,1023.395659,,0.476171,,2046.791260,
Sample,09/10/2024 11:02:33,23,9366349,5.405056,8388480,0.038703,12501660,14.833655,3185652,1.039388,1234.500000,872.200012,1015.172218,,0.477027,,2030.344482,
Sample,09/10/2024 11:02:34,23,9366358,5.405105,8388481,0.038709,12501440,14.836122,3185537,1.039350,1222.500000,864.000000,1005.304089,,0.476392,,2010.608154,
Sample,09/10/2024 11:02:35,23,9366351,5.405067,8388479,0.038698,12501210,14.838700,3185552,1.039355,1207.300049,863.000000,992.804500,,0.476475,,1985.609009,
Sample,09/10/2024 11:02:36,23,9366345,5.405034,8388480,0.038703,12500981,14.841267,3185653,1.039388,1199.400024,864.500000,986.307961,,0.477032,,1972.615967,
Sample,09/10/2024 11:02:37,23,9366361,5.405122,8388475,0.038676,12500769,14.843644,3185647,1.039386,1190.900024,854.799988,979.318037,,0.476999,,1958.636108,
Sample,09/10/2024 11:02:38,23,9366346,5.405039,8388484,0.038725,12500533,14.846289,3185707,1.039406,1187.500000,847.799988,976.522047,,0.477330,,1953.044067,
Sample,09/10/2024 11:02:39,23,9366334,5.404973,8388482,0.038714,12500306,14.848834,3185692,1.039401,1187.500000,852.700012,976.522047,,0.477248,,1953.044067,
Sample,09/10/2024 11:02:40,23,9366348,5.405050,8388481,0.038709,12500061,14.851581,3185666,1.039393,1195.699951,860.200012,983.265228,,0.477104,,1966.530396,
Sample,09/10/2024 11:02:41,23,9366347,5.405045,8388480,0.038703,12499862,14.853812,3185731,1.039414,1205.699951,863.200012,991.488669,,0.477463,,1982.977295,
Sample,09/10/2024 11:02:42,23,9366351,5.405067,8388482,0.038714,12499637,14.856334,3185715,1.039409,1213.699951,854.799988,998.067421,,0.477375,,1996.134888,
Sample,09/10/2024 11:02:43,23,9366362,5.405127,8388485,0.038731,12499424,14.858722,3185757,1.039423,1215.300049,850.700012,999.383252,,0.477606,,1998.766479,
Sample,09/10/2024 11:02:44,23,9366339,5.405001,8388475,0.038676,12499227,14.860931,3185736,1.039416,1207.800049,854.599976,993.215672,,0.477490,,1986.431396,
Sample,09/10/2024 11:02:45,23,9366348,5.405050,8388480,0.038703,12499043,14.862993,3185784,1.039431,1194.900024,849.400024,982.607413,,0.477755,,1965.214844,
Sample,09/10/2024 11:02:46,23,9366346,5.405039,8388477,0.038687,12498873,14.864899,3185751,1.039421,1185.099976,850.400024,974.548401,,0.477573,,1949.096802,
Sample,09/10/2024 11:02:47,23,9366349,5.405056,8388480,0.038703,12498752,14.866256,3185831,1.039447,1173.300049,836.799988,964.844801,,0.478015,,1929.689575,
Sample,09/10/2024 11:02:48,23,9366346,5.405039,8388483,0.038720,12498658,14.867310,3185785,1.039432,1173.000000,840.700012,964.598058,,0.477761,,1929.196167,
Sample,09/10/2024 11:02:49,23,9366343,5.405023,8388482,0.038714,12498602,14.867938,3185871,1.039460,1176.000000,840.400024,967.065090,,0.478235,,1934.130127,
Sample,09/10/2024 11:02:50,23,9366329,5.404946,8388480,0.038703,12498555,14.868464,3185814,1.039441,1179.599976,852.099976,970.025509,,0.477921,,1940.051025,
Sample,09/10/2024 11:02:51,23,9366335,5.404979,8388482,0.038714,12498540,14.868633,3185761,1.039424,1186.300049,850.500000,975.535274,,0.477628,,1951.070557,
Sample,09/10/2024 11:02:52,23,9366341,5.405012,8388482,0.038714,12498532,14.868722,3185913,1.039474,1188.099976,839.099976,977.015433,,0.478467,,1954.030884,
Sample,09/10/2024 11:02:53,23,9366335,5.404979,8388483,0.038720,12498479,14.869317,3185879,1.039463,1185.000000,823.400024,974.466187,,0.478279,,1948.932373,
Sample,09/10/2024 11:02:54,23,9366346,5.405039,8388481,0.038709,12498359,14.870662,3185913,1.039474,1174.500000,832.400024,965.831574,,0.478467,,1931.663208,
Sample,09/10/2024 11:02:55,23,9366331,5.404957,8388478,0.038692,12498226,14.872153,3185898,1.039469,1166.300049,824.000000,959.088393,,0.478384,,1918.176758,
Sample,09/10/2024 11:02:56,23,9366338,5.404995,8388486,0.038736,12498012,14.874552,3185914,1.039474,1161.099976,810.599976,954.812144,,0.478473,,1909.624268,
Sample,09/10/2024 11:02:57,23,9366332,5.404962,8388484,0.038725,12497779,14.877164,3186027,1.039511,1158.400024,811.500000,952.591855,,0.479096,,1905.183716,
Sample,09/10/2024 11:02:58,23,9366345,5.405034,8388478,0.038692,12497506,14.880225,3185977,1.039495,1157.599976,822.099976,951.933939,,0.478820,,1903.867920,
Sample,09/10/2024 11:02:59,23,9366335,5.404979,8388484,0.038725,12497200,14.883656,3186069,1.039525,1163.099976,824.299988,956.456832,,0.479327,,1912.913696,
Sample,09/10/2024 11:03:00,23,9366321,5.404902,8388481,0.038709,12496872,14.887333,3186043,1.039517,1167.599976,829.700012,960.157380,,0.479184,,1920.314819,
Sample,09/10/2024 11:03:01,23,9366332,5.404962,8388481,0.038709,12496568,14.890742,3186023,1.039510,1168.500000,823.000000,960.897510,,0.479074,,1921.795044,
Sample,09/10/2024 11:03:02,23,9366327,5.404935,8388479,0.038698,12496253,14.894273,3186004,1.039504,1171.199951,818.500000,963.117798,,0.478969,,1926.235596,
Sample,09/10/2024 11:03:03,23,9366335,5.404979,8388480,0.038703,12495933,14.897861,3186012,1.039506,1174.599976,826.000000,965.913788,,0.479013,,1931.827637,
Sample,09/10/2024 11:03:04,23,9366334,5.404973,8388484,0.038725,12495630,14.901258,3186058,1.039522,1175.699951,811.299988,966.818347,,0.479267,,1933.636719,
Sample,09/10/2024 11:03:05,23,9366333,5.404968,8388480,0.038703,12495320,14.904734,3186135,1.039547,1174.599976,830.700012,965.913788,,0.479691,,1931.827637,
Sample,09/10/2024 11:03:06,23,9366323,5.404913,8388481,0.038709,12495054,14.907717,3186044,1.039517,1170.699951,812.400024,962.706626,,0.479190,,1925.413208,
Sample,09/10/2024 11:03:07,23,9366318,5.404885,8388478,0.038692,12494801,14.910553,3186104,1.039537,1166.800049,820.200012,959.499565,,0.479520,,1918.999146,
Sample,09/10/2024 11:03:08,23,9366333,5.404968,8388478,0.038692,12494561,14.913244,3186117,1.039541,1155.900024,807.000000,950.535995,,0.479592,,1901.072021,
Sample,09/10/2024 11:03:09,23,9366318,5.404885,8388476,0.038681,12494364,14.915453,3186153,1.039553,1146.300049,808.000000,942.641512,,0.479791,,1885.283081,
Sample,09/10/2024 11:03:10,23,9366331,5.404957,8388484,0.038725,12494133,14.918043,3186066,1.039524,1137.699951,810.000000,935.569272,,0.479311,,1871.138550,
Sample,09/10/2024 11:03:11,23,9366318,5.404885,8388479,0.038698,12493976,14.919804,3186185,1.039563,1131.699951,807.599976,930.635208,,0.479967,,1861.270386,
Sample,09/10/2024 11:03:12,23,9366327,5.404935,8388482,0.038714,12493780,14.922001,3186187,1.039564,1131.599976,812.200012,930.552994,,0.479978,,1861.105957,
Sample,09/10/2024 11:03:13,23,9366323,5.404913,8388481,0.038709,12493604,14.923975,3186209,1.039571,1129.400024,805.900024,928.743877,,0.480099,,1857.487793,
Sample,09/10/2024 11:03:14,23,9366307,5.404825,8388480,0.038703,12493440,14.925814,3186120,1.039542,1130.699951,811.200012,929.812864,,0.479609,,1859.625732,
Sample,09/10/2024 11:03:15,23,9366312,5.404852,8388480,0.038703,12493251,14.927933,3186227,1.039577,1131.300049,804.500000,930.306351,,0.480199,,1860.612671,
Sample,09/10/2024 11:03:16,23,9366328,5.404940,8388480,0.038703,12493064,14.930030,3186276,1.039593,1133.699951,820.299988,932.279896,,0.480469,,1864.559814,
Sample,09/10/2024 11:03:17,23,9366328,5.404940,8388479,0.038698,12492862,14.932295,3186269,1.039591,1130.900024,811.299988,929.977393,,0.480430,,1859.954834,
Sample,09/10/2024 11:03:18,23,9366321,5.404902,8388484,0.038725,12492649,14.934683,3186273,1.039592,1131.500000,804.900024,930.470779,,0.480452,,1860.941528,
Sample,09/10/2024 11:03:19,23,9366312,5.404852,8388480,0.038703,12492395,14.937531,3186289,1.039597,1131.500000,814.099976,930.470779,,0.480540,,1860.941528,
Sample,09/10/2024 11:03:20,23,9366306,5.404819,8388479,0.038698,12492163,14.940132,3186355,1.039619,1130.400024,799.299988,929.566221,,0.480904,,1859.132446,
Sample,09/10/2024 11:03:21,23,9366317,5.404880,8388483,0.038720,12491894,14.943149,3186319,1.039607,1127.599976,797.500000,927.263617,,0.480706,,1854.527222,
Sample,09/10/2024 11:03:22,23,9366312,5.404852,8388482,0.038714,12491624,14.946176,3186299,1.039601,1122.500000,804.900024,923.069683,,0.480596,,1846.139404,
Sample,09/10/2024 11:03:23,23,9366315,5.404869,8388485,0.038731,12491372,14.949002,3186424,1.039642,1118.199951,791.599976,919.533563,,0.481285,,1839.067139,
Sample,09/10/2024 11:03:24,23,9366304,5.404808,8388483,0.038720,12491098,14.952075,3186370,1.039624,1111.900024,810.299988,914.352856,,0.480987,,1828.705688,
Sample,09/10/2024 11:03:25,23,9366312,5.404852,8388480,0.038703,12490837,14.955001,3186398,1.039633,1107.300049,795.700012,910.570093,,0.481141,,1821.140137,
Sample,09/10/2024 11:03:26,23,9366296,5.404764,8388481,0.038709,12490570,14.957995,3186462,1.039654,1107.300049,811.900024,910.570093,,0.481494,,1821.140137,
Sample,09/10/2024 11:03:27,23,9366299,5.404781,8388483,0.038720,12490332,14.960664,3186471,1.039657,1107.599976,806.000000,910.816736,,0.481544,,1821.633423,
Sample,09/10/2024 11:03:28,23,9366309,5.404836,8388481,0.038709,12490099,14.963277,3186538,1.039679,1112.599976,808.299988,914.928456,,0.481913,,1829.856934,
Sample,09/10/2024 11:03:29,23,9366298,5.404775,8388479,0.038698,12489860,14.965957,3186459,1.039653,1117.500000,813.400024,918.957962,,0.481477,,1837.915894,
Sample,09/10/2024 11:03:30,23,9366308,5.404830,8388479,0.038698,12489654,14.968267,3186482,1.039661,1119.699951,809.700012,920.767079,,0.481604,,1841.534180,
Sample,09/10/2024 11:03:31,23,9366302,5.404797,8388481,0.038709,12489437,14.970701,3186456,1.039652,1121.900024,796.299988,922.576296,,0.481461,,1845.152588,
Sample,09/10/2024 11:03:32,23,9366286,5.404709,8388483,0.038720,12489233,14.972988,3186518,1.039673,1123.099976,809.099976,923.563069,,0.481803,,1847.126099,
Sample,09/10/2024 11:03:33,23,9366290,5.404731,8388479,0.038698,12489024,14.975332,3186407,1.039636,1121.900024,798.099976,922.576296,,0.481191,,1845.152588,
Sample,09/10/2024 11:03:34,23,9366293,5.404748,8388482,0.038714,12488837,14.977429,3186545,1.039682,1119.900024,802.099976,920.931608,,0.481951,,1841.863159,
Sample,09/10/2024 11:03:35,23,9366291,5.404737,8388477,0.038687,12488685,14.979134,3186473,1.039658,1122.099976,813.299988,922.740725,,0.481555,,1845.481445,
Sample,09/10/2024 11:03:36,23,9366297,5.404770,8388480,0.038703,12488487,14.981354,3186496,1.039665,1125.699951,815.799988,925.701144,,0.481681,,1851.402344,
Sample,09/10/2024 11:03:37,23,9366282,5.404688,8388482,0.038714,12488319,14.983238,3186562,1.039687,1129.599976,819.700012,928.908305,,0.482045,,1857.816650,
Sample,09/10/2024 11:03:38,23,9366288,5.404720,8388482,0.038714,12488184,14.984752,3186523,1.039674,1130.099976,801.599976,929.319478,,0.481830,,1858.638916,
Sample,09/10/2024 11:03:39,23,9366276,5.404655,8388487,0.038742,12488020,14.986591,3186560,1.039687,1127.800049,812.400024,927.428146,,0.482034,,1854.856323,
Sample,09/10/2024 11:03:40,23,9366288,5.404720,8388480,0.038703,12487890,14.988049,3186583,1.039694,1126.099976,801.000000,926.030101,,0.482161,,1852.060181,
Sample,09/10/2024 11:03:41,23,9366298,5.404775,8388481,0.038709,12487740,14.989731,3186484,1.039662,1118.300049,801.900024,919.615878,,0.481615,,1839.231812,
Sample,09/10/2024 11:03:42,23,9366284,5.404698,8388480,0.038703,12487614,14.991145,3186630,1.039710,1110.099976,794.099976,912.872596,,0.482420,,1825.745239,
Sample,09/10/2024 11:03:43,23,9366286,5.404709,8388484,0.038725,12487504,14.992378,3186612,1.039704,1104.199951,807.099976,908.020746,,0.482320,,1816.041504,
Sample,09/10/2024 11:03:44,23,9366286,5.404709,8388480,0.038703,12487381,14.993758,3186682,1.039727,1101.500000,796.200012,905.800457,,0.482706,,1811.600952,
Sample,09/10/2024 11:03:45,23,9366272,5.404633,8388480,0.038703,12487274,14.994958,3186599,1.039699,1099.699951,797.700012,904.320198,,0.482249,,1808.640381,
Sample,09/10/2024 11:03:46,23,9366271,5.404627,8388480,0.038703,12487148,14.996371,3186667,1.039722,1095.500000,775.000000,900.866393,,0.482623,,1801.732788,
Sample,09/10/2024 11:03:47,23,9366278,5.404666,8388478,0.038692,12487038,14.997604,3186711,1.039736,1092.500000,782.500000,898.399361,,0.482866,,1796.798706,
Sample,09/10/2024 11:03:48,23,9366285,5.404704,8388482,0.038714,12486942,14.998681,3186672,1.039723,1092.599976,788.700012,898.481575,,0.482651,,1796.963135,
Sample,09/10/2024 11:03:49,23,9366275,5.404649,8388482,0.038714,12486854,14.999668,3186589,1.039696,1094.099976,775.599976,899.715091,,0.482194,,1799.430176,
Sample,09/10/2024 11:03:50,23,9366275,5.404649,8388480,0.038703,12486759,15.000733,3186700,1.039733,1092.500000,780.000000,898.399361,,0.482805,,1796.798706,
Sample,09/10/2024 11:03:51,23,9366258,5.404556,8388483,0.038720,12486658,15.001866,3186703,1.039734,1087.000000,767.299988,893.876468,,0.482822,,1787.752930,
Sample,09/10/2024 11:03:52,23,9366267,5.404605,8388480,0.038703,12486552,15.003055,3186735,1.039744,1076.000000,759.599976,884.830684,,0.482998,,1769.661377,
Sample,09/10/2024 11:03:53,23,9366264,5.404589,8388479,0.038698,12486475,15.003918,3186742,1.039746,1068.199951,767.500000,878.416360,,0.483037,,1756.832764,
Sample,09/10/2024 11:03:54,23,9366268,5.404611,8388476,0.038681,12486386,15.004916,3186918,1.039804,1067.199951,755.000000,877.594016,,0.484006,,1755.187988,
Sample,09/10/2024 11:03:55,23,9366266,5.404600,8388478,0.038692,12486317,15.005690,3186845,1.039780,1068.400024,762.000000,878.580889,,0.483604,,1757.161743,
Sample,09/10/2024 11:03:56,23,9366258,5.404556,8388479,0.038698,12486265,15.006273,3186845,1.039780,1070.300049,759.700012,880.143363,,0.483604,,1760.286743,
Sample,09/10/2024 11:03:57,23,9366266,5.404600,8388481,0.038709,12486194,15.007070,3186828,1.039775,1069.900024,746.799988,879.814405,,0.483510,,1759.628784,
Sample,09/10/2024 11:03:58,23,9366263,5.404583,8388479,0.038698,12486145,15.007619,3186816,1.039771,1067.400024,747.099976,877.758545,,0.483444,,1755.517090,
Sample,09/10/2024 11:03:59,23,9366258,5.404556,8388479,0.038698,12486110,15.008012,3186912,1.039802,1065.099976,750.500000,875.867113,,0.483973,,1751.734253,
Sample,09/10/2024 11:04:00,23,9366264,5.404589,8388481,0.038709,12486085,15.008292,3186860,1.039785,1064.400024,746.700012,875.291513,,0.483686,,1750.583008,
Sample,09/10/2024 11:04:01,23,9366252,5.404523,8388482,0.038714,12486056,15.008617,3186886,1.039794,1064.000000,745.500000,874.962555,,0.483830,,1749.925049,
Sample,09/10/2024 11:04:02,23,9366249,5.404506,8388483,0.038720,12486050,15.008685,3186900,1.039798,1064.500000,759.000000,875.373727,,0.483907,,1750.747437,
Sample,09/10/2024 11:04:03,23,9366257,5.404550,8388478,0.038692,12486046,15.008730,3186808,1.039768,1062.699951,753.200012,873.893467,,0.483400,,1747.786987,
Sample,09/10/2024 11:04:04,23,9366250,5.404512,8388481,0.038709,12486034,15.008864,3186889,1.039795,1060.699951,752.200012,872.248779,,0.483846,,1744.497559,
Sample,09/10/2024 11:04:05,23,9366235,5.404429,8388485,0.038731,12486026,15.008954,3186805,1.039767,1059.000000,755.000000,870.850835,,0.483384,,1741.701660,
Sample,09/10/2024 11:04:06,23,9366247,5.404495,8388480,0.038703,12486026,15.008954,3186880,1.039792,1061.800049,761.500000,873.153438,,0.483797,,1746.306885,
Sample,09/10/2024 11:04:07,23,9366245,5.404484,8388475,0.038676,12486011,15.009122,3186893,1.039796,1066.500000,757.000000,877.018415,,0.483868,,1754.036865,
Sample,09/10/2024 11:04:08,23,9366245,5.404484,8388482,0.038714,12485990,15.009358,3187020,1.039838,1071.000000,758.400024,880.718963,,0.484567,,1761.437866,
Sample,09/10/2024 11:04:09,23,9366243,5.404473,8388481,0.038709,12485960,15.009694,3186885,1.039793,1071.099976,762.500000,880.801178,,0.483824,,1761.602295,
Sample,09/10/2024 11:04:10,23,9366251,5.404517,8388482,0.038714,12485949,15.009817,3186930,1.039808,1074.900024,773.000000,883.926125,,0.484072,,1767.852295,
Sample,09/10/2024 11:04:11,23,9366222,5.404358,8388476,0.038681,12485898,15.010389,3186985,1.039826,1077.199951,759.000000,885.817456,,0.484375,,1771.634888,
Sample,09/10/2024 11:04:12,23,9366225,5.404374,8388481,0.038709,12485853,15.010894,3186970,1.039821,1074.099976,755.900024,883.268210,,0.484292,,1766.536377,
Sample,09/10/2024 11:04:13,23,9366235,5.404429,8388482,0.038714,12485829,15.011163,3186880,1.039792,1068.599976,760.200012,878.745318,,0.483797,,1757.490601,
Sample,09/10/2024 11:04:14,23,9366232,5.404413,8388481,0.038709,12485774,15.011780,3187007,1.039833,1063.599976,749.500000,874.633597,,0.484496,,1749.267212,
Sample,09/10/2024 11:04:15,23,9366232,5.404413,8388480,0.038703,12485712,15.012475,3187061,1.039851,1062.699951,744.500000,873.893467,,0.484793,,1747.786987,
Sample,09/10/2024 11:04:16,23,9366233,5.404418,8388482,0.038714,12485635,15.013339,3186933,1.039809,1061.900024,739.500000,873.235652,,0.484088,,1746.471313,
Sample,09/10/2024 11:04:17,23,9366224,5.404369,8388484,0.038725,12485558,15.014203,3187007,1.039833,1062.199951,751.900024,873.482295,,0.484496,,1746.964600,
Sample,09/10/2024 11:04:18,23,9366212,5.404303,8388482,0.038714,12485469,15.015201,3187080,1.039857,1059.599976,756.599976,871.344221,,0.484898,,1742.688477,
Sample,09/10/2024 11:04:19,23,9366219,5.404341,8388481,0.038709,12485393,15.016053,3187075,1.039856,1058.300049,744.000000,870.275234,,0.484870,,1740.550415,
Sample,09/10/2024 11:04:20,23,9366223,5.404363,8388486,0.038736,12485299,15.017107,3187071,1.039854,1053.699951,760.700012,866.492371,,0.484848,,1732.984741,
Sample,09/10/2024 11:04:21,23,9366220,5.404347,8388487,0.038742,12485211,15.018094,3187041,1.039845,1050.599976,741.900024,863.943124,,0.484683,,1727.886230,
Sample,09/10/2024 11:04:22,23,9366236,5.404435,8388484,0.038725,12485105,15.019283,3187091,1.039861,1046.500000,746.200012,860.571534,,0.484958,,1721.143066,
Sample,09/10/2024 11:04:23,23,9366225,5.404374,8388478,0.038692,12485037,15.020046,3187136,1.039876,1042.500000,742.900024,857.282158,,0.485206,,1714.564331,
Sample,09/10/2024 11:04:24,23,9366213,5.404308,8388481,0.038709,12484944,15.021089,3187102,1.039865,1038.500000,736.099976,853.992781,,0.485019,,1707.985596,
Sample,09/10/2024 11:04:25,23,9366212,5.404303,8388480,0.038703,12484874,15.021874,3187172,1.039888,1035.400024,741.799988,851.443535,,0.485404,,1702.887085,
Sample,09/10/2024 11:04:26,23,9366215,5.404319,8388479,0.038698,12484822,15.022457,3187146,1.039879,1035.400024,738.299988,851.443535,,0.485261,,1702.887085,
Sample,09/10/2024 11:04:27,23,9366209,5.404286,8388476,0.038681,12484721,15.023590,3187127,1.039873,1034.800049,734.500000,850.950148,,0.485156,,1701.900269,
Sample,09/10/2024 11:04:28,23,9366209,5.404286,8388477,0.038687,12484638,15.024521,3187132,1.039875,1034.000000,729.200012,850.292233,,0.485184,,1700.584473,
Sample,09/10/2024 11:04:29,23,9366208,5.404281,8388481,0.038709,12484576,15.025216,3187222,1.039904,1032.900024,743.799988,849.387675,,0.485679,,1698.775391,
Sample,09/10/2024 11:04:30,23,9366201,5.404242,8388482,0.038714,12484498,15.026091,3187196,1.039896,1033.500000,736.500000,849.881061,,0.485536,,1699.762085,
Sample,09/10/2024 11:04:31,23,9366181,5.404132,8388481,0.038709,12484417,15.027000,3187167,1.039886,1032.099976,742.900024,848.729759,,0.485376,,1697.459473,
Sample,09/10/2024 11:04:32,23,9366188,5.404171,8388479,0.038698,12484354,15.027706,3187218,1.039903,1031.199951,741.799988,847.989629,,0.485657,,1695.979248,
Sample,09/10/2024 11:04:33,23,9366198,5.404226,8388482,0.038714,12484292,15.028402,3187205,1.039899,1031.099976,729.799988,847.907415,,0.485585,,1695.814819,
Sample,09/10/2024 11:04:34,23,9366195,5.404209,8388485,0.038731,12484220,15.029209,3187252,1.039914,1030.099976,729.599976,847.085071,,0.485844,,1694.170166,
Sample,09/10/2024 11:04:35,23,9366203,5.404253,8388484,0.038725,12484190,15.029546,3187210,1.039900,1030.800049,725.400024,847.660772,,0.485613,,1695.321533,
Sample,09/10/2024 11:04:36,23,9366198,5.404226,8388484,0.038725,12484163,15.029848,3187209,1.039900,1030.699951,745.400024,847.578457,,0.485607,,1695.156860,
Sample,09/10/2024 11:04:37,23,9366179,5.404121,8388480,0.038703,12484141,15.030095,3187236,1.039909,1032.500000,735.299988,849.058717,,0.485756,,1698.117432,
Sample,09/10/2024 11:04:38,23,9366178,5.404116,8388477,0.038687,12484115,15.030387,3187158,1.039883,1033.000000,723.900024,849.469889,,0.485327,,1698.939819,
Sample,09/10/2024 11:04:39,23,9366185,5.404154,8388479,0.038698,12484104,15.030510,3187233,1.039908,1031.500000,726.200012,848.236373,,0.485740,,1696.472778,
Sample,09/10/2024 11:04:40,23,9366198,5.404226,8388481,0.038709,12484078,15.030802,3187181,1.039891,1028.599976,736.599976,845.851555,,0.485453,,1691.703125,
Sample,09/10/2024 11:04:41,23,9366189,5.404176,8388483,0.038720,12484057,15.031037,3187227,1.039906,1023.099976,736.900024,841.328663,,0.485707,,1682.657349,
Sample,09/10/2024 11:04:42,23,9366177,5.404110,8388478,0.038692,12484028,15.031362,3187156,1.039882,1018.500000,729.299988,837.545900,,0.485316,,1675.091797,
Sample,09/10/2024 11:04:43,23,9366175,5.404099,8388476,0.038681,12483999,15.031688,3187283,1.039924,1017.099976,726.000000,836.394598,,0.486015,,1672.789185,
Sample,09/10/2024 11:04:44,23,9366165,5.404044,8388480,0.038703,12483971,15.032002,3187276,1.039922,1016.200012,736.000000,835.654519,,0.485976,,1671.309082,
Sample,09/10/2024 11:04:45,23,9366177,5.404110,8388480,0.038703,12483937,15.032383,3187241,1.039910,1016.799988,737.000000,836.147905,,0.485784,,1672.295776,
Sample,09/10/2024 11:04:46,23,9366188,5.404171,8388478,0.038692,12483904,15.032753,3187315,1.039935,1017.900024,735.099976,837.052514,,0.486191,,1674.104980,
Sample,09/10/2024 11:04:47,23,9366185,5.404154,8388480,0.038703,12483843,15.033437,3187401,1.039963,1020.299988,735.799988,839.026109,,0.486664,,1678.052246,
Sample,09/10/2024 11:04:48,23,9366169,5.404066,8388480,0.038703,12483797,15.033953,3187381,1.039956,1022.299988,737.299988,840.670797,,0.486554,,1681.341553,
Sample,09/10/2024 11:04:49,23,9366167,5.404055,8388478,0.038692,12483747,15.034514,3187320,1.039936,1022.700012,738.500000,840.999755,,0.486218,,1681.999512,
Sample,09/10/2024 11:04:50,23,9366162,5.404028,8388478,0.038692,12483691,15.035142,3187363,1.039950,1024.800049,743.900024,842.726708,,0.486455,,1685.453369,
Sample,09/10/2024 11:04:51,23,9366146,5.403940,8388480,0.038703,12483643,15.035681,3187330,1.039940,1026.599976,739.400024,844.206867,,0.486273,,1688.413696,
Sample,09/10/2024 11:04:52,23,9366165,5.404044,8388478,0.038692,12483565,15.036555,3187272,1.039921,1025.099976,737.799988,842.973351,,0.485954,,1685.946655,
Sample,09/10/2024 11:04:53,23,9366160,5.404017,8388481,0.038709,12483515,15.037116,3187387,1.039958,1024.699951,749.000000,842.644393,,0.486587,,1685.288818,
Sample,09/10/2024 11:04:54,23,9366163,5.404033,8388483,0.038720,12483467,15.037655,3187341,1.039943,1022.700012,744.900024,840.999755,,0.486334,,1681.999512,
Sample,09/10/2024 11:04:55,23,9366160,5.404017,8388482,0.038714,12483391,15.038507,3187334,1.039941,1020.500000,737.099976,839.190588,,0.486295,,1678.381226,
Sample,09/10/2024 11:04:56,23,9366154,5.403984,8388483,0.038720,12483321,15.039292,3187429,1.039972,1017.000000,730.099976,836.312384,,0.486818,,1672.624756,
Sample,09/10/2024 11:04:57,23,9366152,5.403973,8388481,0.038709,12483264,15.039932,3187406,1.039965,1016.000000,727.099976,835.490040,,0.486691,,1670.980103,
Sample,09/10/2024 11:04:58,23,9366153,5.403978,8388479,0.038698,12483198,15.040672,3187418,1.039969,1014.500000,741.799988,834.256524,,0.486757,,1668.513062,
Sample,09/10/2024 11:04:59,23,9366157,5.404000,8388479,0.038698,12483141,15.041311,3187420,1.039969,1011.099976,724.299988,831.460534,,0.486768,,1662.921021,
Sample,09/10/2024 11:05:00,23,9366148,5.403951,8388484,0.038725,12483092,15.041861,3187472,1.039986,1009.799988,733.500000,830.391497,,0.487054,,1660.782959,
Sample,09/10/2024 11:05:01,23,9366139,5.403901,8388478,0.038692,12483045,15.042388,3187505,1.039997,1010.000000,731.700012,830.555975,,0.487236,,1661.111938,
Sample,09/10/2024 11:05:02,23,9366145,5.403934,8388479,0.038698,12482993,15.042971,3187514,1.040000,1010.000000,728.799988,830.555975,,0.487285,,1661.111938,
Sample,09/10/2024 11:05:03,23,9366149,5.403956,8388485,0.038731,12482953,15.043420,3187451,1.039979,1011.799988,735.500000,832.036185,,0.486939,,1664.072388,
Sample,09/10/2024 11:05:04,23,9366141,5.403912,8388485,0.038731,12482920,15.043790,3187572,1.040019,1014.000000,734.500000,833.845352,,0.487604,,1667.690674,
Sample,09/10/2024 11:05:05,23,9366130,5.403852,8388480,0.038703,12482904,15.043969,3187346,1.039945,1013.000000,739.900024,833.023008,,0.486361,,1666.046021,
Sample,09/10/2024 11:05:06,23,9366137,5.403890,8388481,0.038709,12482874,15.044306,3187517,1.040001,1012.000000,731.000000,832.200664,,0.487302,,1664.401367,
Sample,09/10/2024 11:05:07,23,9366137,5.403890,8388484,0.038725,12482869,15.044362,3187619,1.040035,1009.799988,727.400024,830.391497,,0.487863,,1660.782959,
Sample,09/10/2024 11:05:08,23,9366126,5.403830,8388487,0.038742,12482867,15.044384,3187492,1.039993,1008.099976,731.299988,828.993502,,0.487164,,1657.987061,
Sample,09/10/2024 11:05:09,23,9366122,5.403808,8388484,0.038725,12482899,15.044025,3187610,1.040032,1005.200012,725.400024,826.608734,,0.487813,,1653.217407,
Sample,09/10/2024 11:05:10,23,9366130,5.403852,8388481,0.038709,12482899,15.044025,3187515,1.040000,1002.400024,720.200012,824.306181,,0.487291,,1648.612305,
