Time,Temp,Lux1,Lux2,IR1,IR2,Accel_X,Accel_Y,Accel_Z,VBAT
07/04/2023 06:19,18.06,0,156.53,65535,15269.4,1.349886,6.453757,7.270161,3.99
07/04/2023 06:49,18.25,0,156.96,65535,15289.7,1.345472,6.44248,7.262316,3.986
07/04/2023 07:19,17.88,0,157.34,65535,15326.9,1.347924,6.466016,7.278496,3.99
07/04/2023 07:49,17.88,0,157.32,65535,15321.9,1.333704,6.443949,7.270161,3.986
07/04/2023 08:19,17.56,0,157.03,65535,15298.9,9.713977,-0.688917,-0.98753,3.986
07/04/2023 08:49,17.5,0,157.78,65535,15336,9.581098,-0.664401,0.134351,3.986
07/04/2023 09:19,17.5,0,157.94,65535,15358,9.758108,0.027949,-0.51583,3.984
07/04/2023 09:49,15.88,0,157.97,65535,15353.75,9.780663,-0.212314,-0.362846,3.984
07/04/2023 10:20,15.38,0,157.88,65535,15341.5,9.683087,-0.153474,-0.600657,3.984
07/04/2023 10:50,15.38,0,157.89,65535,15328.85,0.650181,8.469515,4.96903,3.984
07/04/2023 11:20,15.38,0,157.83,65535,15326.2,9.72035,0.758544,-1.126784,3.982
07/04/2023 11:50,15.94,0,157.53,65535,15304.8,9.74634,0.800713,-1.234167,3.982
07/04/2023 12:20,16.38,0,157.37,65535,15295,-0.135332,8.600431,4.773877,3.98
07/04/2023 12:50,16.38,0,156.68,65535,15250.3,-0.032362,8.49354,4.909209,3.982
07/04/2023 13:20,18.44,0,157.1,65535,15246.65,0.258405,8.483242,4.744948,3.98
07/04/2023 13:50,18.94,0,157.09,65535,15244.35,0.320187,8.533257,4.993056,3.978
07/04/2023 14:20,19.12,418.93,139.08,43070.4,14615.4,6.87103,6.735208,-0.344213,3.976
07/04/2023 14:50,19.12,410.45,138.68,43298.7,14570.3,7.243681,4.860666,4.270797,3.976
07/04/2023 15:20,12.31,426.19,139.62,42879.35,14571.05,8.632792,1.699493,4.279132,3.97
07/04/2023 15:50,10.88,409.85,139.71,43314.7,14520.15,9.100081,0.135822,3.448509,3.974
07/04/2023 16:20,10.88,417.16,140.29,43117.9,14549.65,9.375647,0.70804,1.904942,3.972
07/04/2023 16:50,10.38,418.55,142.44,43064.1,14530.7,9.640918,0.599186,1.567103,3.972
07/04/2023 17:20,10.31,433.36,137.89,42531.8,14501.2,9.757127,0.069137,-0.733047,3.968
07/04/2023 17:50,10.25,415.88,137.8,43150,14479.75,9.760069,0.198094,0.128957,3.968
