Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,Mag_X,Mag_Y,Mag_Z,H.Angle,Direction
2024/11/02 16:22:01,21.12,2992,4237,59,-4.10,9.00,3.32,30,0.00,0.00,-0.00,0,N
2024/11/02 16:22:02,21.12,2999,4244,59,-4.24,9.38,2.61,27,0.00,0.00,-0.00,0,N
2024/11/02 16:22:02,21.12,3005,4253,59,-4.81,8.11,3.40,35,0.00,0.00,-0.00,0,N
2024/11/02 16:22:03,21.12,2999,4243,59,-5.33,8.00,4.01,39,0.00,0.00,-0.00,0,N
2024/11/02 16:22:03,21.12,3001,4244,59,-4.84,7.91,3.88,38,0.00,0.00,-0.00,0,N
2024/11/02 16:22:04,21.12,2998,4239,59,-4.58,8.17,3.96,36,0.00,0.00,-0.00,0,N
2024/11/02 16:22:04,21.12,3000,4243,59,-4.69,8.78,3.47,33,0.00,0.00,-0.00,0,N
2024/11/02 16:22:05,21.12,2996,4285,63,-7.69,6.98,2.26,48,0.00,0.00,-0.00,0,N
2024/11/02 16:22:05,21.12,2996,4286,63,-7.27,5.98,0.98,50,0.00,0.00,-0.00,0,N
2024/11/02 16:22:06,21.12,3004,4315,65,-8.39,6.77,0.20,51,0.00,0.00,-0.00,0,N
2024/11/02 16:22:06,21.12,3008,4334,66,-8.18,4.25,0.15,62,0.00,0.00,-0.00,0,N
2024/11/02 16:22:07,21.12,3006,4325,65,-8.73,5.13,-0.31,59,0.00,0.00,-0.00,0,N
2024/11/02 16:22:07,21.12,3008,4334,66,-8.94,5.94,-0.25,56,0.00,0.00,-0.00,0,N
2024/11/02 16:22:08,21.12,3011,4349,67,-8.59,4.45,-0.02,62,0.00,0.00,-0.00,0,N
2024/11/02 16:22:08,21.12,3007,4330,65,-8.54,6.12,0.71,54,0.00,0.00,-0.00,0,N
2024/11/02 16:22:09,21.19,3007,4333,66,-9.18,5.35,0.03,59,0.00,0.00,-0.00,0,N
2024/11/02 16:22:09,21.19,3009,4336,66,-8.97,4.63,-0.53,62,0.00,0.00,-0.00,0,N
2024/11/02 16:22:10,21.19,3011,4350,67,-9.11,5.40,0.42,59,0.00,0.00,-0.00,0,N
2024/11/02 16:22:10,21.19,3008,4338,66,-8.50,3.62,4.29,69,0.00,0.00,-0.00,0,N
2024/11/02 16:22:11,21.19,3012,4343,66,-8.04,2.97,4.80,72,0.00,0.00,-0.00,0,N
2024/11/02 16:22:17,21.25,3004,4286,62,-3.76,-1.14,9.27,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:17,21.25,3002,4281,62,-3.70,-1.10,9.18,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:18,21.25,3001,4278,62,-3.77,-1.11,9.13,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:18,21.25,2999,4275,62,-3.76,-1.08,9.11,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:19,21.25,2999,4273,61,-3.80,-1.07,9.16,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:19,21.25,2998,4271,61,-3.80,-1.05,9.15,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:20,21.25,2997,4272,62,-3.85,-1.06,9.27,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:20,21.38,2998,4270,61,-3.84,-1.09,9.11,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:21,21.38,2997,4270,61,-3.84,-1.10,9.11,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:21,21.38,2997,4270,61,-3.83,-1.08,9.11,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:22,21.38,2996,4268,61,-3.85,-1.10,9.12,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:22,21.38,2997,4269,61,-3.84,-1.11,9.13,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:23,21.38,2995,4268,61,-3.84,-1.13,9.11,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:23,21.38,2996,4268,61,-3.90,-1.13,9.11,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:24,21.44,2995,4267,61,-3.89,-1.16,9.11,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:24,21.44,2996,4267,61,-3.89,-1.10,9.06,83,0.00,0.00,-0.00,0,N
2024/11/02 16:22:25,21.44,3009,4331,65,-11.23,0.85,4.00,85,0.00,0.00,-0.00,0,N
2024/11/02 16:22:25,21.44,2977,4208,58,-5.46,6.54,0.37,39,0.00,0.00,-0.00,0,N
2024/11/02 16:22:26,21.44,3001,4310,64,-5.51,4.77,5.33,58,0.00,0.00,-0.00,0,N
2024/11/02 16:22:26,21.44,2986,4246,61,-7.13,3.21,4.92,69,0.00,0.00,-0.00,0,N
2024/11/02 16:22:32,21.50,3118,4389,60,-4.54,6.17,7.32,54,0.00,0.00,-0.00,0,N
2024/11/02 16:22:33,21.50,3177,4468,60,-4.59,4.46,7.73,63,0.00,0.00,-0.00,0,N
2024/11/02 16:22:33,21.50,3135,4409,60,-5.28,4.14,7.91,66,0.00,0.00,-0.00,0,N
2024/11/02 16:22:34,21.50,3100,4360,59,-5.83,5.01,7.17,61,0.00,0.00,-0.00,0,N
2024/11/02 16:22:34,21.50,3118,4381,59,-4.39,4.10,7.65,65,0.00,0.00,-0.00,0,N
2024/11/02 16:22:35,21.50,3101,4354,58,-4.03,2.28,6.50,73,0.00,0.00,-0.00,0,N
2024/11/02 16:22:35,21.50,3106,4363,59,-4.12,3.33,9.46,72,0.00,0.00,-0.00,0,N
2024/11/02 16:22:36,21.56,3099,4351,58,-4.39,5.73,6.47,53,0.00,0.00,-0.00,0,N
2024/11/02 16:22:36,21.56,3109,4362,58,-3.64,7.20,5.92,44,0.00,0.00,-0.00,0,N
2024/11/02 16:22:37,21.56,3104,4356,58,-3.83,7.75,4.11,35,0.00,0.00,-0.00,0,N
2024/11/02 16:22:37,21.56,3108,4358,58,-3.58,8.03,4.89,37,0.00,0.00,-0.00,0,N
2024/11/02 16:22:38,21.56,3124,4380,58,-4.07,9.07,5.78,37,0.00,0.00,-0.00,0,N
