HEADING, Timecode,,Battery        , , Temperature    , , Pressure       , , Turbidity, , , Depth       , , SSC         , , 
UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,28/08/2023 11:03:50,23,,,12169972,18.580052,3180195,1.037595,0.013800,3126.699951,2729.785618,,0.446744,,5459.571289,
Sample,28/08/2023 11:03:51,23,,,12170588,18.573021,3180109,1.037566,0.072900,3119.899902,2724.037809,,0.446264,,5448.075684,
Sample,28/08/2023 11:03:52,23,,,12171004,18.568273,3180251,1.037613,0.066000,3119.500000,2723.699787,,0.447056,,5447.399414,
Sample,28/08/2023 11:03:53,23,,,12170863,18.569883,3180311,1.037633,0.058700,3114.199951,2719.219869,,0.447391,,5438.439941,
Sample,28/08/2023 11:03:54,23,,,12170550,18.573455,3180262,1.037617,0.056800,3118.899902,2723.192549,,0.447118,,5446.385254,
Sample,28/08/2023 11:03:55,23,,,12170345,18.575794,3180361,1.037649,0.069500,3114.399902,2719.388879,,0.447670,,5438.777832,
Sample,28/08/2023 11:03:56,23,,,12170381,18.575384,3180278,1.037622,0.070000,3114.399902,2719.388879,,0.447207,,5438.777832,
Sample,28/08/2023 11:03:57,23,,,12170252,18.576856,3180287,1.037625,0.064400,3118.600098,2722.939136,,0.447257,,5445.878418,
Sample,28/08/2023 11:03:58,23,9310027,5.095404,12170324,18.576034,3180261,1.037616,0.052400,3119.600098,2723.784396,,0.447112,,5447.568848,
Sample,28/08/2023 11:03:59,23,,,12170100,18.578591,3180306,1.037631,0.049100,3120.000000,2724.122417,,0.447363,,5448.244629,
Sample,28/08/2023 11:04:00,23,,,12169628,18.583978,3180496,1.037693,0.071300,3118.000000,2722.431898,,0.448423,,5444.863770,
Sample,28/08/2023 11:04:01,23,,,12169093,18.590085,3180256,1.037615,0.070000,3117.899902,2722.347289,,0.447084,,5444.694336,
Sample,28/08/2023 11:04:02,23,,,12168872,18.592607,3180231,1.037606,0.075600,3120.899902,2724.883069,,0.446945,,5449.766113,
Sample,28/08/2023 11:04:03,23,,,12169216,18.588681,3180380,1.037655,0.070300,3120.000000,2724.122417,,0.447776,,5448.244629,
Sample,28/08/2023 11:04:04,23,,,12169478,18.585690,3180367,1.037651,0.080400,3123.800049,2727.334446,,0.447704,,5454.668945,
Sample,28/08/2023 11:04:05,23,,,12169692,18.583248,3180456,1.037680,0.053300,3118.800049,2723.108147,,0.448200,,5446.216309,
Sample,28/08/2023 11:04:06,23,,,12170042,18.579253,3180290,1.037626,0.042800,3116.300049,2720.994997,,0.447274,,5441.990234,
Sample,28/08/2023 11:04:07,23,,,12170459,18.574493,3179894,1.037496,0.053100,3118.100098,2722.516506,,0.445064,,5445.033203,
Sample,28/08/2023 11:04:08,23,,,12171001,18.568308,3180593,1.037725,0.029400,3123.100098,2726.742806,,0.448964,,5453.485840,
Sample,28/08/2023 11:04:09,23,,,12171447,18.563218,3180387,1.037658,0.029800,3118.000000,2722.431898,,0.447815,,5444.863770,
Sample,28/08/2023 11:04:10,23,,,12171317,18.564701,3180209,1.037599,0.041800,3122.000000,2725.812937,,0.446822,,5451.625977,
Sample,28/08/2023 11:04:11,23,,,12171413,18.563606,3180086,1.037559,0.032800,3114.199951,2719.219869,,0.446136,,5438.439941,
Sample,28/08/2023 11:04:12,23,,,12171446,18.563229,3180030,1.037540,0.028100,3124.600098,2728.010696,,0.445823,,5456.021484,
Sample,28/08/2023 11:04:13,23,,,12171425,18.563469,3180087,1.037559,0.025200,3122.199951,2725.981948,,0.446141,,5451.963867,
Sample,28/08/2023 11:04:14,23,,,12171484,18.562795,3180171,1.037587,0.021800,3127.500000,2730.461867,,0.446610,,5460.923828,
Sample,28/08/2023 11:04:15,23,,,12171462,18.563046,3180135,1.037575,0.033400,3115.100098,2719.980726,,0.446409,,5439.961426,
Sample,28/08/2023 11:04:16,23,,,12171303,18.564861,3179950,1.037514,0.027200,3119.899902,2724.037809,,0.445377,,5448.075684,
Sample,28/08/2023 11:04:17,23,,,12171301,18.564884,3180277,1.037621,0.039100,3118.300049,2722.685517,,0.447201,,5445.371094,
Sample,28/08/2023 11:04:18,23,,,12171784,18.559372,3180251,1.037613,0.127000,3127.699951,2730.630877,,0.447056,,5461.261719,
Sample,28/08/2023 11:04:19,23,,,12172376,18.552616,3180236,1.037608,0.026700,3124.600098,2728.010696,,0.446973,,5456.021484,
Sample,28/08/2023 11:04:20,23,,,12172563,18.550482,3180049,1.037547,0.020500,3135.500000,2737.223946,,0.445929,,5474.447754,
Sample,28/08/2023 11:04:21,23,,,12172754,18.548303,3180125,1.037572,0.028200,3129.600098,2732.236995,,0.446353,,5464.474121,
Sample,28/08/2023 11:04:22,23,,,12173062,18.544788,3180014,1.037535,0.026800,3127.199951,2730.208247,,0.445734,,5460.416504,
Sample,28/08/2023 11:04:23,23,,,12173358,18.541410,3180299,1.037629,0.022200,3144.899902,2745.169307,,0.447324,,5490.338379,
Sample,28/08/2023 11:04:24,23,,,12174157,18.532294,3180038,1.037543,0.066500,3126.800049,2729.870226,,0.445868,,5459.740234,
Sample,28/08/2023 11:04:25,23,,,12174976,18.522949,3180284,1.037624,0.029100,3120.399902,2724.460439,,0.447241,,5448.920898,
Sample,28/08/2023 11:04:26,23,,,12175681,18.514906,3179958,1.037517,0.045300,3127.300049,2730.292856,,0.445421,,5460.585938,
Sample,28/08/2023 11:04:27,23,,,12176440,18.506248,3180191,1.037593,0.007000,3138.100098,2739.421704,,0.446722,,5478.843262,
Sample,28/08/2023 11:04:28,23,,,12176140,18.509670,3179985,1.037526,0.054300,3126.300049,2729.447596,,0.445572,,5458.895020,
Sample,28/08/2023 11:04:29,23,,,12175895,18.512465,3180186,1.037592,0.045300,3132.399902,2734.603558,,0.446694,,5469.207031,
Sample,28/08/2023 11:04:30,23,,,12176272,18.508164,3180399,1.037662,0.013100,3141.100098,2741.957484,,0.447882,,5483.915039,
Sample,28/08/2023 11:04:31,23,,,12176908,18.500909,3180177,1.037589,0.093400,3139.100098,2740.266964,,0.446644,,5480.533691,
Sample,28/08/2023 11:04:32,23,,,12177767,18.491110,3180119,1.037570,1.303400,3140.699951,2741.619256,,0.446320,,5483.238281,
Sample,28/08/2023 11:04:33,23,,,12178617,18.481415,3180020,1.037537,0.023000,3155.000000,2753.706514,,0.445767,,5507.413086,
Sample,28/08/2023 11:04:34,23,,,12179183,18.474960,3180011,1.037534,0.014900,3169.000000,2765.540153,,0.445717,,5531.080078,
Sample,28/08/2023 11:04:35,23,,,12179424,18.472211,3180147,1.037579,0.048500,3189.100098,2782.529959,,0.446476,,5565.060059,
Sample,28/08/2023 11:04:36,23,,,12179531,18.470991,3180026,1.037539,0.036100,3143.300049,2743.817015,,0.445801,,5487.633789,
Sample,28/08/2023 11:04:37,23,,,12179709,18.468961,3179775,1.037456,0.000200,3145.100098,2745.338524,,0.444399,,5490.677246,
Sample,28/08/2023 11:04:38,23,9311226,5.101996,12180557,18.459290,3179663,1.037420,0.000400,3166.899902,2763.765024,,0.443774,,5527.530273,
Sample,28/08/2023 11:04:39,23,,,12182091,18.441797,3180026,1.037539,0.027200,3159.899902,2757.848205,,0.445801,,5515.696289,
Sample,28/08/2023 11:04:40,23,,,12183492,18.425823,3180320,1.037636,0.017800,3165.300049,2762.412732,,0.447441,,5524.825684,
Sample,28/08/2023 11:04:41,23,,,12183837,18.421889,3180456,1.037680,0.013900,3166.600098,2763.511612,,0.448200,,5527.023438,
Sample,28/08/2023 11:04:42,23,,,12183631,18.424238,3180303,1.037630,0.024000,3153.300049,2752.269614,,0.447347,,5504.539062,
Sample,28/08/2023 11:04:43,23,,,12183168,18.429517,3180297,1.037628,0.037500,3164.600098,2761.821092,,0.447313,,5523.642090,
Sample,28/08/2023 11:04:44,23,,,12182829,18.433382,3180412,1.037666,0.011500,3151.699951,2750.917115,,0.447954,,5501.834473,
Sample,28/08/2023 11:04:45,23,,,12182895,18.432630,3180203,1.037597,0.001500,3140.699951,2741.619256,,0.446789,,5483.238281,
Sample,28/08/2023 11:04:46,23,,,12182771,18.434043,3180414,1.037667,0.019300,3123.100098,2726.742806,,0.447966,,5453.485840,
Sample,28/08/2023 11:04:47,23,,,12184003,18.419997,3180543,1.037709,0.076200,3116.600098,2721.248616,,0.448685,,5442.497070,
Sample,28/08/2023 11:04:48,23,,,12186130,18.395749,3190026,1.040826,586.910034,1519.500000,1371.283940,,0.501066,,2742.567871,
Sample,28/08/2023 11:04:49,23,,,12180575,18.459084,3195898,1.042756,1.019900,-77.099998,0.827179,,0.533026,,1.654358,
Sample,28/08/2023 11:04:50,23,,,12178358,18.484369,3180892,1.037824,0.927600,3173.000000,2768.921192,,0.450630,,5537.842285,
Sample,28/08/2023 11:04:51,23,,,12181171,18.452288,3179962,1.037518,1.980600,-58.959999,1.617205,,0.445444,,3.234409,
Sample,28/08/2023 11:04:52,23,,,12183278,18.428263,3181970,1.038178,1084.099976,3018.500000,2638.328537,,0.456630,,5276.657227,
Sample,28/08/2023 11:04:53,23,,,12184337,18.416189,3182651,1.038402,634.089966,2127.199951,1884.948343,,0.460414,,3769.896729,
Sample,28/08/2023 11:04:54,23,,,12184900,18.409771,3182489,1.038348,1.370300,3044.199951,2660.051675,,0.459514,,5320.103516,
Sample,28/08/2023 11:04:55,23,,,12188998,18.363061,3182868,1.038473,1.292600,3031.300049,2649.147905,,0.461619,,5298.295898,
Sample,28/08/2023 11:04:56,23,,,12197679,18.264161,3182852,1.038468,1.366400,3024.899902,2643.738118,,0.461530,,5287.476074,
Sample,28/08/2023 11:04:57,23,,,12211099,18.111401,3183268,1.038605,1.116600,3017.899902,2637.821299,,0.463838,,5275.642578,
Sample,28/08/2023 11:04:58,23,,,12222531,17.981391,3205133,1.045791,1.532100,-9.272000,1.248383,,0.582598,,2.496767,
Sample,28/08/2023 11:04:59,23,,,12202826,18.205555,3241281,1.057673,0.646600,-78.120003,0.520198,,0.769457,,1.040395,
Sample,28/08/2023 11:05:00,23,,,12186996,18.385878,3267520,1.066299,0.740100,-78.459999,0.597087,,0.899036,,1.194174,
Sample,28/08/2023 11:05:01,23,,,12179473,18.471652,3281661,1.070948,0.591800,-80.139999,0.475133,,0.967095,,0.950267,
Sample,28/08/2023 11:05:02,23,,,12176025,18.510982,3289393,1.073490,0.676900,-78.199997,0.545115,,1.003834,,1.090230,
Sample,28/08/2023 11:05:03,23,,,12174476,18.528654,3307982,1.079602,0.780500,-78.970001,0.630310,,1.090900,,1.260619,
Sample,28/08/2023 11:05:04,23,,,12173705,18.537451,3297576,1.076181,0.815300,-79.659996,0.658927,,1.042373,,1.317854,
Sample,28/08/2023 11:05:05,23,,,12173287,18.542221,3318523,1.083068,0.691400,-78.590004,0.557039,,1.139537,,1.114077,
Sample,28/08/2023 11:05:06,23,,,12173021,18.545256,3316638,1.082448,1.182400,-77.870003,0.960810,,1.130876,,1.921619,
Sample,28/08/2023 11:05:07,23,,,12172846,18.547253,3310949,1.080577,0.674000,-78.580002,0.542730,,1.104642,,1.085460,
Sample,28/08/2023 11:05:08,23,,,12172747,18.548382,3306640,1.079161,0.608000,-80.790001,0.488455,,1.084671,,0.976910,
Sample,28/08/2023 11:05:09,23,,,12172687,18.549067,3309763,1.080187,0.578500,-77.750000,0.464196,,1.099154,,0.928392,
Sample,28/08/2023 11:05:10,23,,,12172588,18.550197,3318755,1.083144,0.724800,-78.070000,0.584505,,1.140602,,1.169010,
Sample,28/08/2023 11:05:11,23,,,12172498,18.551224,3331012,1.087174,0.588500,-79.790001,0.472420,,1.196528,,0.944839,
Sample,28/08/2023 11:05:12,23,,,12172450,18.551772,3313388,1.081379,0.792000,-79.440002,0.639766,,1.115907,,1.279533,
Sample,28/08/2023 11:05:13,23,,,12172404,18.552296,3350134,1.093462,0.734200,-79.639999,0.592235,,1.282559,,1.184470,
Sample,28/08/2023 11:05:14,23,,,12172392,18.552433,3368948,1.099649,0.566100,-81.349998,0.453999,,1.365881,,0.907998,
Sample,28/08/2023 11:05:15,23,,,12172370,18.552684,3375294,1.101735,0.735400,-79.580002,0.593222,,1.393713,,1.186444,
Sample,28/08/2023 11:05:16,23,,,12172331,18.553129,3365330,1.098459,0.705600,-79.099998,0.568716,,1.349954,,1.137432,
Sample,28/08/2023 11:05:17,23,,,12172295,18.553540,3358991,1.096374,0.612000,-79.830002,0.491745,,1.321939,,0.983489,
Sample,28/08/2023 11:05:18,23,9311789,5.105092,12172290,18.553597,3379331,1.103063,0.590700,-78.220001,0.474229,,1.411351,,0.948457,
Sample,28/08/2023 11:05:19,23,,,12172217,18.554430,3373561,1.101165,0.835700,-77.909996,0.675703,,1.386126,,1.351406,
Sample,28/08/2023 11:05:20,23,,,12172195,18.554681,3402916,1.110819,0.775900,-78.779999,0.626527,,1.513395,,1.253054,
Sample,28/08/2023 11:05:21,23,,,12172191,18.554727,3437844,1.122307,0.696600,-79.770004,0.561315,,1.661698,,1.122630,
Sample,28/08/2023 11:05:22,23,,,12172208,18.554533,3451483,1.126793,0.654600,-79.400002,0.526776,,1.718798,,1.053553,
Sample,28/08/2023 11:05:23,23,,,12172176,18.554898,3469465,1.132708,0.578400,-80.190002,0.464114,,1.793452,,0.928228,
Sample,28/08/2023 11:05:24,23,,,12172159,18.555092,3471781,1.133469,0.574600,-80.629997,0.460989,,1.803018,,0.921978,
Sample,28/08/2023 11:05:25,23,,,12172179,18.554864,3469891,1.132848,0.523000,-79.849998,0.418556,,1.795213,,0.837112,
Sample,28/08/2023 11:05:26,23,,,12172199,18.554636,3492934,1.140428,0.579500,-78.729996,0.465018,,1.889900,,0.930037,
Sample,28/08/2023 11:05:27,23,,,12172214,18.554465,3476687,1.135083,0.864200,-79.790001,0.699140,,1.823246,,1.398280,
Sample,28/08/2023 11:05:28,23,,,12172302,18.553460,3501615,1.143283,0.707400,-79.889999,0.570196,,1.925313,,1.140393,
Sample,28/08/2023 11:05:29,23,,,12172472,18.551520,3492721,1.140358,0.649300,-80.720001,0.522418,,1.889029,,1.044836,
Sample,28/08/2023 11:05:30,23,,,12172546,18.550676,3517722,1.148582,0.741200,-81.229996,0.597991,,1.990668,,1.195983,
Sample,28/08/2023 11:05:31,23,,,12172526,18.550904,3523501,1.150483,0.796900,-80.150002,0.643796,,2.014010,,1.287592,
Sample,28/08/2023 11:05:32,23,,,12172481,18.551418,3531813,1.153218,0.655200,-78.490005,0.527270,,2.047490,,1.054540,
Sample,28/08/2023 11:05:33,23,,,12172453,18.551737,3540309,1.156013,1.096700,-78.400002,0.890335,,2.081599,,1.780669,
Sample,28/08/2023 11:05:34,23,,,12172402,18.552319,3531221,1.153023,0.881900,-77.419998,0.713695,,2.045109,,1.427391,
