Time,Temp,Lux1,Lux2,IR1,IR2,Accel_X,Accel_Y,Accel_Z,VBAT
07/04/2023 06:19,18.12,0,126.45,65535,12189.9,1.214554,-8.558265,4.773386,3.744
07/04/2023 06:49,18.5,0,126.95,65535,12219.7,1.235638,-8.58327,4.759658,3.744
07/04/2023 07:19,18,0,129.68,65535,12370.3,1.248387,-8.585722,4.773876,3.744
07/04/2023 07:49,17.75,0,128.74,65535,12304.05,1.215534,-8.590134,4.770936,3.744
07/04/2023 08:19,17.75,0,126.33,65535,12197.75,9.660532,0.819346,0.153474,3.742
07/04/2023 08:49,17.44,0,126.58,65535,12209.85,9.605613,1.47443,0.865437,3.742
07/04/2023 09:19,16.69,0,126.59,65535,12220.15,9.583548,0.572708,1.103739,3.742
07/04/2023 09:49,16.69,0,126.57,65535,12216.45,9.638468,0.429531,0.862005,3.744
07/04/2023 10:19,15.56,0,126.57,65535,12212.1,8.942685,0.779138,0.948794,3.742
07/04/2023 10:49,15.69,0,146.37,65535,13406.5,9.801256,0.965955,-1.168953,3.742
07/04/2023 11:19,21.44,0,225.53,65535,17198.95,9.331518,-0.120622,-1.735287,3.742
07/04/2023 11:49,21.44,0,209.3,65535,16417,-7.985555,0.045601,-5.73689,3.744
07/04/2023 12:19,17.31,0,151.05,65535,13328.3,-8.001737,-5.179383,-1.621039,3.742
07/04/2023 12:49,17.31,0,207.38,65535,13896.25,-7.066673,-6.287043,-2.77234,3.742
07/04/2023 13:19,17.31,0,233.85,65535,18451.2,9.01182,-0.223592,-2.115785,3.74
07/04/2023 13:49,18.25,421.16,124.21,34241.1,12653,9.002504,-2.311427,3.346029,3.742
07/04/2023 14:19,14.56,420.51,124.04,34223.7,12663,7.459918,-4.238924,4.749361,3.74
07/04/2023 14:49,11,420.25,125.03,34204.75,12675.7,8.706833,-4.351211,0.048543,3.742
07/04/2023 15:19,11,420.5,126.41,34176.8,12661.65,8.497953,-5.012179,-0.190739,3.742
07/04/2023 15:49,10.75,422.14,127.55,34108.6,12687,9.120186,-1.964272,-3.033197,3.742
07/04/2023 16:20,10.69,424.67,126.67,34260.1,12645.1,9.228548,2.113333,-1.894645,3.742
07/04/2023 16:50,10.69,421.7,126.17,34089.2,12647.25,9.587961,0.490333,-0.553095,3.742
07/04/2023 17:20,10.75,419.26,125.85,33949.65,12672.6,9.675242,1.062551,0.337349,3.74
07/04/2023 17:50,10.69,428.16,125.82,34693.35,12705.4,9.662984,0.912018,0.255954,3.74
07/04/2023 18:20,10.69,420.42,124.79,34153.2,12691.75,9.634054,0.89976,0.210843,3.742
07/04/2023 18:50,10.75,416.56,124.33,33913.7,12735.2,9.602673,1.256232,0.134841,3.74
07/04/2023 19:20,10.69,421.82,123.27,34415.5,12743,9.293272,2.371248,-1.022343,3.74
07/04/2023 19:50,10.56,417.7,122.8,34180.05,12743.4,7.983103,4.259028,3.249434,3.74
07/04/2023 20:20,10.56,420.01,123.02,34328.4,12736.75,8.675452,3.388197,2.468824,3.74
07/04/2023 20:50,10.5,418.22,123.39,34217.5,12769.1,8.343988,4.166846,2.178057,3.74
07/04/2023 21:20,10.56,417.57,122.89,34192.9,12746.3,7.69871,4.826833,3.169019,3.74
07/04/2023 21:50,10.56,419.01,123.18,34309.85,12756.75,8.579348,3.700539,2.16678,3.74
07/04/2023 22:20,10.5,418.09,123.56,34217.5,12790.85,9.454101,1.699002,1.026756,3.74
07/04/2023 22:50,10.5,415.34,123.62,34034,12802.15,9.219233,0.67911,2.836083,3.74
07/04/2023 23:20,10.56,413.94,123.37,33898.9,12783.1,9.574232,-0.918883,1.313111,3.74
07/04/2023 23:50,10.56,418.43,124.1,34242.85,12850.25,9.619343,-0.395208,-1.25329,3.74
08/04/2023 00:20,10.56,415.06,122.6,34006.35,12728.15,8.901006,-2.914046,2.03537,3.74
08/04/2023 00:50,10.56,417.5,122.86,34148.75,12734.7,8.146383,-3.866763,3.64268,3.738
08/04/2023 01:20,10.56,415.18,122.47,34013.25,12708.15,7.842868,-3.373978,4.714056,3.738
08/04/2023 01:50,10.5,418.43,122.92,34234.1,12740.2,7.616334,-2.629163,5.389735,3.738
08/04/2023 02:20,10.44,413.3,122.4,33858.9,12712.85,6.301263,-1.932891,7.12208,3.738
08/04/2023 02:50,10.44,419.19,122.94,34251.75,12746,7.232895,-2.877762,5.723161,3.738
08/04/2023 03:20,10.44,417.18,122.54,34157.4,12711.85,7.816881,-3.626009,4.565976,3.738
08/04/2023 03:50,10.31,414.49,122.81,33952.1,12735.9,8.126771,-3.576975,4.165865,3.738
08/04/2023 04:20,10.38,417.86,122.47,34161.65,12710.55,9.220212,1.50434,-1.197882,3.736
08/04/2023 04:50,10.38,419.77,122.02,34293.25,12678.55,9.288858,2.644363,-0.365298,3.738
08/04/2023 05:20,10.31,417.91,122.4,34161.35,12713.3,9.499211,0.787474,-0.874263,3.738
08/04/2023 05:50,10.31,410.29,123.1,33634.35,12755.85,9.631601,0.923296,-0.256444,3.736
08/04/2023 06:21,10.31,419.09,123.6,34303.6,12812.2,9.645331,0.851217,-0.35353,3.738
08/04/2023 06:51,10.31,418.62,123.29,34239.55,12739.9,9.588451,0.632529,1.109132,3.734
08/04/2023 07:21,10.38,416.53,125.66,33959.8,12809.25,9.402616,0.542308,2.070674,3.734
08/04/2023 07:51,10.38,421.75,126.75,34275,12862.5,9.422719,2.069203,-0.690388,3.736
08/04/2023 08:21,10.38,422.91,125.79,34164.5,12669.25,8.684278,2.571304,-3.449489,3.736
08/04/2023 08:51,10.56,426.68,126.44,34216.5,12649.6,8.488635,2.756159,-3.815278,3.736
08/04/2023 09:21,10.56,432.35,127.52,34242.4,12647.55,7.065691,4.175181,-5.181344,3.734
08/04/2023 09:51,10.81,431.54,128.02,34427.25,12637.15,9.212858,1.013027,-2.875309,3.734
08/04/2023 10:21,10.81,427.81,127.57,34186.45,12629.15,9.325144,-0.094144,-2.708107,3.732
08/04/2023 10:51,10.88,425.48,128.45,34252,12584.35,9.355053,-2.444798,-0.874263,3.732
08/04/2023 11:21,10.88,424.92,126.36,34119,12597,9.729667,0.69284,0.252521,3.732
08/04/2023 11:51,10.88,423.3,121.9,34364.15,12494.75,9.632091,0.553095,0.340291,3.734
08/04/2023 12:21,10.81,425.55,122.55,34320.1,12387.5,9.464889,0.887502,1.720577,3.73
08/04/2023 12:51,10.75,424.63,124.78,34183.3,12608.4,8.936311,2.210909,2.878252,3.732
08/04/2023 13:21,10.75,422.73,124.51,34155.6,12569.25,7.540333,1.391074,5.888893,3.734
08/04/2023 13:51,10.75,422.71,124.36,34198,12607.35,7.774713,1.763726,5.340212,3.73
08/04/2023 14:21,10.69,420.84,122.95,34117.8,12523,7.633986,2.520309,5.268622,3.732
08/04/2023 14:51,10.75,422.18,123.01,34267.6,12489.3,6.465035,1.840708,6.969586,3.73
08/04/2023 15:21,10.75,420.52,124.24,34000.25,12503.55,7.839437,0.949774,5.460343,3.73
08/04/2023 15:51,10.75,424.73,128.79,34249.6,12549.3,9.51196,-0.14759,1.66713,3.73
08/04/2023 16:21,10.81,417.6,128.54,33832.25,12570.3,9.059874,-0.222121,3.328868,3.73
08/04/2023 16:51,10.81,423.59,128.29,34282.9,12525.4,9.177064,0.009807,3.066049,3.73
08/04/2023 17:21,10.94,413.88,129.81,33620.05,12564.85,9.408499,-0.071589,2.171682,3.73
08/04/2023 17:51,10.88,417.56,128.04,33912.75,12501.25,9.387416,0.276057,2.38841,3.728
08/04/2023 18:21,10.94,416.64,124.87,33948.75,12527.6,9.611988,-1.118448,0.664891,3.728
08/04/2023 18:51,10.94,416.98,123.35,34009.5,12614.8,9.70123,-0.356962,-0.111796,3.728
08/04/2023 19:21,10.81,418.45,122.7,34206,12673.6,9.603654,-1.26751,0.316265,3.728
