Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,Mag_X,Mag_Y,Mag_Z,H.Angle,Direction,VBAT
2024/11/02 17:43:10,21.13,3705,5007,54,0.57,9.61,0.76,13,355.43,368.32,-2.78,185,S,3.45
2024/11/02 17:43:25,21.32,3808,5126,54,-0.52,9.70,1.16,11,353.94,378.05,-6.15,250,W,3.45
2024/11/02 17:43:41,21.51,3878,5220,55,0.74,8.28,2.60,25,357.50,375.44,-15.63,233,SW,3.45
2024/11/02 17:43:56,21.69,3817,5151,55,-0.93,9.74,1.41,10,352.97,382.09,-19.37,288,W,3.45
2024/11/02 17:44:12,21.85,3933,5290,56,-0.33,9.92,0.45,2,350.74,384.80,-8.68,311,NW,3.45
2024/11/02 17:44:27,21.98,3933,5281,56,-0.30,9.93,0.47,2,350.58,387.21,-12.25,307,NW,3.45
2024/11/02 17:44:42,22.06,3934,5282,55,-0.30,9.92,0.47,2,350.48,387.18,-12.23,307,NW,3.45
2024/11/02 17:44:58,22.06,3930,5277,55,-0.30,9.92,0.47,2,350.74,387.45,-12.21,307,NW,3.45
2024/11/02 17:45:13,22.06,3926,5272,55,-0.29,9.92,0.47,2,350.75,387.25,-12.16,306,NW,3.45
2024/11/02 17:45:29,22.06,3923,5268,55,-0.29,9.93,0.46,2,350.60,387.29,-12.26,306,NW,3.45
2024/11/02 17:45:44,22.04,3918,5262,55,-0.30,9.92,0.47,3,350.57,387.17,-12.35,306,NW,3.45
2024/11/02 17:46:00,22.02,3912,5255,55,-0.30,9.92,0.48,3,350.92,387.30,-12.23,306,NW,3.45
2024/11/02 17:46:15,21.98,3908,5249,55,-0.30,9.92,0.47,3,350.75,387.59,-12.27,307,NW,3.45
2024/11/02 17:46:31,21.94,3903,5243,55,-0.29,9.92,0.47,2,350.86,387.59,-12.26,306,NW,3.45
2024/11/02 17:46:46,21.90,3899,5237,55,-0.29,9.92,0.47,2,350.81,387.40,-12.36,306,NW,3.45
