HEADING, Timecode,,Battery        , , Temperature    , , Pressure       , , Turbidity, , , Depth       , , SSC         , , 
UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,07/04/2023 11:36:03,0,,,12632141,13.372900,3200452,1.044253,0.882000,2707.000000,2375.030077,,0.557574,,4750.060059,
Sample,07/04/2023 11:36:08,0,,,12631304,13.382262,3200519,1.044275,0.889200,2708.199951,2376.044347,,0.557934,,4752.088867,
Sample,07/04/2023 11:36:13,0,9442573,5.824126,12630603,13.390103,3200492,1.044266,0.875400,2707.500000,2375.452707,,0.557789,,4750.905273,
Sample,07/04/2023 11:36:28,0,,,12630320,13.393269,3200536,1.044280,0.871300,2709.899902,2377.481248,,0.558025,,4754.962402,
Sample,07/04/2023 11:36:33,0,,,12631119,13.384332,3200582,1.044295,0.867800,2707.399902,2375.368098,,0.558272,,4750.736328,
Sample,07/04/2023 11:36:38,0,,,12630968,13.386021,3200623,1.044309,0.855800,2708.699951,2376.466977,,0.558492,,4752.934082,
Sample,07/04/2023 11:36:43,0,,,12631041,13.385204,3200563,1.044289,0.855900,2710.300049,2377.819476,,0.558170,,4755.639160,
Sample,07/04/2023 11:36:48,0,,,12632043,13.373997,3200658,1.044320,0.887100,2709.699951,2377.312237,,0.558680,,4754.624512,
Sample,07/04/2023 11:36:53,0,,,12632319,13.370909,3200555,1.044286,0.870100,2708.800049,2376.551586,,0.558127,,4753.103027,
Sample,07/04/2023 11:36:58,0,,,12632650,13.367207,3200688,1.044330,0.846300,2710.000000,2377.565856,,0.558841,,4755.131836,
Sample,07/04/2023 11:37:03,0,,,12632998,13.363315,3200627,1.044310,0.864800,2709.399902,2377.058618,,0.558513,,4754.117188,
Sample,07/04/2023 11:37:08,0,,,12633921,13.352991,3200711,1.044338,0.856300,2707.300049,2375.283696,,0.558964,,4750.567383,
Sample,07/04/2023 11:37:13,0,9442554,5.824022,12633784,13.354523,3200478,1.044261,0.847800,2708.199951,2376.044347,,0.557714,,4752.088867,
Sample,07/04/2023 11:37:28,0,,,12631862,13.376021,3200523,1.044276,0.876300,2706.199951,2374.353828,,0.557955,,4748.707520,
Sample,07/04/2023 11:37:33,0,,,12631171,13.383750,3200378,1.044228,0.881600,2706.899902,2374.945468,,0.557177,,4749.891113,
Sample,07/04/2023 11:37:38,0,,,12630843,13.387419,3200472,1.044259,0.874500,2707.000000,2375.030077,,0.557681,,4750.060059,
Sample,07/04/2023 11:37:43,0,,,12630667,13.389388,3200586,1.044297,0.873700,2709.100098,2376.805205,,0.558293,,4753.610352,
Sample,07/04/2023 11:37:48,0,,,12631212,13.383292,3200483,1.044263,0.869100,2709.100098,2376.805205,,0.557740,,4753.610352,
Sample,07/04/2023 11:37:53,0,,,12630794,13.387967,3200405,1.044237,0.855200,2706.899902,2374.945468,,0.557322,,4749.891113,
Sample,07/04/2023 11:37:58,0,,,12631681,13.378046,3200528,1.044278,0.867400,2709.899902,2377.481248,,0.557982,,4754.962402,
Sample,07/04/2023 11:38:03,0,,,12633590,13.356693,3200578,1.044294,0.856800,2706.300049,2374.438436,,0.558250,,4748.876953,
Sample,07/04/2023 11:38:08,0,,,12633898,13.353248,3200572,1.044292,0.857600,2705.500000,2373.762187,,0.558218,,4747.524414,
Sample,07/04/2023 11:38:13,0,9442528,5.823879,12636677,13.322165,3200578,1.044294,0.851100,2707.399902,2375.368098,,0.558250,,4750.736328,
Sample,07/04/2023 11:38:28,0,,,12637407,13.314000,3200471,1.044259,0.857400,2706.000000,2374.184817,,0.557676,,4748.369629,
Sample,07/04/2023 11:38:33,0,,,12636925,13.319391,3200478,1.044261,0.858300,2707.899902,2375.790728,,0.557714,,4751.581543,
Sample,07/04/2023 11:38:38,0,,,12635623,13.333954,3200492,1.044266,0.852800,2707.199951,2375.199087,,0.557789,,4750.397949,
Sample,07/04/2023 11:38:43,0,,,12636211,13.327377,3200494,1.044266,0.845000,2711.000000,2378.411116,,0.557799,,4756.822266,
Sample,07/04/2023 11:38:48,0,,,12636440,13.324816,3200528,1.044278,0.852700,2706.100098,2374.269425,,0.557982,,4748.539062,
Sample,07/04/2023 11:38:53,0,,,12635528,13.335016,3200562,1.044289,0.850400,2708.600098,2376.382575,,0.558164,,4752.765137,
Sample,07/04/2023 11:38:58,0,,,12636202,13.327478,3200472,1.044259,0.855800,2707.800049,2375.706326,,0.557681,,4751.412598,
Sample,07/04/2023 11:39:03,0,,,12635429,13.336124,3200482,1.044262,0.849400,2707.000000,2375.030077,,0.557735,,4750.060059,
Sample,07/04/2023 11:39:08,0,,,12634678,13.344524,3200451,1.044252,0.858300,2706.500000,2374.607447,,0.557569,,4749.214844,
Sample,07/04/2023 11:39:13,0,9442514,5.823802,12635325,13.337287,3200633,1.044312,0.873500,2708.300049,2376.128956,,0.558546,,4752.257812,
Sample,07/04/2023 11:39:28,0,,,12640005,13.284941,3200635,1.044313,0.864900,2707.500000,2375.452707,,0.558556,,4750.905273,
Sample,07/04/2023 11:39:33,0,,,12640727,13.276866,3200673,1.044325,0.844200,2707.100098,2375.114685,,0.558760,,4750.229492,
Sample,07/04/2023 11:39:38,0,,,12641275,13.270737,3200609,1.044304,0.848500,2707.800049,2375.706326,,0.558417,,4751.412598,
Sample,07/04/2023 11:39:43,0,,,12641904,13.263702,3200625,1.044309,0.853100,2705.699951,2373.931198,,0.558503,,4747.862305,
Sample,07/04/2023 11:39:48,0,,,12641625,13.266822,3200620,1.044308,0.854100,2707.500000,2375.452707,,0.558476,,4750.905273,
Sample,07/04/2023 11:39:53,0,,,12642095,13.261565,3200685,1.044329,0.845000,2707.399902,2375.368098,,0.558825,,4750.736328,
Sample,07/04/2023 11:39:58,0,,,12643291,13.248189,3200507,1.044271,0.841300,2707.300049,2375.283696,,0.557869,,4750.567383,
Sample,07/04/2023 11:40:03,0,,,12643923,13.241120,3200604,1.044303,0.844200,2706.800049,2374.861066,,0.558390,,4749.722168,
Sample,07/04/2023 11:40:08,0,,,12643510,13.245739,3200660,1.044321,0.843700,2708.300049,2376.128956,,0.558690,,4752.257812,
Sample,07/04/2023 11:40:13,0,9442499,5.823719,12642953,13.251969,3200578,1.044294,0.845900,2705.500000,2373.762187,,0.558250,,4747.524414,
Sample,07/04/2023 11:40:28,0,,,12642727,13.254497,3200636,1.044313,0.848300,2707.800049,2375.706326,,0.558562,,4751.412598,
Sample,07/04/2023 11:40:33,0,,,12644244,13.237530,3200650,1.044318,0.844200,2706.600098,2374.692055,,0.558637,,4749.384277,
Sample,07/04/2023 11:40:38,0,,,12644003,13.240225,3200631,1.044311,0.815700,2706.100098,2374.269425,,0.558535,,4748.539062,
Sample,07/04/2023 11:40:43,0,,,12643120,13.250101,3200693,1.044332,0.827200,2707.100098,2375.114685,,0.558867,,4750.229492,
Sample,07/04/2023 11:40:48,0,,,12642794,13.253747,3200662,1.044322,0.838300,2708.800049,2376.551586,,0.558701,,4753.103027,
Sample,07/04/2023 11:40:53,0,,,12642832,13.253322,3200659,1.044321,0.824900,2706.699951,2374.776457,,0.558685,,4749.552734,
