VERSION,5.2,AQUAtalk:V4.42,OS:V6.2,,,,,,,,,,,,,
LOGGER TYPE,AQUAlogger 310TYPT5 max50m ,,,,,,,,,,,,,,,
LOGGER,2554-327,,,,,,,,,,,,,,,
REGIME,,,,,,,,,,,,,,,,
REGIME TITLE, Logging Mode, Start At, Burst Mode, Interval, Samples Per Burst, Within Burst Sample Rate, Samples Per Average, Intermittent Logging, Hours per Day, Days per Month, Months per Year,,,,,
[LOGGER CHANNEL 7],Disabled,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
[LOGGER CHANNEL 8],Depth       ,Not Calibrated,,,,,,,,,,,,,,
COEFFS,51.507366,1.0135,1,0,0,,,,,,,,,,,
Channel Setup, Not Averaged, Gain x5,,,,,,,,,,,,,,
[LOGGER CHANNEL 9],SSC         ,User Cal Req'd,,,,,,,,,,,,,,
COEFFS,0,2,0,0,0,,,,,,,,,,,
Channel Setup, Not Averaged, Gain x1,,,,,,,,,,,,,,
START TIME, 25/04/2023 13:00:18,,,,,,,,,,,,,,,
STOP TIME, 25/04/2023 13:24:47,,,,,,,,,,,,,,,
HEADING, Timecode,,Battery        , , Temperature    , , Pressure       , , Turbidity, , , Depth       , , SSC         , , 
UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,25/04/2023 13:05,23,,,12535643,14.452867,3200125,1.044145,0.1038,3405.399902,2965.359512,,0.555818,,5930.719238,
Sample,25/04/2023 13:05,23,,,12535261,14.457146,3203109,1.045126,0.3427,3422.899902,2980.15156,,0.571803,,5960.303223,
Sample,25/04/2023 13:05,23,,,12535572,14.453662,3200187,1.044165,0.1436,3407.899902,2967.472662,,0.556151,,5934.945312,
Sample,25/04/2023 13:05,23,,,12536539,14.442831,3199698,1.044005,0.1229,3407,2966.71201,,0.553524,,5933.423828,
Sample,25/04/2023 13:05,23,,,12538242,14.423757,3199768,1.044028,0.0227,3434.5,2989.956658,,0.5539,,5979.913086,
Sample,25/04/2023 13:05,23,,,12540859,14.394448,3199459,1.043926,0.066,3300.399902,2876.607222,,0.552239,,5753.214355,
Sample,25/04/2023 13:05,23,,,12544191,14.357132,3199367,1.043896,0.0261,3434.699951,2990.125668,,0.551744,,5980.251465,
Sample,25/04/2023 13:05,23,,,12546509,14.331174,3199401,1.043907,0.0642,3422.100098,2979.475517,,0.551927,,5958.951172,
Sample,25/04/2023 13:05,23,,,12548326,14.310828,3199448,1.043923,0.0216,3416.399902,2974.657371,,0.552179,,5949.314941,
Sample,25/04/2023 13:05,23,,,12551537,14.274873,3199513,1.043944,0.0311,3409.899902,2969.163181,,0.552529,,5938.326172,
Sample,25/04/2023 13:05,23,,,12554883,14.237409,3199549,1.043956,0.0409,3970.100098,3442.677945,,0.552723,,6885.355957,
Sample,25/04/2023 13:05,23,,,12559319,14.187744,3199781,1.044032,0.1625,3941.399902,3418.418821,,0.55397,,6836.837402,
Sample,25/04/2023 13:05,23,,,12563873,14.136763,3199371,1.043897,0.2576,4009.300049,3475.812092,,0.551765,,6951.624023,
Sample,25/04/2023 13:05,23,,,12568872,14.080804,3199691,1.044002,1.0038,-478.600006,0.813939,,0.553486,,1.627878,
Sample,25/04/2023 13:05,23,,,12573490,14.029114,3199742,1.044019,0.1105,-536.700012,0.079339,,0.55376,,0.158678,
Sample,25/04/2023 13:05,23,,,12576428,13.996231,3199023,1.043783,0.6038,-536.700012,0.485001,,0.549893,,0.970003,
Sample,25/04/2023 13:05,23,,,12580198,13.954038,3198624,1.043652,0.1392,3049.699951,2664.700605,,0.547745,,5329.401367,
Sample,25/04/2023 13:05,23,,,12586672,13.881588,3197946,1.043429,0.0544,3481.5,3029.683873,,0.544091,,6059.367676,
Sample,25/04/2023 13:05,23,9426741,5.737084,12592851,13.812445,3198415,1.043583,0.108,3460.600098,3012.018024,,0.546619,,6024.036133,
Sample,25/04/2023 13:05,23,,,12600525,13.72658,3235799,1.055871,131.160004,3407.600098,2967.219249,,0.741787,,5934.438477,
Sample,25/04/2023 13:05,23,,,12662686,13.031272,3316579,1.082429,3.0285,-48.23,2.478939,,1.130605,,4.957878,
Sample,25/04/2023 13:05,23,,,12712375,12.475543,3325610,1.085398,3.8926,-47.41,3.189527,,1.171959,,6.379054,
Sample,25/04/2023 13:05,23,,,12734488,12.228185,3339648,1.090014,3.8059,-48.59,3.118229,,1.235559,,6.236458,
Sample,25/04/2023 13:05,23,,,12746325,12.095755,3338518,1.089642,3.4814,-50.529999,2.851379,,1.230469,,5.702757,
Sample,25/04/2023 13:05,23,,,12752153,12.030546,3370955,1.100309,3.113,-50.049999,2.548427,,1.374698,,5.096854,
Sample,25/04/2023 13:05,23,,,12756882,11.97763,3363194,1.097756,3.6939,-48.07,3.026127,,1.340529,,6.052253,
Sample,25/04/2023 13:05,23,,,12759701,11.946084,3402601,1.110716,3.0335,-51.049999,2.483051,,1.512043,,4.966102,
Sample,25/04/2023 13:05,23,,,12763372,11.905003,3472908,1.13384,4.1272,-50.739998,3.382449,,1.807669,,6.764897,
Sample,25/04/2023 13:05,23,,,12766117,11.874283,3457541,1.128785,3.3833,-51.890003,2.770707,,1.744026,,5.541414,
Sample,25/04/2023 13:05,23,,,12767279,11.861279,3515978,1.148008,3.5369,-52.799999,2.897019,,1.983613,,5.794038,
Sample,25/04/2023 13:05,23,,,12768879,11.843372,3470425,1.133023,3.7771,-52.920002,3.094546,,1.797419,,6.189092,
Sample,25/04/2023 13:05,23,,,12769600,11.835302,3522699,1.150219,3.1314,-52.709999,2.563558,,2.010774,,5.127116,
Sample,25/04/2023 13:05,23,,,12771551,11.813466,3495470,1.141262,3.8139,-53.23,3.124808,,1.900259,,6.249616,
Sample,25/04/2023 13:05,23,,,12773632,11.790175,3659378,1.195193,3.6841,-53.579998,3.018068,,2.549671,,6.036136,
Sample,25/04/2023 13:05,23,,,12778431,11.736458,3630753,1.185773,3.5049,-55.170002,2.870704,,2.438637,,5.741407,
Sample,25/04/2023 13:05,23,,,12779913,11.719869,3648132,1.191492,3.0198,-55.07,2.471785,,2.506147,,4.94357,
Sample,25/04/2023 13:05,23,,,12780479,11.713533,3739285,1.221494,3.511,-53.109997,2.87572,,2.855693,,5.751441,
Sample,25/04/2023 13:05,23,,,12781531,11.701757,3773267,1.232681,3.8997,-53.379997,3.195365,,2.984341,,6.390731,
Sample,25/04/2023 13:05,23,9426486,5.735682,12782281,11.693361,3789456,1.23801,4.0862,-54.599998,3.348732,,3.045357,,6.697464,
Sample,25/04/2023 13:05,23,,,12782386,11.692186,3777096,1.233941,3.2831,-55.209999,2.688308,,2.998787,,5.376616,
Sample,25/04/2023 13:05,23,,,12782456,11.691402,3810867,1.24506,3.3169,-56.279999,2.716103,,3.125804,,5.432206,
Sample,25/04/2023 13:05,23,,,12782520,11.690686,3860469,1.261392,4.292201,-55.440002,3.518136,,3.31117,,7.036272,
Sample,25/04/2023 13:06,23,,,12783066,11.684574,3906473,1.276541,4.0877,-55.579998,3.349966,,3.481974,,6.699932,
Sample,25/04/2023 13:06,23,,,12783766,11.676738,3925042,1.282657,4.0487,-54.400002,3.317894,,3.550644,,6.635789,
Sample,25/04/2023 13:06,23,,,12784050,11.673558,3901900,1.275035,3.4189,-55.68,2.799982,,3.465039,,5.599964,
Sample,25/04/2023 13:06,23,,,12783352,11.681372,3904371,1.275849,3.5397,-55.009998,2.899321,,3.474191,,5.798643,
Sample,25/04/2023 13:06,23,,,12783128,11.68388,3961621,1.294704,3.8456,-55.859997,3.150876,,3.685498,,6.301753,
Sample,25/04/2023 13:06,23,,,12784370,11.669976,4050264,1.323905,4.3483,-53.690002,3.564269,,4.010263,,7.128538,
Sample,25/04/2023 13:06,23,,,12785207,11.660606,3992690,1.304938,3.5993,-56.459999,2.948333,,3.799635,,5.896666,
Sample,25/04/2023 13:06,23,,,12784891,11.664144,4015709,1.312521,3.765,-57.27,3.084596,,3.883978,,6.169191,
Sample,25/04/2023 13:06,23,,,12785487,11.657471,4106322,1.342375,3.3051,-54.809998,2.7064,,4.214372,,5.412799,
Sample,25/04/2023 13:06,23,,,12786730,11.643556,4150213,1.356838,3.2676,-56.470001,2.675562,,4.373591,,5.351123,
Sample,25/04/2023 13:06,23,,,12787664,11.633099,4172749,1.364264,3.9331,-55.609997,3.222832,,4.45516,,6.445663,
Sample,25/04/2023 13:06,23,,,12788066,11.628599,4162670,1.360943,3.9788,-55.579998,3.260413,,4.418693,,6.520826,
Sample,25/04/2023 13:06,23,,,12787911,11.630334,4263946,1.394323,3.5068,-55.349998,2.872266,,4.784123,,5.744533,
Sample,25/04/2023 13:06,23,,,12788971,11.618467,4276276,1.398387,3.7521,-57.309998,3.073988,,4.828474,,6.147975,
Sample,25/04/2023 13:06,23,,,12789231,11.615556,4315906,1.411452,3.3064,-57.909996,2.707468,,4.970838,,5.414937,
Sample,25/04/2023 13:06,23,,,12789443,11.613182,4296498,1.405054,4.5236,-56.599998,3.708426,,4.901152,,7.416852,
Sample,25/04/2023 13:06,23,9426275,5.734522,12789032,11.617784,4288590,1.402447,3.7312,-58.890003,3.0568,,4.872739,,6.1136,
Sample,25/04/2023 13:06,23,,,12789138,11.616597,4407267,1.441576,3.6515,-56.140003,2.991259,,5.298073,,5.982519,
Sample,25/04/2023 13:06,23,,,12790151,11.605256,4458816,1.458576,4.5965,-57.32,3.768374,,5.482185,,7.536749,
Sample,25/04/2023 13:06,23,,,12790641,11.59977,4432472,1.449888,3.5509,-57.090004,2.908532,,5.388138,,5.817063,
Sample,25/04/2023 13:06,23,,,12790286,11.603744,4437803,1.451646,3.1627,-55.840004,2.589298,,5.407177,,5.178595,
Sample,25/04/2023 13:06,23,,,12790350,11.603028,4467215,1.461346,4.1735,-56.400002,3.420523,,5.51215,,6.841046,
Sample,25/04/2023 13:06,23,,,12790789,11.598113,4452195,1.456392,3.5004,-57.290001,2.867003,,5.458556,,5.734006,
Sample,25/04/2023 13:06,23,,,12791084,11.59481,4598095,1.504519,5.3171,-57.790001,4.360956,,5.978053,,8.721911,
Sample,25/04/2023 13:06,23,,,12791886,11.58583,4681277,1.531965,4.2341,-58.650002,3.470357,,6.273274,,6.940714,
Sample,25/04/2023 13:06,23,,,12792391,11.580176,4656305,1.523725,3.2197,-57.73,2.636171,,6.18471,,5.272342,
Sample,25/04/2023 13:06,23,,,12792341,11.580736,4678932,1.531191,4.8327,-57.159996,3.962612,,6.26496,,7.925225,
Sample,25/04/2023 13:06,23,,,12792051,11.583983,4690038,1.534856,4.7887,-58.370003,3.926429,,6.304333,,7.852859,
Sample,25/04/2023 13:06,23,,,12791922,11.585427,4764798,1.559529,5.1222,-59.370003,4.200681,,6.569118,,8.401362,
Sample,25/04/2023 13:06,23,,,12792454,11.579471,4885552,1.599391,3.5704,-60.279999,2.924567,,6.995975,,5.849134,
Sample,25/04/2023 13:06,23,,,12793337,11.569584,4802332,1.571918,3.6873,-57.849998,3.020699,,6.701901,,6.041399,
Sample,25/04/2023 13:06,23,,,12793390,11.568991,4865552,1.592788,3.4472,-61.52,2.823255,,6.925341,,5.646509,
Sample,25/04/2023 13:06,23,,,12793685,11.565688,4935905,1.616017,3.4069,-59.870003,2.790114,,7.173705,,5.580228,
Sample,25/04/2023 13:06,23,,,12793748,11.564982,4983192,1.631632,2.991,-59.720001,2.448101,,7.340488,,4.896202,
Sample,25/04/2023 13:06,23,,,12794185,11.56009,4989412,1.633686,3.2107,-60.25,2.62877,,7.362418,,5.257541,
Sample,25/04/2023 13:06,23,,,12794218,11.55972,5020594,1.643984,3.2088,-61.200001,2.627208,,7.472326,,5.254416,
Sample,25/04/2023 13:06,23,9426103,5.733576,12794447,11.557156,5076061,1.662305,5.5563,-61.099998,4.557661,,7.667721,,9.115321,
Sample,25/04/2023 13:06,23,,,12794683,11.554513,5101338,1.670654,3.2253,-60.890003,2.640776,,7.756719,,5.281552,
Sample,25/04/2023 13:06,23,,,12794938,11.551658,5171110,1.693704,3.4806,-64.159996,2.850721,,8.002246,,5.701441,
Sample,25/04/2023 13:06,23,,,12795308,11.547515,5130592,1.680318,3.4652,-62.73,2.838057,,7.859687,,5.676113,
Sample,25/04/2023 13:06,23,,,12795151,11.549273,5199473,1.703076,3.2467,-62.459999,2.658374,,8.102002,,5.316749,
Sample,25/04/2023 13:06,23,,,12795403,11.546452,5283048,1.730693,3.3095,-59.709999,2.710018,,8.395781,,5.420036,
Sample,25/04/2023 13:06,23,,,12795538,11.54494,5291824,1.733593,3.5767,-60.540001,2.929748,,8.426617,,5.859496,
Sample,25/04/2023 13:06,23,,,12795091,11.549945,5280815,1.729955,5.0696,-63.049999,4.157426,,8.387935,,8.314851,
Sample,25/04/2023 13:06,23,,,12794232,11.559563,5310907,1.7399,3.6523,-61.509998,2.991918,,8.49366,,5.983835,
Sample,25/04/2023 13:06,23,,,12793798,11.564423,5365899,1.758076,3.9891,-62.220001,3.268883,,8.686797,,6.537766,
Sample,25/04/2023 13:06,23,,,12794065,11.561433,5397295,1.768454,4.347899,-58.98,3.563939,,8.797025,,7.127879,
Sample,25/04/2023 13:06,23,,,12794161,11.560358,5434693,1.780818,3.5807,-61.840004,2.933037,,8.928291,,5.866075,
Sample,25/04/2023 13:06,23,,,12794311,11.558679,5431448,1.779745,4.0525,-62.43,3.32102,,8.916902,,6.642039,
Sample,25/04/2023 13:06,23,,,12794447,11.557156,5530374,1.812453,3.5086,-60.240002,2.873747,,9.263971,,5.747493,
Sample,25/04/2023 13:06,23,,,12795143,11.549363,5531595,1.812857,4.1366,-61.890003,3.390179,,9.268254,,6.780357,
Sample,25/04/2023 13:06,23,,,12795489,11.545489,5509284,1.80548,3.4454,-61.170002,2.821774,,9.189999,,5.643548,
Sample,25/04/2023 13:06,23,,,12795934,11.540506,5644929,1.850339,4.3786,-60.640003,3.589186,,9.665607,,7.178372,
Sample,25/04/2023 13:06,23,,,12796794,11.530876,5609748,1.838703,4.838,-59.170002,3.96697,,9.542288,,7.933941,
Sample,25/04/2023 13:06,23,,,12796731,11.531582,5579064,1.828555,5.6569,-61.5,4.640388,,9.434713,,9.280776,
Sample,25/04/2023 13:06,23,,,12796425,11.535008,5628823,1.845012,3.8972,-63.009998,3.193309,,9.609154,,6.386619,
Sample,25/04/2023 13:06,23,9425967,5.732828,12796539,11.533732,5704198,1.869944,3.0577,-61.170002,2.502951,,9.873309,,5.005903,
Sample,25/04/2023 13:06,23,,,12796821,11.530574,5715476,1.873675,3.2652,-61.43,2.673588,,9.912824,,5.347176,
Sample,25/04/2023 13:06,23,,,12796847,11.530283,5668525,1.858144,3.3967,-60.190002,2.781726,,9.748304,,5.563452,
Sample,25/04/2023 13:06,23,,,12796504,11.534124,5692341,1.866022,3.3121,-61.829998,2.712156,,9.831762,,5.424312,
Sample,25/04/2023 13:07,23,,,12796455,11.534672,5782254,1.895768,4.6856,-61.23,3.841645,,10.146758,,7.68329,
Sample,25/04/2023 13:07,23,,,12797038,11.528144,5813495,1.906105,3.4569,-61.98,2.831231,,10.256176,,5.662463,
Sample,25/04/2023 13:07,23,,,12797275,11.52549,5805154,1.903346,4.3665,-62.25,3.579235,,10.226964,,7.158471,
Sample,25/04/2023 13:07,23,,,12797177,11.526588,5803978,1.902956,3.5277,-61.590004,2.889453,,10.222845,,5.778906,
Sample,25/04/2023 13:07,23,,,12797107,11.527372,5867829,1.924085,5.3572,-63.890003,4.393932,,10.446442,,8.787864,
Sample,25/04/2023 13:07,23,,,12797115,11.527282,5859670,1.921385,4.6791,-64.470001,3.8363,,10.417874,,7.6726,
Sample,25/04/2023 13:07,23,,,12797123,11.527192,5824904,1.909881,4.2686,-63.720001,3.498728,,10.296132,,6.997456,
Sample,25/04/2023 13:07,23,,,12797142,11.52698,5866544,1.92366,3.5681,-66.199997,2.922676,,10.441943,,5.845352,
Sample,25/04/2023 13:07,23,,,12797207,11.526252,5872189,1.925528,6.7445,-62.82,5.53477,,10.461708,,11.069539,
Sample,25/04/2023 13:07,23,,,12797035,11.528178,5879206,1.92785,4.2642,-65.629997,3.49511,,10.486277,,6.99022,
Sample,25/04/2023 13:07,23,,,12796737,11.531515,5828812,1.911174,3.7198,-65.400002,3.047426,,10.309817,,6.094851,
Sample,25/04/2023 13:07,23,,,12796901,11.529678,5829509,1.911404,4.1855,-65.150002,3.430391,,10.312258,,6.860783,
Sample,25/04/2023 13:07,23,,,12797530,11.522635,5766652,1.890606,3.8373,-66.659996,3.144051,,10.092108,,6.288102,
Sample,25/04/2023 13:07,23,,,12797901,11.518481,5709208,1.871602,3.3854,-63.82,2.772433,,9.890863,,5.544867,
Sample,25/04/2023 13:07,23,,,12797915,11.518324,5689585,1.86511,3.6891,-66.610001,3.022179,,9.822105,,6.044359,
Sample,25/04/2023 13:07,23,,,12797669,11.521079,5651737,1.852591,4.1825,-64.979996,3.427924,,9.689468,,6.855848,
Sample,25/04/2023 13:07,23,9425842,5.732141,12797924,11.518223,5553013,1.81994,3.5197,-63.68,2.882874,,9.343366,,5.765749,
Sample,25/04/2023 13:07,23,,,12798530,11.511437,5585486,1.830679,3.3789,-64.809998,2.767088,,9.45723,,5.534176,
Sample,25/04/2023 13:07,23,,,12798635,11.510262,5539426,1.815447,5.2902,-66,4.338835,,9.295718,,8.67767,
Sample,25/04/2023 13:07,23,,,12798692,11.509623,5421523,1.776464,4.2656,-66.57,3.496261,,8.882068,,6.992521,
Sample,25/04/2023 13:07,23,,,12799163,11.504349,5397930,1.768664,3.6348,-64.870003,2.977526,,8.799254,,5.955052,
Sample,25/04/2023 13:07,23,,,12799150,11.504495,5435694,1.781149,3.0056,-64.990005,2.460107,,8.931804,,4.920215,
Sample,25/04/2023 13:07,23,,,12799099,11.505066,5455310,1.787634,5.1574,-64.409996,4.229627,,9.00064,,8.459254,
Sample,25/04/2023 13:07,23,,,12799350,11.502255,5269304,1.726151,3.6793,-64.650002,3.01412,,8.347485,,6.028241,
Sample,25/04/2023 13:07,23,,,12799642,11.498985,5306332,1.738388,4.1958,-65.409996,3.438861,,8.477588,,6.877722,
Sample,25/04/2023 13:07,23,,,12800129,11.493532,5267247,1.725471,5.226701,-64.190002,4.286616,,8.340256,,8.573233,
Sample,25/04/2023 13:07,23,,,12799816,11.497037,5319135,1.742619,3.8865,-65.009995,3.18451,,8.522563,,6.36902,
Sample,25/04/2023 13:07,23,,,12799951,11.495525,5301740,1.73687,4.0407,-66.009995,3.311316,,8.461455,,6.622632,
Sample,25/04/2023 13:07,23,,,12799774,11.497507,5187437,1.699099,3.2546,-65.650002,2.664871,,8.059674,,5.329742,
Sample,25/04/2023 13:07,23,,,12799994,11.495044,5141462,1.683909,3.5498,-63.849998,2.907627,,7.897939,,5.815254,
Sample,25/04/2023 13:07,23,,,12800034,11.494596,5182572,1.697491,6.187,-65.199997,5.076313,,8.042563,,10.152626,
Sample,25/04/2023 13:07,23,,,12800180,11.492961,5209986,1.706549,4.2116,-64.150002,3.451855,,8.13897,,6.903709,
Sample,25/04/2023 13:07,23,,,12800290,11.491729,5054865,1.655303,3.0641,-66.059998,2.508215,,7.59307,,5.016429,
Sample,25/04/2023 13:07,23,,,12799971,11.495301,5069333,1.660082,3.7347,-66.139999,3.059678,,7.644027,,6.119357,
Sample,25/04/2023 13:07,23,,,12799842,11.496746,5074921,1.661928,2.9105,-66.800003,2.381902,,7.663706,,4.763805,
Sample,25/04/2023 13:07,23,,,12799499,11.500587,5070755,1.660552,3.0563,-67.279999,2.5018,,7.649035,,5.0036,
Sample,25/04/2023 13:07,23,9425714,5.731437,12799335,11.502423,5024428,1.645251,3.7902,-66.580002,3.105319,,7.485837,,6.210637,
Sample,25/04/2023 13:07,23,,,12798903,11.507261,4989347,1.633665,3.7172,-66.5,3.045287,,7.362189,,6.090575,
Sample,25/04/2023 13:07,23,,,12798926,11.507003,4987166,1.632944,3.288,-66.050003,2.692337,,7.354499,,5.384674,
Sample,25/04/2023 13:07,23,,,12798987,11.50632,4990393,1.63401,3.617,-65.440002,2.962889,,7.365876,,5.925777,
Sample,25/04/2023 13:07,23,,,12799355,11.502199,4960581,1.624165,4.1027,-66.129997,3.362301,,7.260753,,6.724603,
Sample,25/04/2023 13:07,23,,,12799687,11.498481,4895650,1.602725,4.5023,-64.080002,3.69091,,7.031629,,7.381819,
Sample,25/04/2023 13:07,23,,,12800000,11.494976,4869562,1.594112,3.7965,-65.940002,3.110499,,6.939505,,6.220999,
Sample,25/04/2023 13:07,23,,,12799914,11.495939,4875068,1.59593,6.6723,-62.220001,5.475396,,6.958951,,10.950792,
Sample,25/04/2023 13:07,23,,,12799855,11.4966,4853230,1.58872,4.3122,-63.490002,3.534582,,6.881811,,7.069164,
Sample,25/04/2023 13:07,23,,,12799640,11.499008,4809568,1.574307,3.2005,-65.18,2.620382,,6.727489,,5.240764,
Sample,25/04/2023 13:07,23,,,12799279,11.50305,4755407,1.55643,7.141,-64.849998,5.860829,,6.53588,,11.721658,
Sample,25/04/2023 13:07,23,,,12799616,11.499276,4686057,1.533542,3.4669,-63.52,2.839455,,6.29022,,5.678909,
Sample,25/04/2023 13:07,23,,,12799951,11.495525,4747513,1.553824,3.2968,-66.459999,2.699574,,6.507936,,5.399148,
Sample,25/04/2023 13:07,23,,,12800406,11.49043,4587201,1.500925,3.0425,-65.409996,2.490452,,5.939342,,4.980904,
Sample,25/04/2023 13:07,23,,,12800338,11.491191,4558753,1.49154,4.1126,-65.309998,3.370442,,5.838197,,6.740884,
Sample,25/04/2023 13:07,23,,,12800171,11.493062,4545471,1.487158,4.5033,-65.740005,3.691732,,5.790946,,7.383464,
Sample,25/04/2023 13:07,23,,,12799878,11.496343,4509315,1.475232,2.9973,-65.459999,2.453282,,5.662223,,4.906564,
Sample,25/04/2023 13:07,23,,,12799813,11.49707,4402672,1.44006,4.4189,-64.770004,3.622326,,5.281644,,7.244652,
Sample,25/04/2023 13:07,23,,,12800073,11.494159,4372796,1.430209,3.302,-65.199997,2.70385,,5.174753,,5.407701,
Sample,25/04/2023 13:07,23,,,12800032,11.494618,4388725,1.435461,4.0119,-64.279999,3.287632,,5.23176,,6.575264,
Sample,25/04/2023 13:07,23,9425619,5.730915,12800315,11.491449,4213341,1.377643,3.6815,-65.790001,3.01593,,4.601794,,6.031859,
Sample,25/04/2023 13:07,23,,,12800393,11.490576,4221004,1.380168,3.3722,-65.139999,2.761579,,4.629437,,5.523158,
Sample,25/04/2023 13:07,23,,,12800290,11.491729,4042676,1.321405,3.2503,-66.389999,2.661335,,3.982564,,5.32267,
Sample,25/04/2023 13:07,23,,,12800177,11.492994,3994087,1.305398,4.1167,-66.690002,3.373814,,3.804759,,6.747628,
Sample,25/04/2023 13:08,23,,,12799626,11.499164,4010473,1.310796,3.1598,-66.979996,2.586913,,3.864809,,5.173826,
Sample,25/04/2023 13:08,23,,,12798752,11.508951,3793248,1.239259,3.4896,-66.419998,2.858122,,3.059624,,5.716245,
Sample,25/04/2023 13:08,23,,,12797370,11.524427,3825619,1.249917,3.6593,-66.729996,2.997674,,3.181074,,5.995347,
Sample,25/04/2023 13:08,23,,,12796015,11.539599,3785428,1.236684,4.2984,-64.370003,3.523234,,3.030191,,7.046467,
Sample,25/04/2023 13:08,23,,,12794768,11.553562,3801115,1.241849,3.3888,-65.590004,2.77523,,3.089197,,5.550459,
Sample,25/04/2023 13:08,23,,,12793835,11.564008,3679985,1.201975,3.3539,-65.909996,2.74653,,2.629113,,5.493059,
Sample,25/04/2023 13:08,23,,,12792671,11.577041,3629738,1.185439,3.5762,-66.509995,2.929337,,2.434684,,5.858674,
Sample,25/04/2023 13:08,23,,,12791410,11.59116,3589714,1.172268,3.2638,-64.870003,2.672437,,2.277905,,5.344873,
Sample,25/04/2023 13:08,23,,,12790447,11.601942,3621396,1.182694,3.8363,-65.229996,3.143229,,2.402157,,6.286457,
Sample,25/04/2023 13:08,23,,,12789819,11.608973,3599015,1.175329,4.7898,-65.120003,3.927333,,2.314505,,7.854667,
Sample,25/04/2023 13:08,23,,,12789187,11.616048,3619547,1.182085,3.1296,-65.75,2.562078,,2.394937,,5.124156,
Sample,25/04/2023 13:08,23,,,12788725,11.621221,3431353,1.120172,3.3438,-65.659996,2.738224,,1.634371,,5.476449,
Sample,25/04/2023 13:08,23,,,12787943,11.629976,3378412,1.102761,3.6759,-66.199997,3.011325,,1.40734,,6.022649,
Sample,25/04/2023 13:08,23,,,12786952,11.64107,3401979,1.110511,3.0957,-66.220001,2.534201,,1.509372,,5.068401,
Sample,25/04/2023 13:08,23,,,12786045,11.651224,3368478,1.099494,3.3115,-66.129997,2.711662,,1.363815,,5.423325,
Sample,25/04/2023 13:08,23,,,12785320,11.659341,3378315,1.102729,1.6177,-67.190002,1.318776,,1.406917,,2.637552,
Sample,25/04/2023 13:08,23,9425523,5.730387,12785075,11.662084,3401499,1.110353,3.3501,-64.770004,2.743405,,1.50731,,5.48681,
Sample,25/04/2023 13:08,23,,,12785013,11.662778,3202966,1.045079,0.979,1299,1184.904131,,0.571039,,2369.80835,
Sample,25/04/2023 13:08,23,,,12785131,11.661457,3227527,1.053152,3.303,-65.720001,2.704672,,0.699606,,5.409345,
Sample,25/04/2023 13:08,23,,,12785271,11.659889,3200182,1.044164,404.169983,420.100006,332.355257,,0.556124,,664.71051,
Sample,25/04/2023 13:08,23,,,12788198,11.627121,3198934,1.043754,40.558002,3076.100098,2687.01559,,0.549414,,5374.03125,
Sample,25/04/2023 13:08,23,,,12792615,11.577668,3199481,1.043933,99.702995,3109.300049,2715.078178,,0.552357,,5430.15625,
