Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,VBAT
08/09/2023 11:05,28.77,8410,11892,167,-5.11,-0.28,8.53,88,3.66
08/09/2023 11:05,28.96,8408,12035,181,-4.88,1.06,8.36,83,3.66
08/09/2023 11:05,29.17,8418,11888,164,-0.8,8.97,-0.14,5,3.66
08/09/2023 11:06,29.34,8255,11683,163,-1.69,9.1,1.84,15,3.66
08/09/2023 11:06,29.49,8376,11739,157,-0.76,-0.34,-1.36,77,3.66
08/09/2023 11:06,29.64,8048,11204,144,1.96,-7.24,-6.23,42,3.66
08/09/2023 11:14,30.29,3704,5407,87,1.04,-1.66,-8.29,78,3.66
08/09/2023 11:14,30.49,3576,5142,77,5.12,-1.98,-8.11,78,3.66
08/09/2023 11:15,30.7,3900,5813,102,2.02,-2.06,-8.59,76,3.66
08/09/2023 11:15,30.91,4282,7306,203,0.02,9.61,0.21,1,3.66
08/09/2023 11:15,31.07,4287,7315,204,0.03,9.58,0.22,1,3.66
08/09/2023 11:15,31.23,4295,7337,205,0.02,9.59,0.23,1,3.66
08/09/2023 11:16,31.36,3793,5693,103,0.11,9.6,0.16,1,3.66
08/09/2023 11:16,31.46,3791,5687,102,0.25,9.53,0.22,2,3.66
08/09/2023 11:16,31.54,3752,5506,90,0.13,9.59,0.2,1,3.66
08/09/2023 11:16,31.62,3773,5542,91,0.15,9.58,0.26,1,3.66
08/09/2023 11:17,31.67,3882,5809,103,1.74,8.69,-0.55,11,3.66
08/09/2023 11:17,31.73,3801,5611,95,0.1,9.59,0.27,1,3.66
08/09/2023 11:17,31.75,3802,5613,95,0.1,9.6,0.28,1,3.66
08/09/2023 11:17,31.8,3802,5611,94,0.09,9.59,0.27,1,3.66
08/09/2023 11:17,31.81,3803,5614,94,0.09,9.59,0.27,1,3.66
08/09/2023 11:18,31.84,3805,5615,95,0.11,9.59,0.28,1,3.66
08/09/2023 11:18,31.88,3806,5617,94,0.11,9.59,0.27,1,3.66
08/09/2023 11:18,31.88,3809,5621,95,0.1,9.61,0.26,1,3.66
08/09/2023 11:18,31.88,3812,5628,95,0.09,9.59,0.27,1,3.66
08/09/2023 11:19,31.88,3811,5626,95,0.09,9.62,0.27,1,3.66
08/09/2023 11:19,31.88,3811,5627,95,0.1,9.6,0.3,1,3.66
08/09/2023 11:19,31.88,3811,5626,95,0.1,9.56,0.27,1,3.66
08/09/2023 11:19,31.88,3810,5625,95,0.09,9.59,0.27,1,3.66
08/09/2023 11:20,31.88,3811,5624,95,0.09,9.59,0.26,1,3.66
08/09/2023 11:20,31.88,3810,5623,95,0.1,9.6,0.28,1,3.66
