Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,VBAT
08/09/2023 11:28,27.06,2928,4276,68,-4.15,0.27,9.02,88,3.69
08/09/2023 11:58,27.04,2781,3926,54,-5.11,0.19,-8.17,88,3.69
08/09/2023 12:29,26.91,2765,3904,53,1.08,9.81,-0.66,7,3.69
08/09/2023 12:59,26.6,2762,3901,53,1.07,9.83,-0.67,7,3.69
08/09/2023 13:29,25.79,2757,3897,53,1.07,9.82,-0.67,7,3.69
08/09/2023 13:59,25.27,2752,3892,54,1.07,9.82,-0.67,7,3.69
08/09/2023 14:29,24.91,2774,3921,54,0.79,9.54,0.79,6,3.69
08/09/2023 14:59,25.43,2746,3882,53,-1.9,8.68,-3.71,25,3.68
08/09/2023 15:30,26.26,2775,3918,54,-5.35,0.35,-8,87,3.68
08/09/2023 16:00,27.01,2792,3939,54,-3.91,0.23,-8.86,88,3.68
08/09/2023 16:30,27.74,2814,3965,54,-4.8,0.24,-8.33,88,3.68
08/09/2023 17:00,28.11,2816,3967,54,-4.84,0.23,-8.35,88,3.68
08/09/2023 17:30,28.44,2818,3970,54,-4.84,0.24,-8.33,88,3.69
08/09/2023 18:00,28.67,2820,3973,54,-4.85,0.24,-8.31,88,3.68
08/09/2023 18:31,28.75,2821,3973,54,-4.84,0.23,-8.33,88,3.69
08/09/2023 19:01,28.77,2819,3971,54,-4.94,-0.3,-8.5,88,3.69
08/09/2023 19:31,28.59,2818,3970,54,-4.94,0.32,-8.05,88,3.68
08/09/2023 20:01,28.47,2818,3971,54,-4.77,-0.32,-8.29,88,3.68
08/09/2023 20:31,28.35,2817,3971,54,-5.04,0.11,-8.11,89,3.68
08/09/2023 21:01,28.07,2811,3964,54,-5.1,0.14,-8.38,89,3.68
08/09/2023 21:32,27.91,2810,3963,54,-5.42,0.04,-7.92,89,3.68
08/09/2023 22:02,27.69,2809,3963,54,-4.83,-0.2,-8.82,88,3.68
08/09/2023 22:32,27.27,2811,3965,54,-5.04,0.04,-8.2,89,3.68
08/09/2023 23:02,27.02,2804,3957,54,-5.19,0.21,-8.09,88,3.68
08/09/2023 23:32,26.75,2747,3884,53,1.49,9.79,-0.6,9,3.68
09/09/2023 00:02,26.26,2743,3879,53,0.96,9.85,-0.09,5,3.68
09/09/2023 00:32,25.94,2768,3915,54,-3.56,0.66,-9.01,86,3.68
09/09/2023 01:03,25.73,2733,3868,53,0.54,9.68,-1.81,11,3.68
09/09/2023 01:33,25.42,2731,3866,54,0.56,9.73,-1.59,9,3.68
09/09/2023 02:03,25.28,2730,3865,54,0.56,9.73,-1.57,9,3.68
09/09/2023 02:33,25.14,2728,3864,54,0.56,9.71,-1.59,9,3.68
09/09/2023 03:03,24.91,2727,3863,54,0.74,9.72,-1.44,9,3.68
09/09/2023 03:33,24.76,2726,3862,54,0.49,9.32,-1.3,8,3.68
09/09/2023 04:04,24.64,2725,3861,54,0.87,9.44,-1.38,9,3.68
09/09/2023 04:34,24.3,2723,3859,54,0.78,9.73,-1.46,9,3.68
09/09/2023 05:04,24.14,2728,3867,54,-9.44,0.24,-2.36,88,3.68
09/09/2023 05:34,23.95,2727,3866,54,-9.47,0.25,-2.27,88,3.68
09/09/2023 06:04,23.67,2726,3865,54,-9.47,0.25,-2.31,88,3.68
