Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,Mag_X,Mag_Y,Mag_Z,H.Angle,Direction
2024/11/02 20:42:00,19.75,2248,3253,50,-6.44,3.96,-5.96,65,107.86,-313.62,-208.91,228,SW
2024/11/02 20:42:00,19.75,2243,3244,50,-6.12,4.84,-6.90,62,107.24,-312.94,-209.08,233,SW
2024/11/02 20:42:01,19.75,2240,3237,50,-6.14,5.33,-6.43,59,107.56,-312.71,-209.44,221,SW
2024/11/02 20:42:01,19.75,2238,3234,50,-5.60,3.62,-6.90,67,107.51,-315.24,-207.94,253,W
2024/11/02 20:42:02,19.75,2246,3245,50,-6.59,5.81,-6.91,58,107.37,-314.31,-208.11,221,SW
2024/11/02 20:42:02,19.75,2246,3245,50,-5.73,5.43,-6.12,57,106.76,-312.96,-209.35,218,SW
2024/11/02 20:42:03,19.75,2242,3237,49,-6.74,5.83,-3.78,52,100.16,-302.90,-217.58,163,S
2024/11/02 20:42:03,19.75,2257,3243,48,-9.45,4.09,2.11,67,101.28,-290.75,-238.70,89,E
2024/11/02 20:42:04,19.75,2245,3228,48,-10.37,4.38,-1.17,67,102.56,-295.81,-224.43,98,E
2024/11/02 20:42:04,19.75,2248,3221,47,-8.76,6.05,0.19,55,93.35,-296.31,-230.37,110,E
2024/11/02 20:42:04,19.75,2241,3209,47,-8.84,4.92,-6.62,65,96.28,-306.29,-217.35,189,S
2024/11/02 20:42:05,19.75,2247,3203,46,-5.86,6.71,-6.87,53,96.57,-322.45,-210.01,218,SW
2024/11/02 20:42:05,19.75,2243,3190,45,-3.22,7.09,-4.23,36,80.99,-317.36,-224.70,206,SW
2024/11/02 20:42:06,19.75,2234,3182,46,-1.89,5.33,-7.42,55,93.15,-334.82,-211.35,253,W
2024/11/02 20:42:06,19.75,2230,3173,45,-0.45,7.37,-7.62,45,92.94,-345.76,-214.67,254,W
2024/11/02 20:42:07,19.75,2230,3171,45,0.85,6.85,-7.49,47,93.71,-347.68,-216.33,263,W
2024/11/02 20:42:07,19.75,2229,3169,45,0.94,6.85,-7.36,47,93.67,-349.82,-217.08,263,W
2024/11/02 20:42:08,19.81,2230,3170,45,-0.11,7.63,-7.29,43,92.34,-344.43,-216.46,255,W
2024/11/02 20:42:08,19.81,2240,3183,45,-2.83,9.25,-4.86,31,83.01,-334.70,-218.91,215,SW
2024/11/02 20:42:09,19.81,2233,3172,45,-2.28,9.25,-3.76,25,82.42,-332.88,-220.15,211,SW
2024/11/02 20:42:15,19.81,2299,3285,48,-2.65,7.43,-4.55,35,98.51,-298.91,-222.57,214,SW
2024/11/02 20:42:15,19.81,2250,3213,47,-2.73,6.09,-4.13,39,92.02,-299.06,-227.61,210,SW
2024/11/02 20:42:16,19.81,2266,3230,46,-3.28,4.62,-6.53,57,96.03,-296.55,-226.59,240,SW
