Time,Temp,IR,Vis,Lux,Accel_X,Accel_Y,Accel_Z,Tilt,Mag_X,Mag_Y,Mag_Z,H.Angle,Direction,VBAT
2024/11/02 16:22:11,21.14,3003,4298,63,-7.14,6.35,1.87,50,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:22:26,21.35,2997,4272,61,-4.53,-0.11,8.04,78,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:22:42,21.56,3162,4436,59,-2.76,5.12,6.63,54,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:22:57,21.74,3140,4419,60,-10.10,0.75,1.99,85,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:23:12,21.89,3146,4424,60,-10.12,0.76,1.89,85,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:23:28,22.06,3150,4429,60,-10.11,0.72,1.82,85,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:23:43,22.18,3155,4435,59,-10.13,0.74,1.81,85,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:23:59,22.33,3161,4442,59,-10.13,0.74,1.79,85,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:24:14,22.42,3167,4448,59,-10.12,0.75,1.79,85,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:24:30,22.54,3173,4453,59,-10.13,0.74,1.78,85,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:24:45,22.60,3250,4566,61,-2.74,1.84,6.10,49,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:25:01,22.71,3282,4645,64,-0.92,9.49,2.31,21,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:25:16,22.77,3170,4433,58,0.87,9.93,0.73,9,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:25:32,22.85,3252,4494,55,0.03,10.09,0.27,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:25:47,22.92,3372,4658,57,-0.22,10.11,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:26:02,22.94,3354,4632,57,-0.19,10.10,0.35,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:26:18,22.90,3346,4622,57,-0.20,10.10,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:26:33,22.82,3340,4614,57,-0.19,10.10,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:26:49,22.71,3334,4607,57,-0.20,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:27:04,22.63,3329,4601,57,-0.21,10.10,0.33,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:27:20,22.52,3324,4595,57,-0.20,10.11,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:27:35,22.44,3320,4589,57,-0.19,10.10,0.34,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:27:51,22.33,3315,4583,57,-0.21,10.11,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:28:06,22.21,3311,4578,57,-0.20,10.10,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:28:22,22.13,3306,4572,57,-0.20,10.11,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:28:37,22.04,3302,4568,57,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:28:53,21.96,3299,4563,57,-0.20,10.10,0.35,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:29:08,21.90,3296,4559,56,-0.20,10.10,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:29:23,21.82,3293,4555,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:29:39,21.73,3290,4552,56,-0.20,10.10,0.35,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:29:54,21.67,3288,4549,56,-0.20,10.10,0.35,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:30:10,21.58,3285,4546,56,-0.20,10.10,0.34,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:30:25,21.52,3283,4543,56,-0.20,10.10,0.34,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:30:41,21.46,3280,4540,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:30:56,21.40,3278,4537,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:31:12,21.36,3276,4535,56,-0.20,10.11,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:31:27,21.33,3274,4533,56,-0.20,10.10,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:31:43,21.27,3272,4529,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:31:58,21.21,3269,4527,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:32:14,21.17,3268,4526,56,-0.21,10.07,0.34,1,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:32:29,21.12,3267,4524,56,-0.21,10.10,0.34,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:32:44,21.08,3265,4521,56,-0.22,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:33:00,21.02,3263,4520,56,-0.21,10.10,0.36,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:33:15,21.00,3263,4519,56,-0.20,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:33:31,20.96,3262,4517,56,-0.22,10.10,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:33:46,20.92,3260,4515,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:34:02,20.90,3258,4514,56,-0.21,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:34:17,20.86,3257,4512,56,-0.20,10.08,0.35,1,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:34:33,20.81,3256,4511,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:34:48,20.77,3255,4510,56,-0.21,10.09,0.35,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:35:04,20.77,3254,4509,56,-0.20,10.10,0.34,2,0.00,0.00,0.00,0,N,3.35
2024/11/02 16:35:19,20.75,3253,4507,56,-0.21,10.09,0.36,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:35:35,20.71,3252,4506,56,-0.21,10.10,0.34,1,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:35:50,20.69,3252,4506,56,-0.22,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:36:05,20.65,3251,4505,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:36:21,20.65,3250,4504,56,-0.22,10.10,0.36,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:36:36,20.62,3250,4503,56,-0.20,10.09,0.34,1,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:36:52,20.61,3249,4502,56,-0.22,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:37:07,20.58,3248,4501,56,-0.21,10.10,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:37:23,20.56,3247,4500,56,-0.22,10.09,0.34,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:37:38,20.54,3247,4499,56,-0.21,10.09,0.34,1,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:37:54,20.52,3246,4499,56,-0.21,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:38:09,20.50,3246,4498,56,-0.22,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:38:25,20.50,3245,4497,56,-0.21,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:38:40,20.48,3245,4496,56,-0.21,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:38:56,20.46,3243,4495,56,-0.22,10.09,0.34,1,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:39:11,20.44,3242,4494,56,-0.22,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:39:26,20.44,3242,4493,56,-0.22,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:39:42,20.44,3241,4492,56,-0.21,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:39:57,20.40,3240,4491,56,-0.21,10.09,0.35,1,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:40:13,20.40,3240,4490,56,-0.21,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:40:28,20.40,3239,4490,56,-0.22,10.08,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:40:44,20.38,3239,4489,56,-0.22,10.08,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:40:59,20.38,3238,4488,56,-0.22,10.09,0.36,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:41:15,20.35,3238,4488,56,-0.22,10.09,0.35,2,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:41:30,20.33,2225,2996,32,-7.84,3.59,2.32,63,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:41:46,20.33,3251,4504,56,-0.66,9.30,0.44,9,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:42:01,20.33,3271,4524,56,0.03,10.03,-0.18,0,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:42:17,20.31,3293,4549,56,0.00,10.08,-0.04,0,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:42:32,20.31,3295,4555,56,0.00,10.08,-0.02,0,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:42:48,20.31,3291,4550,56,0.00,10.08,-0.04,0,0.00,0.00,0.00,0,N,3.33
2024/11/02 16:43:03,20.29,3281,4536,56,0.00,10.08,-0.03,0,0.00,0.00,0.00,0,N,3.34
2024/11/02 16:43:18,20.29,3281,4535,56,0.00,10.08,-0.04,0,0.00,0.00,0.00,0,N,3.34
