HEADING, Timecode,,Battery        , , Ext Power      , , Temperature    , , Pressure       , , Turbidity, , , Depth       , , SSC         , , 
UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,11/07/2025 11:52:35,0,9123823,4.071678,8388487,0.038742,11858552,22.188729,3196334,1.042899,60.533997,2694.800049,2364.717947,,0.535385,,4729.436035,
Sample,11/07/2025 11:53:05,0,9123917,4.072195,8388483,0.038720,11854696,22.234214,3196245,1.042870,60.190002,2694.399902,2364.379719,,0.534904,,4728.759277,
Sample,11/07/2025 11:53:35,0,9124046,4.072904,8388488,0.038747,11856174,22.216777,3196198,1.042854,16.700001,2700.500000,2369.535887,,0.534649,,4739.071777,
Sample,11/07/2025 11:54:05,0,9124073,4.073052,8388483,0.038720,11851104,22.276605,3196116,1.042827,60.392006,2694.600098,2364.548936,,0.534206,,4729.097656,
Sample,11/07/2025 11:54:35,0,9124121,4.073316,8388486,0.038736,11851382,22.273323,3195907,1.042759,61.842003,2696.300049,2365.985837,,0.533075,,4731.971680,
Sample,11/07/2025 11:55:05,0,9124193,4.073712,8388488,0.038747,11855910,22.219891,3195800,1.042724,61.495003,2693.399902,2363.534459,,0.532495,,4727.068848,
Sample,11/07/2025 11:55:35,0,9124245,4.073998,8388486,0.038736,11843771,22.363207,3195861,1.042744,54.549999,2680.899902,2352.968711,,0.532826,,4705.937500,
Sample,11/07/2025 11:56:05,0,9124323,4.074427,8388484,0.038725,11841321,22.392159,3195748,1.042706,45.037003,2673.800049,2346.967489,,0.532214,,4693.935059,
Sample,11/07/2025 11:56:35,0,9124386,4.074773,8388486,0.038736,11837318,22.439485,3195469,1.042615,56.782001,2671.899902,2345.361372,,0.530703,,4690.722656,
Sample,11/07/2025 11:57:05,0,9124435,4.075042,8388484,0.038725,11844867,22.350258,3195392,1.042589,35.980000,2671.899902,2345.361372,,0.530286,,4690.722656,
Sample,11/07/2025 11:57:35,0,9124490,4.075345,8388485,0.038731,11856247,22.215916,3195467,1.042614,33.764000,2683.100098,2354.828448,,0.530692,,4709.656738,
Sample,11/07/2025 11:58:05,0,9124541,4.075625,8388489,0.038753,11857472,22.201467,3195335,1.042571,24.228001,2673.300049,2346.544859,,0.529977,,4693.089844,
Sample,11/07/2025 11:58:35,0,9124553,4.075691,8388485,0.038731,11858128,22.193730,3195307,1.042562,14.220999,2636.699951,2315.608264,,0.529825,,4631.216309,
Sample,11/07/2025 11:59:05,0,9125052,4.078435,8388482,0.038714,11847302,22.321496,3195276,1.042551,0.170100,2537.500000,2231.758523,,0.529657,,4463.517090,
Sample,11/07/2025 11:59:35,0,9124631,4.076120,8388484,0.038725,11838719,22.422919,3195235,1.042538,92.759995,2715.899902,2382.552807,,0.529435,,4765.105469,
Sample,11/07/2025 12:00:05,0,9124141,4.073426,8388485,0.038731,12126291,19.079516,3274660,1.068647,7.049900,-59.940002,5.785914,,0.933544,,11.571827,
Sample,11/07/2025 12:00:35,0,9124687,4.076428,8388487,0.038742,12224722,17.956486,3406402,1.111966,1.543000,-61.500000,1.257347,,1.528341,,2.514694,
Sample,11/07/2025 12:01:05,0,9124759,4.076824,8388484,0.038725,12237691,17.809149,3629702,1.185427,1.630400,-63.040001,1.329220,,2.434544,,2.658440,
Sample,11/07/2025 12:01:35,0,9124788,4.076983,8388488,0.038747,12247333,17.699696,3893785,1.272363,1.459200,-63.829998,1.188435,,3.434965,,2.376869,
Sample,11/07/2025 12:02:05,0,9124781,4.076945,8388486,0.038736,12254975,17.612997,4071380,1.330862,1.750400,-65.029999,1.427901,,4.087252,,2.855803,
Sample,11/07/2025 12:02:35,0,9124731,4.076670,8388485,0.038731,12260280,17.552838,4293086,1.403929,2.080800,-67.740005,1.699604,,4.888895,,3.399207,
Sample,11/07/2025 12:03:05,0,9124653,4.076241,8388486,0.038736,12266338,17.484166,4542131,1.486056,2.091500,-69.509995,1.708403,,5.779061,,3.416805,
Sample,11/07/2025 12:03:35,0,9124568,4.075774,8388484,0.038725,12269526,17.448039,4796607,1.570029,1.977700,-67.070000,1.614820,,6.681654,,3.229640,
Sample,11/07/2025 12:04:05,0,9124499,4.075394,8388489,0.038753,12272008,17.419917,5006539,1.639342,3.966900,-67.559998,3.250627,,7.422792,,6.501253,
Sample,11/07/2025 12:04:35,0,9124346,4.074553,8388484,0.038725,12272972,17.408996,5310728,1.739841,2.072500,-67.800003,1.692778,,8.493031,,3.385556,
Sample,11/07/2025 12:05:05,0,9124228,4.073904,8388484,0.038725,12275740,17.377641,5575084,1.827239,2.688700,-67.669998,2.199507,,9.420758,,4.399013,
Sample,11/07/2025 12:05:35,0,9124081,4.073096,8388489,0.038753,12276480,17.369260,5943685,1.949191,3.189200,-70.229996,2.611090,,10.712009,,5.222179,
Sample,11/07/2025 12:06:05,0,9123926,4.072244,8388488,0.038747,12276581,17.368116,6234395,2.045445,2.264600,-69.720001,1.850750,,11.729198,,3.701501,
Sample,11/07/2025 12:06:35,0,9123797,4.071535,8388487,0.038742,12276798,17.365658,6226620,2.042870,2.137700,-69.050003,1.746395,,11.702004,,3.492790,
Sample,11/07/2025 12:07:05,0,9123652,4.070738,8388488,0.038747,12277936,17.352770,6264304,2.055351,4.557600,-67.500000,3.736385,,11.833808,,7.472771,
Sample,11/07/2025 12:07:35,0,9123431,4.069523,8388486,0.038736,12279357,17.336678,6269781,2.057166,3.105500,-68.270004,2.542259,,11.852964,,5.084518,
Sample,11/07/2025 12:08:05,0,9123290,4.068747,8388488,0.038747,12279553,17.334458,6278282,2.059981,2.587400,-71.190002,2.116203,,11.882695,,4.232406,
Sample,11/07/2025 12:08:35,0,9123110,4.067758,8388483,0.038720,12280215,17.326962,6318010,2.073141,2.265300,-68.570000,1.851326,,12.021635,,3.702652,
Sample,11/07/2025 12:09:05,0,9122942,4.066834,8388490,0.038758,12279704,17.332748,6266440,2.056059,2.893300,-69.370003,2.367758,,11.841279,,4.735517,
Sample,11/07/2025 12:09:35,0,9122756,4.065812,8388488,0.038747,12281539,17.311970,6355510,2.085565,2.405000,-70.559998,1.966208,,12.152773,,3.932415,
Sample,11/07/2025 12:10:05,0,9122561,4.064739,8388486,0.038736,12280905,17.319149,6332723,2.078016,1.994100,-71.389999,1.628306,,12.073087,,3.256613,
Sample,11/07/2025 12:10:35,0,9122391,4.063805,8388490,0.038758,12281793,17.309095,6180974,2.027753,2.129000,-70.889999,1.739241,,11.542336,,3.478481,
Sample,11/07/2025 12:11:05,0,9122217,4.062848,8388486,0.038736,12282475,17.301373,6191768,2.031327,1.972100,-71.270004,1.610215,,11.580095,,3.220429,
Sample,11/07/2025 12:11:35,0,9122012,4.061721,8388486,0.038736,12282589,17.300082,6260149,2.053975,2.729500,-71.629997,2.233058,,11.819276,,4.466117,
Sample,11/07/2025 12:12:05,0,9121844,4.060797,8388491,0.038764,12282901,17.296550,6308068,2.069848,2.205900,-69.720001,1.802479,,11.986866,,3.604958,
Sample,11/07/2025 12:12:35,0,9121657,4.059769,8388489,0.038753,12283482,17.289972,6220296,2.040775,2.339200,-68.659996,1.912097,,11.679884,,3.824195,
Sample,11/07/2025 12:13:05,0,9121456,4.058664,8388487,0.038742,12283991,17.284210,6265732,2.055824,2.100600,-70.820000,1.715886,,11.838803,,3.431772,
Sample,11/07/2025 12:13:35,0,9121288,4.057741,8388484,0.038725,12284286,17.280870,6331905,2.077745,2.125200,-68.669998,1.736115,,12.070227,,3.472231,
Sample,11/07/2025 12:14:05,0,9121111,4.056768,8388488,0.038747,12284619,17.277101,6275438,2.059039,2.676500,-68.650002,2.189474,,11.872749,,4.378948,
Sample,11/07/2025 12:14:35,0,9120921,4.055723,8388488,0.038747,12284965,17.273184,6234499,2.045479,2.429400,-69.979996,1.986273,,11.729562,,3.972545,
Sample,11/07/2025 12:15:05,0,9120758,4.054827,8388488,0.038747,12284677,17.276444,6283669,2.061766,1.843000,-71.490005,1.504050,,11.901536,,3.008101,
Sample,11/07/2025 12:15:35,0,9120589,4.053898,8388488,0.038747,12284916,17.273739,6254172,2.051995,2.431900,-71.409996,1.988328,,11.798371,,3.976657,
Sample,11/07/2025 12:16:05,0,9120379,4.052743,8388486,0.038736,12283375,17.291184,6181521,2.027934,2.926000,-71.029999,2.394649,,11.544250,,4.789298,
Sample,11/07/2025 12:16:35,0,9120221,4.051874,8388490,0.038758,12284111,17.282851,6170359,2.024237,2.058600,-69.669998,1.681348,,11.505203,,3.362695,
Sample,11/07/2025 12:17:05,0,9120042,4.050890,8388485,0.038731,12285829,17.263404,6071325,1.991445,2.029600,-71.650002,1.657499,,11.158719,,3.314999,
Sample,11/07/2025 12:17:35,0,9120640,4.054178,8388482,0.038714,12261712,17.536603,3199944,1.044086,0.098600,3264.800049,2846.516093,,0.554846,,5693.032227,
Sample,11/07/2025 12:18:05,0,9120461,4.053194,8388490,0.038758,12263649,17.514645,3199824,1.044046,0.089900,2574.100098,2262.695118,,0.554201,,4525.390137,
Sample,11/07/2025 12:18:35,0,9120298,4.052298,8388485,0.038731,12253231,17.632779,3199957,1.044090,0.076800,2558.399902,2249.424372,,0.554916,,4498.848633,
Sample,11/07/2025 12:19:05,0,9120128,4.051363,8388491,0.038764,12243296,17.745514,3200256,1.044188,0.037600,2903.699951,2541.292659,,0.556522,,5082.585449,
Sample,11/07/2025 12:19:35,0,9119992,4.050615,8388485,0.038731,12234222,17.848546,3200277,1.044195,0.008400,2883.899902,2524.556471,,0.556634,,5049.112793,
Sample,11/07/2025 12:20:05,0,9119864,4.049912,8388490,0.038758,12223521,17.970137,3199312,1.043878,0.082200,3053.600098,2667.997242,,0.551448,,5335.994629,
Sample,11/07/2025 12:20:35,0,9119744,4.049252,8388490,0.038758,12216223,18.053115,3200657,1.044320,0.074100,2961.500000,2590.148723,,0.558674,,5180.297363,
Sample,11/07/2025 12:21:05,0,9119673,4.048862,8388487,0.038742,12218937,18.022252,3200189,1.044166,0.066500,2953.699951,2583.555654,,0.556162,,5167.111328,
Sample,11/07/2025 12:21:35,0,9119572,4.048306,8388487,0.038742,12192819,18.319521,3206077,1.046101,0.079000,3012.000000,2632.834348,,0.587620,,5265.668457,
Sample,11/07/2025 12:22:05,0,9119480,4.047801,8388488,0.038747,12168744,18.594068,3205567,1.045934,0.095400,3029.600098,2647.711005,,0.584908,,5295.421875,
Sample,11/07/2025 12:22:35,0,9119437,4.047564,8388486,0.038736,12150446,18.803092,3205409,1.045882,0.106200,3050.100098,2665.038833,,0.584067,,5330.077637,
Sample,11/07/2025 12:23:05,0,9119376,4.047229,8388487,0.038742,12131310,19.022033,3205243,1.045827,0.099000,3080.500000,2690.734651,,0.583184,,5381.469238,
Sample,11/07/2025 12:23:35,0,9119338,4.047020,8388489,0.038753,12114965,19.209328,3205321,1.045853,0.078100,2981.199951,2606.800301,,0.583599,,5213.600586,
Sample,11/07/2025 12:24:05,0,9119300,4.046811,8388484,0.038725,12102312,19.354505,3205342,1.045860,0.077000,3046.100098,2661.657793,,0.583711,,5323.315430,
Sample,11/07/2025 12:24:35,0,9119268,4.046635,8388485,0.038731,12089509,19.501574,3205213,1.045817,0.101300,3149.899902,2749.395606,,0.583024,,5498.791016,
Sample,11/07/2025 12:25:05,0,9119270,4.046646,8388483,0.038720,12080362,19.606754,3205120,1.045787,0.046300,2957.300049,2586.598672,,0.582529,,5173.197266,
Sample,11/07/2025 12:25:35,0,9119275,4.046673,8388483,0.038720,12069978,19.726269,3204902,1.045715,0.090900,3128.000000,2730.884497,,0.581368,,5461.769043,
Sample,11/07/2025 12:26:05,0,9119237,4.046465,8388490,0.038758,12060608,19.834216,3204810,1.045685,0.104500,3113.699951,2718.797239,,0.580878,,5437.594238,
Sample,11/07/2025 12:26:35,0,9119254,4.046558,8388481,0.038709,12052897,19.923125,3204630,1.045626,0.105400,3129.000000,2731.729757,,0.579919,,5463.459473,
Sample,11/07/2025 12:27:05,0,9119286,4.046734,8388482,0.038714,12041049,20.059866,3204479,1.045576,0.101600,3091.399902,2699.947902,,0.579114,,5399.895996,
Sample,11/07/2025 12:27:35,0,9119318,4.046910,8388489,0.038753,12029772,20.190169,3204368,1.045540,0.101100,3079.000000,2689.466761,,0.578523,,5378.933594,
Sample,11/07/2025 12:28:05,0,9119336,4.047009,8388479,0.038698,12031130,20.174470,3204084,1.045446,0.102100,3158.600098,2756.749532,,0.577008,,5513.499023,
Sample,11/07/2025 12:28:35,0,9119357,4.047124,8388488,0.038747,12024020,20.256691,3204064,1.045440,0.094400,3036.000000,2653.120585,,0.576902,,5306.241211,
Sample,11/07/2025 12:29:05,0,9119452,4.047647,8388486,0.038736,12016764,20.340662,3203749,1.045336,0.098600,2854.899902,2500.043934,,0.575221,,5000.087891,
Sample,11/07/2025 12:29:35,0,9119498,4.047899,8388490,0.038758,12008995,20.430641,3203671,1.045311,0.108300,3081.600098,2691.664520,,0.574805,,5383.329102,
Sample,11/07/2025 12:30:05,0,9119546,4.048163,8388491,0.038764,12005153,20.475165,3203553,1.045272,0.095100,3102.300049,2709.161358,,0.574175,,5418.322754,
Sample,11/07/2025 12:30:35,0,9119613,4.048532,8388484,0.038725,11999065,20.545756,3203500,1.045254,0.099500,3104.100098,2710.682868,,0.573892,,5421.365723,
Sample,11/07/2025 12:31:05,0,9119697,4.048994,8388485,0.038731,11989819,20.653052,3203306,1.045191,0.115700,3114.100098,2719.135467,,0.572856,,5438.270996,
Sample,11/07/2025 12:31:35,0,9119790,4.049505,8388484,0.038725,11985147,20.707310,3203207,1.045158,0.103200,3106.399902,2712.626800,,0.572327,,5425.253418,
Sample,11/07/2025 12:32:05,0,9119892,4.050066,8388487,0.038742,11978378,20.785970,3203179,1.045149,0.103300,3132.699951,2734.857177,,0.572177,,5469.714355,
Sample,11/07/2025 12:32:35,0,9119946,4.050363,8388489,0.038753,11972439,20.855033,3203007,1.045092,0.108300,2950.399902,2580.766255,,0.571258,,5161.532715,
Sample,11/07/2025 12:33:05,0,9120035,4.050852,8388488,0.038747,11969168,20.893091,3203005,1.045092,0.113800,3124.300049,2727.757076,,0.571248,,5455.514160,
Sample,11/07/2025 12:33:35,0,9120126,4.051352,8388490,0.038758,11963132,20.963355,3202730,1.045001,0.111400,3117.300049,2721.840257,,0.569778,,5443.680664,
Sample,11/07/2025 12:34:05,0,9120238,4.051968,8388486,0.038736,11959735,21.002920,3202609,1.044962,0.103600,3163.000000,2760.468593,,0.569131,,5520.937012,
Sample,11/07/2025 12:34:35,0,9120309,4.052358,8388488,0.038747,11956288,21.043083,3202430,1.044903,0.104300,3134.399902,2736.294078,,0.568174,,5472.588379,
Sample,11/07/2025 12:35:05,0,9120392,4.052815,8388484,0.038725,11952092,21.091995,3202524,1.044934,0.209200,2432.500000,2143.006233,,0.568676,,4286.012695,
Sample,11/07/2025 12:35:35,0,9120490,4.053353,8388486,0.038736,11948821,21.130140,3202320,1.044867,0.115900,3038.600098,2655.318344,,0.567585,,5310.636719,
Sample,11/07/2025 12:36:05,0,9120591,4.053909,8388486,0.038736,11944932,21.175511,3202109,1.044797,0.198300,1712.400024,1534.334596,,0.566456,,3068.669189,
Sample,11/07/2025 12:36:35,0,9119938,4.050319,8388487,0.038742,11961359,20.984004,3202022,1.044769,3.339400,2491.699951,2193.045578,,0.565990,,4386.091309,
Sample,11/07/2025 12:37:05,0,9120820,4.055168,8388486,0.038736,11945771,21.165721,3202043,1.044776,0.048700,-385.000000,0.028518,,0.566103,,0.057036,
Sample,11/07/2025 12:37:35,0,9120802,4.055069,8388486,0.038736,11924331,21.416195,3201717,1.044668,0.100800,-512.400024,0.071362,,0.564357,,0.142725,
Sample,11/07/2025 12:38:05,0,9121057,4.056471,8388488,0.038747,11914822,21.527487,3201720,1.044669,0.402800,-487.600006,0.319710,,0.564373,,0.639420,
Sample,11/07/2025 12:38:35,0,9121122,4.056828,8388483,0.038720,11879165,21.945962,3201473,1.044588,0.075000,2593.199951,2278.839458,,0.563050,,4557.678711,
Sample,11/07/2025 12:39:05,0,9121195,4.057229,8388489,0.038753,11913158,21.546976,3201409,1.044567,0.076500,2428.000000,2139.202563,,0.562707,,4278.405273,
Sample,11/07/2025 12:39:35,0,9121328,4.057961,8388483,0.038720,11918919,21.479521,3201077,1.044458,0.064500,2474.500000,2178.507149,,0.560927,,4357.014160,
Sample,11/07/2025 12:40:05,0,9121430,4.058521,8388485,0.038731,11922032,21.443090,3201040,1.044446,0.077000,2449.500000,2157.375651,,0.560729,,4314.751465,
Sample,11/07/2025 12:40:35,0,9121520,4.059016,8388486,0.038736,11919468,21.473095,3200989,1.044429,0.070800,2481.500000,2184.423968,,0.560455,,4368.848145,
Sample,11/07/2025 12:41:05,0,9121643,4.059692,8388487,0.038742,11917836,21.492198,3200876,1.044392,0.077000,2516.899902,2214.346086,,0.559849,,4428.692383,
Sample,11/07/2025 12:41:35,0,9121725,4.060143,8388488,0.038747,11914998,21.525426,3198673,1.043668,0.068700,2513.699951,2211.641296,,0.548009,,4423.282715,
Sample,11/07/2025 12:42:05,0,9121825,4.060693,8388492,0.038769,11920048,21.466307,3198490,1.043608,0.067600,2534.100098,2228.884722,,0.547023,,4457.769531,
Sample,11/07/2025 12:42:35,0,9121963,4.061452,8388483,0.038720,11915856,21.515379,3198234,1.043524,0.075900,2566.500000,2256.271060,,0.545643,,4512.541992,
Sample,11/07/2025 12:43:05,0,9122019,4.061760,8388491,0.038764,11914445,21.531902,3198450,1.043595,0.065200,2557.000000,2248.241091,,0.546807,,4496.482422,
Sample,11/07/2025 12:43:35,0,9122159,4.062529,8388485,0.038731,11909780,21.586550,3198193,1.043510,0.071400,2562.800049,2253.143640,,0.545422,,4506.287109,
Sample,11/07/2025 12:44:05,0,9122239,4.062969,8388491,0.038764,11908076,21.606519,3198083,1.043474,0.073600,2570.899902,2259.990121,,0.544830,,4519.980469,
Sample,11/07/2025 12:44:35,0,9122342,4.063535,8388488,0.038747,11900488,21.695493,3197990,1.043443,0.068200,2562.399902,2252.805412,,0.544328,,4505.610840,
Sample,11/07/2025 12:45:05,0,9122453,4.064146,8388486,0.038736,11887332,21.849950,3198039,1.043459,0.067300,2596.800049,2281.882476,,0.544592,,4563.765137,
Sample,11/07/2025 12:45:35,0,9122543,4.064641,8388484,0.038725,11882532,21.906367,3197985,1.043442,0.071900,2565.899902,2255.763822,,0.544301,,4511.527832,
Sample,11/07/2025 12:46:05,0,9122649,4.065223,8388481,0.038709,11883863,21.890720,3197901,1.043414,0.071900,2589.500000,2275.712038,,0.543848,,4551.424316,
Sample,11/07/2025 12:46:35,0,9122736,4.065702,8388488,0.038747,11880294,21.932683,3197747,1.043363,0.066300,2581.899902,2269.287980,,0.543017,,4538.576172,
Sample,11/07/2025 12:47:05,0,9122851,4.066334,8388485,0.038731,11873590,22.011558,3197862,1.043401,0.060400,2597.399902,2282.389509,,0.543638,,4564.778809,
Sample,11/07/2025 12:47:35,0,9122958,4.066922,8388489,0.038753,11868354,22.073208,3197834,1.043392,0.057700,2589.899902,2276.050059,,0.543487,,4552.100098,
Sample,11/07/2025 12:48:05,0,9123058,4.067472,8388485,0.038731,11866606,22.093798,3197542,1.043296,0.073200,2547.800049,2240.464741,,0.541911,,4480.929688,
Sample,11/07/2025 12:48:35,0,9123171,4.068093,8388485,0.038731,11862355,22.143892,3197511,1.043286,0.074600,2578.500000,2266.414179,,0.541744,,4532.828125,
Sample,11/07/2025 12:49:05,0,9123287,4.068731,8388485,0.038731,11862543,22.141676,3197383,1.043244,0.082800,2631.399902,2311.128345,,0.541053,,4622.256836,
Sample,11/07/2025 12:49:35,0,9123372,4.069198,8388489,0.038753,11860261,22.168577,3197200,1.043184,0.078500,2571.699951,2260.666370,,0.540065,,4521.332520,
Sample,11/07/2025 12:50:05,0,9123457,4.069666,8388482,0.038714,11858253,22.192255,3197187,1.043179,0.070000,2595.500000,2280.783597,,0.539995,,4561.567383,
Sample,11/07/2025 12:50:35,0,9123564,4.070254,8388486,0.038736,11853211,22.251737,3197095,1.043149,0.070600,2610.500000,2293.462496,,0.539498,,4586.924805,
Sample,11/07/2025 12:51:05,0,9123681,4.070897,8388487,0.038742,11850140,22.287985,3197090,1.043148,0.072500,2587.300049,2273.852507,,0.539471,,4547.705078,
Sample,11/07/2025 12:51:35,0,9123739,4.071216,8388484,0.038725,11844660,22.352703,3196952,1.043102,0.077800,2595.600098,2280.868206,,0.538726,,4561.736328,
Sample,11/07/2025 12:52:05,0,9123865,4.071909,8388486,0.038736,11840261,22.404689,3196805,1.043054,0.076500,2610.199951,2293.208877,,0.537931,,4586.417969,
Sample,11/07/2025 12:52:35,0,9123971,4.072491,8388486,0.038736,11834769,22.469633,3196903,1.043086,0.072100,2598.199951,2283.065758,,0.538461,,4566.131348,
Sample,11/07/2025 12:53:05,0,9124086,4.073124,8388487,0.038742,11829753,22.528990,3196670,1.043009,0.073800,2619.199951,2300.816216,,0.537202,,4601.632324,
Sample,11/07/2025 12:53:35,0,9124168,4.073575,8388484,0.038725,11827345,22.557499,3196619,1.042993,0.069000,2627.100098,2307.493893,,0.536926,,4614.987793,
Sample,11/07/2025 12:54:05,0,9124277,4.074174,8388482,0.038714,11830205,22.523639,3196563,1.042974,0.066000,2578.699951,2266.583190,,0.536623,,4533.166504,
Sample,11/07/2025 12:54:35,0,9124352,4.074586,8388484,0.038725,11818285,22.664845,3196554,1.042971,0.081800,2639.199951,2317.721414,,0.536575,,4635.442871,
Sample,11/07/2025 12:55:05,0,9124454,4.075147,8388484,0.038725,11814410,22.710797,3196452,1.042938,0.067800,2603.899902,2287.883698,,0.536023,,4575.767578,
Sample,11/07/2025 12:55:35,0,9124544,4.075642,8388486,0.038736,11812410,22.734524,3196463,1.042941,0.075000,2610.300049,2293.293485,,0.536083,,4586.586914,
Sample,11/07/2025 12:56:05,0,9124649,4.076219,8388486,0.038736,11807856,22.788573,3196327,1.042897,0.083500,2645.699951,2323.215603,,0.535347,,4646.431152,
Sample,11/07/2025 12:56:35,0,9124773,4.076901,8388487,0.038742,11804328,22.830469,3196281,1.042882,0.084100,2670.800049,2344.431709,,0.535098,,4688.863281,
Sample,11/07/2025 12:57:05,0,9124856,4.077357,8388486,0.038736,11795964,22.929873,3196264,1.042876,0.077100,2626.500000,2306.986654,,0.535006,,4613.973145,
Sample,11/07/2025 12:57:35,0,9124945,4.077846,8388489,0.038753,11792739,22.968233,3196227,1.042864,0.080800,2628.100098,2308.339153,,0.534806,,4616.678223,
Sample,11/07/2025 12:58:05,0,9125046,4.078402,8388487,0.038742,11793879,22.954671,3196091,1.042819,0.075700,2592.500000,2278.247818,,0.534070,,4556.495605,
Sample,11/07/2025 12:58:35,0,9125128,4.078853,8388485,0.038731,11785088,23.059304,3196165,1.042844,0.060200,2622.699951,2303.774625,,0.534471,,4607.549316,
Sample,11/07/2025 12:59:05,0,9125220,4.079358,8388487,0.038742,11784104,23.071024,3196067,1.042811,0.070100,2590.399902,2276.472689,,0.533941,,4552.945312,
Sample,11/07/2025 12:59:35,0,9125286,4.079721,8388487,0.038742,11777576,23.148816,3196107,1.042824,0.062700,2609.500000,2292.617236,,0.534157,,4585.234375,
Sample,11/07/2025 13:00:05,0,9125337,4.080002,8388484,0.038725,11774735,23.182694,3196063,1.042810,0.078200,2670.899902,2344.516112,,0.533919,,4689.032227,
Sample,11/07/2025 13:00:35,0,9125459,4.080672,8388483,0.038720,11759525,23.364297,3195923,1.042764,0.084700,2657.300049,2333.020701,,0.533161,,4666.041504,
Sample,11/07/2025 13:01:05,0,9125528,4.081052,8388482,0.038714,11760668,23.350636,3195832,1.042734,0.076200,2593.699951,2279.262088,,0.532669,,4558.524414,
Sample,11/07/2025 13:01:35,0,9125632,4.081623,8388483,0.038720,11761034,23.346262,3195791,1.042721,0.073000,2661.000000,2336.148121,,0.532447,,4672.296387,
Sample,11/07/2025 13:02:05,0,9125661,4.081783,8388483,0.038720,11756939,23.395212,3195766,1.042712,0.107800,2900.300049,2538.418858,,0.532311,,5076.837891,
Sample,11/07/2025 13:02:35,0,9125767,4.082366,8388488,0.038747,11752222,23.451633,3195651,1.042675,0.085600,2640.199951,2318.566674,,0.531689,,4637.133301,
Sample,11/07/2025 13:03:05,0,9125843,4.082783,8388482,0.038714,11748706,23.493713,3195605,1.042659,0.075200,2678.100098,2350.602148,,0.531440,,4701.204102,
Sample,11/07/2025 13:03:35,0,9125888,4.083031,8388486,0.038736,11755356,23.414142,3195557,1.042644,0.069000,2596.300049,2281.459847,,0.531180,,4562.919922,
Sample,11/07/2025 13:04:05,0,9125956,4.083405,8388482,0.038714,11755010,23.418281,3195438,1.042605,0.072600,2664.000000,2338.683901,,0.530535,,4677.367676,
Sample,11/07/2025 13:04:35,0,9126000,4.083647,8388482,0.038714,11753167,23.440327,3195281,1.042553,0.062100,2598.500000,2283.319377,,0.529684,,4566.638672,
Sample,11/07/2025 13:05:05,0,9126039,4.083861,8388487,0.038742,11753667,23.434345,3195218,1.042532,0.073500,2556.699951,2247.987472,,0.529343,,4495.975098,
Sample,11/07/2025 13:05:35,0,9126067,4.084015,8388485,0.038731,11751183,23.464066,3195463,1.042613,0.066500,2590.199951,2276.303679,,0.530670,,4552.607422,
Sample,11/07/2025 13:06:05,0,9126113,4.084268,8388485,0.038731,11743012,23.561906,3195218,1.042532,0.072100,2608.899902,2292.109998,,0.529343,,4584.220215,
Sample,11/07/2025 13:06:35,0,9126101,4.084202,8388488,0.038747,11738067,23.621174,3195275,1.042551,0.078100,2670.800049,2344.431709,,0.529652,,4688.863281,
Sample,11/07/2025 13:07:05,0,9126129,4.084356,8388481,0.038709,11729854,23.719706,3194955,1.042446,0.070600,2579.300049,2267.090428,,0.527917,,4534.180664,
Sample,11/07/2025 13:07:35,0,9126170,4.084581,8388483,0.038720,11731027,23.705626,3194929,1.042437,0.077600,2629.699951,2309.691445,,0.527776,,4619.382812,
Sample,11/07/2025 13:08:05,0,9126208,4.084790,8388483,0.038720,11730270,23.714712,3194938,1.042440,0.065000,2646.800049,2324.145472,,0.527825,,4648.291016,
Sample,11/07/2025 13:08:35,0,9126252,4.085032,8388482,0.038714,11728915,23.730979,3194862,1.042415,0.076200,2572.899902,2261.680641,,0.527413,,4523.361328,
Sample,11/07/2025 13:09:05,0,9126322,4.085417,8388487,0.038742,11727930,23.742805,3194697,1.042361,0.070100,2631.699951,2311.381965,,0.526518,,4622.764160,
Sample,11/07/2025 13:09:35,0,9126395,4.085818,8388485,0.038731,11725009,23.777887,3194807,1.042397,0.062400,2546.100098,2239.027841,,0.527115,,4478.055664,
Sample,11/07/2025 13:10:05,0,9126466,4.086209,8388487,0.038742,11720608,23.830773,3194601,1.042329,0.071700,2537.000000,2231.335893,,0.525997,,4462.671875,
Sample,11/07/2025 13:10:35,0,9126473,4.086247,8388487,0.038742,11721167,23.824054,3194622,1.042336,0.069200,2577.199951,2265.315300,,0.526111,,4530.630371,
Sample,11/07/2025 13:11:05,0,9126596,4.086923,8388486,0.038736,11708463,23.976897,3194617,1.042335,0.073100,2609.100098,2292.279215,,0.526084,,4584.558594,
Sample,11/07/2025 13:11:35,0,9126745,4.087743,8388484,0.038725,11702157,24.052873,3194645,1.042344,0.079500,2643.199951,2321.102454,,0.526236,,4642.205078,
Sample,11/07/2025 13:12:05,0,9126835,4.088237,8388480,0.038703,11709305,23.966758,3194362,1.042251,0.067600,2657.399902,2333.105103,,0.524700,,4666.210449,
Sample,11/07/2025 13:12:35,0,9126899,4.088589,8388482,0.038714,11706631,23.998962,3194355,1.042249,0.063900,2531.899902,2227.024985,,0.524662,,4454.049805,
