VERSION,5.2,AQUAtalk:V4.42,OS:V6.2,,,,,,,,,,,,,
LOGGER TYPE,AQUAlogger 310TYPT5 max50m ,,,,,,,,,,,,,,,
LOGGER,2554-327,,,,,,,,,,,,,,,
REGIME,,,,,,,,,,,,,,,,
REGIME TITLE, Logging Mode, Start At, Burst Mode, Interval, Samples Per Burst, Within Burst Sample Rate, Samples Per Average, Intermittent Logging, Hours per Day, Days per Month, Months per Year,,,,,
Sample,20/07/2023 11:04,23,,,11775843,23.16948,3174165,1.035613,0.1446,1717.099976,1538.307276,,0.41289,,3076.614502,
Sample,20/07/2023 11:04,23,,,11775209,23.17704,3174183,1.035619,0.0239,2655.399902,2331.414583,,0.412991,,4662.829102,
Sample,20/07/2023 11:04,23,,,11774782,23.182133,3174149,1.035607,0.2053,2650.899902,2327.610914,,0.412799,,4655.22168,
Sample,20/07/2023 11:04,23,,,11774397,23.186725,3174077,1.035584,0.1833,2641.699951,2319.834564,,0.412392,,4639.668945,
Sample,20/07/2023 11:04,23,,,11773886,23.19282,3174148,1.035607,0.2708,2564.800049,2254.83416,,0.412794,,4509.668457,
Sample,20/07/2023 11:04,23,,,11773466,23.19783,3174084,1.035586,0.2198,2267.199951,2003.284729,,0.412432,,4006.56958,
Sample,20/07/2023 11:04,23,,,11773678,23.195301,3174156,1.03561,0.0568,2678.600098,2351.024778,,0.412839,,4702.049316,
Sample,20/07/2023 11:04,23,,,11774321,23.187631,3174161,1.035611,0.0208,2662.5,2337.416011,,0.412867,,4674.832031,
Sample,20/07/2023 11:04,23,,,11775060,23.178817,3174164,1.035612,0.0411,2650.199951,2327.019273,,0.412884,,4654.038574,
Sample,20/07/2023 11:04,23,,,11776083,23.166618,3174034,1.03557,0.0083,2653.899902,2330.146693,,0.412149,,4660.293457,
Sample,20/07/2023 11:04,23,,,11777253,23.152667,3174212,1.035628,0.5679,2637,2315.861883,,0.413155,,4631.723633,
Sample,20/07/2023 11:04,23,,,11778036,23.143332,3174181,1.035618,0.522,2616.199951,2298.280436,,0.41298,,4596.561035,
Sample,20/07/2023 11:04,23,,,11778703,23.135381,3174058,1.035577,0.9065,2618.300049,2300.055564,,0.412285,,4600.111328,
Sample,20/07/2023 11:04,23,,,11778958,23.132341,3173273,1.035319,0.101,2642.100098,2320.172791,,0.407846,,4640.345703,
Sample,20/07/2023 11:04,23,,,11779489,23.126012,3174010,1.035562,0.1415,1489.5,1345.926143,,0.412014,,2691.852295,
Sample,20/07/2023 11:04,23,9357970,5.358989,11779812,23.122162,3174279,1.03565,0.123,1610.099976,1447.864466,,0.413534,,2895.729004,
Sample,20/07/2023 11:04,23,,,11779400,23.127073,3174102,1.035592,0.0898,2322,2049.605013,,0.412534,,4099.209961,
Sample,20/07/2023 11:04,23,,,11778897,23.133068,3173896,1.035524,0.0964,2012.599976,1788.081578,,0.41137,,3576.163086,
Sample,20/07/2023 11:04,23,,,11778814,23.134058,3173945,1.03554,0.0407,2657.899902,2333.527733,,0.411646,,4667.055664,
Sample,20/07/2023 11:05,23,,,11778535,23.137384,3173838,1.035505,0.0113,2649.699951,2326.596643,,0.411042,,4653.193359,
Sample,20/07/2023 11:05,23,,,11777951,23.144345,3174002,1.035559,0.1101,2644.399902,2322.116724,,0.411969,,4644.233398,
Sample,20/07/2023 11:05,23,,,11777550,23.149126,3174009,1.035561,0.1732,1287.599976,1175.268147,,0.412008,,2350.536377,
Sample,20/07/2023 11:05,23,,,11777386,23.151081,3173996,1.035557,0.143,2603.100098,2287.207655,,0.411935,,4574.415527,
Sample,20/07/2023 11:05,23,,,11777118,23.154277,3174071,1.035582,0.0732,2682.699951,2354.49022,,0.412359,,4708.980469,
Sample,20/07/2023 11:05,23,,,11776893,23.156959,3173986,1.035554,0.0575,2625.5,2306.141394,,0.411878,,4612.282715,
Sample,20/07/2023 11:05,23,,,11778322,23.139923,3174098,1.035591,0.0651,2625.300049,2305.972384,,0.412511,,4611.944824,
Sample,20/07/2023 11:05,23,,,11779656,23.124022,3174142,1.035605,0.0703,2649.5,2326.427632,,0.41276,,4652.855469,
Sample,20/07/2023 11:05,23,,,11780561,23.113236,3174065,1.03558,0.0657,2688.100098,2359.054747,,0.412325,,4718.109375,
Sample,20/07/2023 11:05,23,,,11781806,23.098401,3174052,1.035576,0.0705,2622.600098,2303.690223,,0.412251,,4607.380371,
Sample,20/07/2023 11:05,23,,,11783172,23.082126,3174039,1.035571,0.07,2658.199951,2333.781352,,0.412178,,4667.5625,
Sample,20/07/2023 11:05,23,,,11785377,23.055863,3174009,1.035561,0.0607,2621.199951,2302.506736,,0.412008,,4605.013672,
Sample,20/07/2023 11:05,23,,,11786714,23.039942,3174001,1.035559,0.0724,2523.699951,2220.093895,,0.411963,,4440.187988,
Sample,20/07/2023 11:05,23,,,11788014,23.024464,3173998,1.035558,0.1003,1838.800049,1641.175469,,0.411946,,3282.35083,
Sample,20/07/2023 11:05,23,,,11788706,23.016226,3174012,1.035562,0.07,2226.899902,1969.220714,,0.412025,,3938.441406,
Sample,20/07/2023 11:05,23,,,11789993,23.000908,3174061,1.035578,0.1055,1720.699951,1541.350191,,0.412302,,3082.700439,
Sample,20/07/2023 11:05,23,9358425,5.361491,11790816,22.991113,3174071,1.035582,0.0857,2288.699951,2021.457817,,0.412359,,4042.915527,
Sample,20/07/2023 11:05,23,,,11791887,22.978369,3174013,1.035563,0.1041,1854.300049,1654.276997,,0.412031,,3308.553955,
Sample,20/07/2023 11:05,23,,,11793081,22.964164,3173999,1.035558,0.1105,1851.599976,1651.994733,,0.411952,,3303.989502,
Sample,20/07/2023 11:05,23,,,11794503,22.947249,3174136,1.035603,0.1604,1389.199951,1261.146533,,0.412726,,2522.292969,
Sample,20/07/2023 11:05,23,,,11796548,22.922929,3174153,1.035609,0.1031,1834.800049,1637.794429,,0.412822,,3275.588867,
Sample,20/07/2023 11:05,23,,,11798728,22.897011,3174021,1.035565,0.1621,1224.599976,1122.016773,,0.412076,,2244.033447,
Sample,20/07/2023 11:05,23,,,11800228,22.879182,3173972,1.035549,0.1858,1359.199951,1235.788736,,0.411799,,2471.577393,
Sample,20/07/2023 11:05,23,,,11802063,22.857377,3173966,1.035547,0.1646,1199.300049,1100.631759,,0.411765,,2201.263428,
Sample,20/07/2023 11:05,23,,,11803849,22.836159,3174027,1.035567,0.1426,1360,1236.464985,,0.41211,,2472.929932,
Sample,20/07/2023 11:05,23,,,11804036,22.833937,3173955,1.035544,0.1633,1205.099976,1105.534205,,0.411703,,2211.068359,
Sample,20/07/2023 11:05,23,,,11803766,22.837145,3173934,1.035537,0.2055,1595.199951,1435.270073,,0.411584,,2870.540039,
Sample,20/07/2023 11:05,23,,,11803994,22.834436,3173958,1.035545,0.1968,1300.800049,1186.42564,,0.41172,,2372.851318,
Sample,20/07/2023 11:05,23,,,11804551,22.82782,3173985,1.035553,0.0537,2641.399902,2319.580944,,0.411873,,4639.162109,
Sample,20/07/2023 11:05,23,,,11805400,22.817737,3174086,1.035587,0.0348,2641.5,2319.665553,,0.412443,,4639.331055,
Sample,20/07/2023 11:05,23,,,11805578,22.815623,3174073,1.035582,0.0065,2637.100098,2315.946492,,0.41237,,4631.893066,
Sample,20/07/2023 11:05,23,,,11805220,22.819874,3173876,1.035518,0.0018,2648.699951,2325.751383,,0.411256,,4651.50293,
Sample,20/07/2023 11:05,23,,,11805982,22.810825,3174074,1.035583,0.0506,2631.800049,2311.466573,,0.412375,,4622.933105,
Sample,20/07/2023 11:05,23,,,11807575,22.79191,3174061,1.035578,0.0245,2637,2315.861883,,0.412302,,4631.723633,
Sample,20/07/2023 11:05,23,,,11809418,22.770031,3173971,1.035549,0.074,2701.5,2370.381147,,0.411793,,4740.762207,
Sample,20/07/2023 11:05,23,,,11811881,22.7408,3174025,1.035567,0.1902,2690.600098,2361.167897,,0.412099,,4722.335938,
Sample,20/07/2023 11:05,23,9358711,5.363063,11812368,22.735022,3173925,1.035534,0.2003,2097.699951,1860.013175,,0.411533,,3720.026367,
Sample,20/07/2023 11:05,23,,,11811923,22.740302,3173881,1.035519,0.0608,2699.699951,2368.859638,,0.411285,,4737.719238,
Sample,20/07/2023 11:05,23,,,11811325,22.747398,3174044,1.035573,0.0449,2661.600098,2336.65536,,0.412206,,4673.310547,
Sample,20/07/2023 11:05,23,,,11811716,22.742758,3173971,1.035549,0.02,2635.699951,2314.763004,,0.411793,,4629.525879,
Sample,20/07/2023 11:05,23,,,11812551,22.732851,3174019,1.035565,0.0332,2637.600098,2316.369122,,0.412065,,4632.738281,
Sample,20/07/2023 11:05,23,,,11812855,22.729244,3174507,1.035725,0.2159,2379.300049,2098.038447,,0.414821,,4196.07666,
Sample,20/07/2023 11:05,23,,,11813504,22.721544,3174268,1.035647,0.0191,2637.699951,2316.453524,,0.413471,,4632.907227,
Sample,20/07/2023 11:05,23,,,11814322,22.711841,3174073,1.035582,0.1681,2582.100098,2269.457197,,0.41237,,4538.914551,
Sample,20/07/2023 11:05,23,,,11814335,22.711687,3173751,1.035477,0.2553,2585.199951,2272.077379,,0.41055,,4544.154785,
Sample,20/07/2023 11:05,23,,,11814222,22.713027,3173706,1.035462,0.0275,2647,2324.314482,,0.410295,,4648.628906,
Sample,20/07/2023 11:05,23,,,11813856,22.717369,3174072,1.035582,0.243,2575.399902,2263.793791,,0.412364,,4527.587402,
Sample,20/07/2023 11:05,23,,,11813450,22.722185,3174006,1.03556,0.2261,2465.899902,2171.237831,,0.411991,,4342.475586,
Sample,20/07/2023 11:05,23,,,11813118,22.726124,3174127,1.0356,0.2306,2082.899902,1847.503288,,0.412675,,3695.006592,
Sample,20/07/2023 11:05,23,,,11813400,22.722778,3174170,1.035614,0.0217,2630,2309.945064,,0.412918,,4619.890137,
Sample,20/07/2023 11:05,23,,,11813703,22.719184,3173858,1.035512,0.0288,2634.899902,2314.086755,,0.411155,,4628.17334,
Sample,20/07/2023 11:05,23,,,11814312,22.711959,3173832,1.035503,0.0397,2631.5,2311.212954,,0.411008,,4622.425781,
Sample,20/07/2023 11:05,23,,,11815850,22.693718,3173731,1.03547,0.0282,2626.899902,2307.324676,,0.410437,,4614.649414,
Sample,20/07/2023 11:05,23,,,11817508,22.674057,3173892,1.035523,0.026,2632,2311.635584,,0.411347,,4623.270996,
Sample,20/07/2023 11:05,23,,,11818839,22.658277,3173991,1.035555,0.036,2635.300049,2314.424983,,0.411906,,4628.850098,
Sample,20/07/2023 11:05,23,,,11819296,22.65286,3174024,1.035566,0.0362,2636.600098,2315.523862,,0.412093,,4631.047852,
Sample,20/07/2023 11:05,23,9358791,5.363503,11819435,22.651212,3173933,1.035536,0.035,2631.699951,2311.381965,,0.411579,,4622.76416,
Sample,20/07/2023 11:05,23,,,11818774,22.659047,3173907,1.035528,0.0178,2634.800049,2314.002353,,0.411432,,4628.004883,
Sample,20/07/2023 11:05,23,,,11817842,22.670097,3173973,1.03555,0.0397,2635.800049,2314.847613,,0.411805,,4629.695312,
Sample,20/07/2023 11:05,23,,,11816806,22.682381,3173739,1.035473,0.0322,2665.100098,2339.613769,,0.410482,,4679.227539,
Sample,20/07/2023 11:06,23,,,11816160,22.690041,3173966,1.035547,0.0216,2668.199951,2342.233951,,0.411765,,4684.467773,
Sample,20/07/2023 11:06,23,,,11815053,22.70317,3173947,1.035541,0.0367,2669.5,2343.33283,,0.411658,,4686.665527,
Sample,20/07/2023 11:06,23,,,11813705,22.71916,3173937,1.035538,0.0297,2646,2323.469223,,0.411601,,4646.938477,
Sample,20/07/2023 11:06,23,,,11812342,22.73533,3173931,1.035536,0.0591,2644.899902,2322.539354,,0.411567,,4645.078613,
Sample,20/07/2023 11:06,23,,,11811549,22.74474,3174001,1.035559,0.0615,2640.899902,2319.158314,,0.411963,,4638.316406,
Sample,20/07/2023 11:06,23,,,11811375,22.746805,3173630,1.035437,0.027,2651.600098,2328.202761,,0.409865,,4656.405762,
Sample,20/07/2023 11:06,23,,,11811099,22.75008,3174098,1.035591,0.02,2639,2317.552403,,0.412511,,4635.10498,
Sample,20/07/2023 11:06,23,,,11811634,22.743731,3173948,1.035541,0.032,2639.600098,2318.059642,,0.411663,,4636.119141,
Sample,20/07/2023 11:06,23,,,11812163,22.737454,3173930,1.035535,0.0495,2635.699951,2314.763004,,0.411562,,4629.525879,
Sample,20/07/2023 11:06,23,,,11813881,22.717072,3173844,1.035507,0.378,2637.600098,2316.369122,,0.411076,,4632.738281,
Sample,20/07/2023 11:06,23,,,11814903,22.704949,3173950,1.035542,0.0413,2633.600098,2312.988082,,0.411675,,4625.976074,
Sample,20/07/2023 11:06,23,,,11815830,22.693955,3174011,1.035562,0.0376,2634.199951,2313.495114,,0.412019,,4626.990234,
Sample,20/07/2023 11:06,23,,,11815922,22.692864,3173830,1.035503,0.0419,2632.5,2312.058214,,0.410996,,4624.116211,
Sample,20/07/2023 11:06,23,,,11816465,22.686424,3173860,1.035512,0.0489,2634.699951,2313.917744,,0.411166,,4627.835449,
Sample,20/07/2023 11:06,23,,,11817346,22.675978,3174016,1.035564,0.031,2635.600098,2314.678602,,0.412048,,4629.357422,
Sample,20/07/2023 11:06,23,,,11817019,22.679855,3173983,1.035553,0.0491,2632.199951,2311.804595,,0.411861,,4623.609375,
Sample,20/07/2023 11:06,23,9359005,5.364679,11816553,22.685381,3173909,1.035529,0.0281,2646.5,2323.891852,,0.411443,,4647.783691,
Sample,20/07/2023 11:06,23,,,11816210,22.689448,3173993,1.035556,0.0424,2638.699951,2317.298784,,0.411918,,4634.597656,
Sample,20/07/2023 11:06,23,,,11815446,22.698509,3173752,1.035477,0.0296,2637,2315.861883,,0.410555,,4631.723633,
Sample,20/07/2023 11:06,23,,,11815583,22.696884,3174109,1.035594,0.0352,2639.800049,2318.228652,,0.412573,,4636.45752,
Sample,20/07/2023 11:06,23,,,11815570,22.697038,3173783,1.035487,0.0407,2661.100098,2336.23273,,0.410731,,4672.465332,
Sample,20/07/2023 11:06,23,,,11815936,22.692698,3173591,1.035424,0.1132,2671.899902,2345.361372,,0.409645,,4690.722656,
Sample,20/07/2023 11:06,23,,,11816603,22.684788,3173799,1.035492,0.1577,1850.800049,1651.318587,,0.410821,,3302.637207,
Sample,20/07/2023 11:06,23,,,11816957,22.68059,3173927,1.035534,0.1685,1295.5,1181.945721,,0.411545,,2363.891357,
Sample,20/07/2023 11:06,23,,,11817010,22.679962,3173639,1.03544,0.0997,2054.100098,1823.159967,,0.409916,,3646.319824,
Sample,20/07/2023 11:06,23,,,11817222,22.677448,3173871,1.035516,0.1631,1234.199951,1130.131248,,0.411228,,2260.262451,
Sample,20/07/2023 11:06,23,,,11817304,22.676476,3173399,1.035361,0.1127,2063.100098,1830.767307,,0.408559,,3661.534668,
Sample,20/07/2023 11:06,23,,,11817105,22.678835,3173654,1.035445,0.0797,2716.600098,2383.144654,,0.410001,,4766.289551,
Sample,20/07/2023 11:06,23,,,11817582,22.67318,3173881,1.035519,0.6414,2523.699951,2220.093895,,0.411285,,4440.187988,
Sample,20/07/2023 11:06,23,,,11818648,22.660541,3173645,1.035442,0.0161,2622.100098,2303.267593,,0.40995,,4606.535156,
Sample,20/07/2023 11:06,23,,,11819294,22.652883,3173882,1.03552,0.0362,2620.899902,2302.253116,,0.41129,,4604.506348,
Sample,20/07/2023 11:06,23,,,11820192,22.642239,3173917,1.035531,1.3834,2501.899902,2201.667188,,0.411488,,4403.334473,
Sample,20/07/2023 11:06,23,,,11820498,22.638612,3174264,1.035645,0.0063,2680.199951,2352.37707,,0.413449,,4704.753906,
Sample,20/07/2023 11:06,23,,,11880603,21.92905,3215848,1.049313,1.8008,-90.449997,1.469347,,0.639122,,2.938694,
Sample,20/07/2023 11:06,23,,,11975727,20.816792,3262539,1.064662,1.3575,-92.300003,1.104802,,0.874781,,2.209604,
Sample,20/07/2023 11:06,23,,,12028049,20.210092,3305870,1.078907,1.6177,-89.449997,1.318776,,1.081093,,2.637552,
Sample,20/07/2023 11:06,23,9359069,5.365031,12053545,19.91565,3318522,1.083067,1.2667,-92.080002,1.030133,,1.139532,,2.060266,
Sample,20/07/2023 11:06,23,,,12066490,19.766441,3302248,1.077717,1.4736,-92.740005,1.200276,,1.064226,,2.400553,
